Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	480.132	43.684	78.963	33.324	0.311
2	468.202	43.512	77.982	33.486	0.322
3	493.543	43.309	82.475	33.703	0.297
4	463.587	44.213	73.407	34.202	0.328
5	479.083	43.641	80.867	33.795	0.316
6	473.402	44.199	78.796	33.682	0.317
7	488.551	44.592	82.931	34.073	0.322
8	478.543	43.124	80.793	33.308	0.322
9	479.475	43.744	79.573	33.478	0.324
10	477.695	43.091	82.937	33.191	0.309
11	476.487	43.99	79.198	33.359	0.324
12	473.493	44.62	79.327	33.767	0.335
13	472.858	44.154	75.137	33.476	0.328
14	474.515	43.447	77.898	32.626	0.316
15	482.166	42.769	81.923	33.434	0.3
16	479.82	43.891	78.921	33.919	0.335
17	486.858	43.945	82.819	33.645	0.318
18	472.282	44.156	76.05	34.144	0.326
19	471.728	43.482	77.99	33.482	0.309
20	483.769	44.289	83.567	33.792	0.335
21	483.331	43.743	82.08	33.499	0.317
22	459.132	43.742	73.487	33.057	0.316
23	470.279	43.652	78.903	33.291	0.327
24	471.016	43.449	83.086	33.324	0.313
25	472.501	43.335	76.027	33.398	0.312
26	479.41	43.692	79.755	33.388	0.313
27	485.425	44.542	82.64	33.804	0.322
28	474.636	43.245	80.617	33.419	0.311
29	476.047	44.28	78.002	33.214	0.328
30	464.493	44.088	76.536	34.192	0.319
31	473.423	44.127	78.523	33.552	0.325
32	487.113	44.385	81.304	33.938	0.323
33	485.941	43.788	82.811	33.613	0.318
34	477.645	43.394	78.113	33.355	0.321
35	483.977	43.035	77.179	32.944	0.312
36	463.786	43.472	75.655	33.225	0.322
37	477.693	43.137	80.642	33.479	0.308
38	481.914	44.328	81.663	33.723	0.318
39	485.245	44.479	82.698	33.853	0.328
40	485.905	43.851	81.47	33.75	0.318
41	482.266	43.634	80.765	33.548	0.317
42	490.678	43.787	83.931	33.927	0.312
43	471.475	43.678	78.307	33.142	0.318
44	472.602	43.955	79.357	33.59	0.317
45	475.342	44.572	77.59	33.345	0.329
46	482.427	44.085	79.142	33.549	0.321
47	473.572	43.833	76.088	33.738	0.316
48	481.354	44.342	82.086	33.805	0.319
49	483.29	43.247	80.468	33.504	0.3
50	474.656	43.884	79.327	33.46	0.317
51	489.853	44.173	81.914	33.742	0.318
52	473.818	43.967	79.824	34.092	0.321
53	474.095	42.763	80.122	33.088	0.301
54	480.14	43.447	80.854	33.313	0.313
55	473.977	43.449	79.23	33.118	0.311
56	485.688	44.69	82.642	34.014	0.324
57	476.07	44.237	78.551	34.115	0.327
58	481.548	43.377	80.638	33.198	0.309
59	493.042	43.99	82.004	33.425	0.325
60	477.407	43.38	79.182	33.482	0.31
61	472.266	42.78	80.413	33.025	0.305
62	470.341	42.535	76.883	32.843	0.308
63	478.491	43.929	80.943	33.372	0.32
64	471.169	44.482	75.3	34.058	0.338
65	476.935	44.155	77.886	33.582	0.321
66	475.002	43.789	81.853	34.074	0.325
67	482.556	43.984	80.183	33.801	0.326
68	480.155	43.432	81.522	33.131	0.311
69	481.049	43.469	82.18	33.415	0.327
70	480.865	43.834	83.579	33.8	0.319
71	483.778	44.099	82.756	33.814	0.317
72	475.807	43.134	79.026	33.249	0.301
73	482.088	43.011	78.974	32.924	0.301
74	482.648	44.477	81.11	33.992	0.326
75	474.843	42.983	80.513	33.102	0.317
76	476.322	44.109	78.564	33.111	0.326
77	477.746	43.817	77.06	33.942	0.317
78	481.169	42.893	78.916	32.715	0.302
79	482.317	43.697	83.432	33.722	0.318
80	489.408	44.171	85.663	34.217	0.325
81	486.971	44.341	81.895	33.827	0.332
82	476.27	43.971	79.815	33.338	0.319
83	490.979	43.817	84.612	33.339	0.319
84	492.154	44.111	85.286	33.683	0.319
85	483.299	43.523	76.774	33.41	0.317
86	472.411	43.844	77.372	33.633	0.324
87	478.211	42.462	79.894	32.822	0.294
88	489.732	43.182	82.628	33.9	0.309
