Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	18.071	104.81	4.679	64.051	1.235
2	19.21	103.652	5.085	62.594	1.201
3	18.907	103.31	5.352	63.867	1.165
4	18.999	106.045	5.166	64.275	1.235
5	19.687	112.683	5.454	69.739	1.303
6	18.709	107.746	4.807	63.823	1.241
7	19.635	109.771	5.567	65.526	1.277
8	19.413	105.846	5.317	64.537	1.218
9	19.359	113.559	5.436	67.923	1.426
10	18.944	107.063	4.862	66.729	1.308
11	19.789	105.078	5.567	64.567	1.228
12	19.999	109.255	5.374	65.425	1.289
13	19.138	103.842	5.524	65.047	1.186
14	20.55	111.288	5.62	65.477	1.255
15	18.9	102.873	4.84	61.505	1.206
16	18.868	107.013	5.077	63.893	1.269
17	20.095	108.404	5.405	64.214	1.234
18	18.415	106.545	4.956	65.814	1.227
19	21.113	104.572	6.011	62.263	1.185
20	19.234	106.71	5.237	66.224	1.265
21	19.637	115.272	5.38	67.749	1.333
22	18.992	106.197	4.823	63.034	1.215
23	19.472	110.285	5.103	66.726	1.327
24	18.624	108.887	4.666	64.79	1.245
25	20.55	112.441	5.658	67.152	1.307
26	18.807	105.306	5.094	62.578	1.215
27	20.446	108.699	5.508	64.454	1.2
28	19.147	109.383	4.982	63.702	1.277
29	20.55	107.298	5.469	67.157	1.258
30	19.594	110.263	5.046	68.419	1.327
31	18.676	104.342	5.034	61.88	1.19
32	19.383	105.461	5.021	64.237	1.281
33	18.665	104.135	4.918	62.477	1.211
34	20.029	112.355	5.284	68.478	1.354
35	20.516	109.92	5.964	67.825	1.298
36	18.936	105.992	5.202	63.71	1.255
37	18.999	105.463	5.411	65.764	1.207
38	20.639	111.942	5.89	66.773	1.353
39	18.304	107.151	4.672	64.885	1.245
40	19.707	104.71	5.31	64.271	1.206
41	19.929	108.861	5.218	64.935	1.273
42	18.711	103.887	5.386	63.566	1.256
43	19.096	109.684	4.895	65.191	1.271
44	19.167	107.796	5.473	65.254	1.254
45	18.865	105.889	4.846	64.189	1.208
46	18.794	107.145	4.868	62.59	1.218
47	19.574	109.025	5.63	64.359	1.273
48	18.196	109.482	4.759	66.298	1.294
49	19.194	107.561	5.141	64.436	1.248
50	18.926	105.761	5.122	66.149	1.242
51	19.454	113.087	4.991	67.825	1.338
52	21.304	114.701	6.279	68.367	1.32
53	18.769	107.535	5.349	69.952	1.304
54	19.799	105.672	5.371	64.3	1.251
55	19.148	108.787	4.795	65.234	1.249
56	20.235	118.275	5.353	71.001	1.358
57	19.486	106.72	5.507	65.759	1.276
58	19.992	111.946	5.426	68.498	1.331
59	19.263	106.064	4.856	62.679	1.22
60	19.095	107.225	5.032	65.325	1.296
61	19.447	112.49	5.222	67.231	1.335
62	19.826	108.52	5.587	66.228	1.243
63	20.959	107.491	5.961	66.042	1.243
64	18.588	105.998	4.993	64.921	1.245
65	18.829	106.682	4.994	63.779	1.233
66	19.042	107.55	5.183	64.509	1.3
67	19.358	110.1	5.117	66.237	1.23
68	19.451	108.12	5.15	64.538	1.256
69	19.744	107.992	5.656	65.799	1.257
70	19.397	106.074	5.243	65.973	1.291
71	18.881	106.229	4.987	62.373	1.224
72	21.214	113.17	5.937	66.892	1.338
73	20.099	110.592	5.597	66.429	1.277
74	19.638	112.503	5.273	66.486	1.342
75	18.126	103.97	4.722	61.385	1.216
76	19.728	110.837	5.457	66.925	1.314
77	19.579	108.787	5.408	64.225	1.266
78	19.865	111.341	5.086	65.791	1.305
79	19.037	105.346	4.781	66.059	1.242
80	19.351	109.52	5.281	65.354	1.322
81	19.628	106.999	5.237	61.63	1.244
82	19.04	108.642	5.115	63.221	1.29
83	19.704	107.587	5.435	64.162	1.243
84	19.205	107.9	5.083	63.789	1.242
85	18.874	110.454	4.971	68.056	1.338
86	17.725	100.553	4.628	60.87	1.184
87	18.74	103.345	4.892	61.139	1.182
88	19.064	107.305	5.066	64.756	1.248
89	19.544	110.2	5.148	66.615	1.279
90	18.828	105.934	5.162	62.723	1.248
91	19.493	109.267	5.081	65.593	1.294
92	19.245	104.704	5.295	65.172	1.206
