Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	2235.786	70.738	502.54	69.754	0.542
2	2224.936	71.034	501.721	70.165	0.542
3	2229.607	70.358	500.623	69.203	0.527
4	2217.836	71.183	498.934	69.931	0.549
5	2230.758	70.696	503.411	69.984	0.555
6	2225.626	71.615	501.099	70.136	0.547
7	2223.221	70.6	500.162	69.538	0.547
8	2226.236	71.006	501.493	69.502	0.55
9	2222.549	70.887	499.457	69.206	0.537
10	2224.435	70.611	500.746	70.097	0.544
11	2210.619	70.573	498.364	69.694	0.53
12	2210.721	70.846	500.0	69.376	0.562
13	2224.405	71.401	499.794	69.723	0.546
14	2214.828	70.308	501.306	69.701	0.546
15	2229.853	71.301	503.098	69.553	0.562
16	2226.164	71.116	503.778	69.742	0.545
17	2227.733	70.65	503.802	69.507	0.534
18	2226.493	71.287	503.025	70.461	0.551
19	2232.811	70.959	502.265	69.632	0.553
20	2219.97	71.765	504.13	69.89	0.57
21	2232.134	72.003	503.041	70.309	0.576
22	2234.606	71.256	502.414	69.655	0.562
23	2209.847	70.997	496.628	69.46	0.56
24	2219.75	70.782	505.927	70.072	0.548
25	2237.488	70.995	503.551	70.057	0.55
26	2221.484	71.277	500.142	69.819	0.55
27	2210.598	70.618	496.827	69.712	0.539
28	2226.435	71.152	500.634	69.781	0.538
29	2226.201	71.133	499.172	69.773	0.556
30	2229.87	70.963	502.331	69.881	0.542
31	2237.972	72.063	501.676	70.277	0.558
32	2239.128	70.63	505.103	69.632	0.532
33	2215.761	71.538	499.041	69.914	0.538
34	2237.292	71.571	504.089	69.633	0.555
35	2222.191	71.062	501.48	69.882	0.55
36	2215.46	71.08	499.858	69.975	0.558
37	2228.499	70.179	499.886	69.524	0.533
38	2224.55	71.529	502.026	70.288	0.542
39	2217.396	71.084	500.765	69.818	0.56
40	2221.47	71.01	502.403	69.895	0.552
41	2248.071	72.224	506.183	70.488	0.571
42	2211.379	71.14	496.328	69.66	0.546
43	2218.183	70.791	498.724	69.67	0.553
44	2230.548	70.762	505.01	69.553	0.537
45	2210.355	70.871	497.432	69.674	0.54
46	2217.664	70.645	501.145	69.232	0.532
47	2239.608	70.671	504.479	69.943	0.54
48	2232.5	71.692	501.385	70.031	0.562
49	2215.624	70.756	500.175	69.617	0.546
50	2226.746	71.569	502.831	70.149	0.548
51	2225.519	70.831	503.275	69.858	0.544
52	2228.51	70.866	501.159	70.036	0.535
53	2231.651	70.787	503.489	69.155	0.533
54	2220.223	70.574	497.07	69.332	0.54
55	2220.817	70.725	500.43	70.078	0.54
56	2209.017	70.301	503.608	69.816	0.548
57	2227.763	70.469	502.887	69.471	0.545
58	2228.38	71.362	501.804	69.796	0.55
59	2219.666	70.681	501.133	69.349	0.538
