Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	8.245	70.265	2.785	46.351	0.594
2	8.766	66.577	2.738	45.18	0.576
3	8.264	63.314	2.535	42.335	0.561
4	7.314	60.104	2.577	43.623	0.494
5	8.583	69.092	2.636	45.106	0.587
6	9.117	67.953	2.941	48.833	0.558
7	8.684	70.303	2.806	48.236	0.575
8	9.052	70.858	2.889	47.767	0.565
9	8.242	71.197	2.779	49.774	0.598
10	9.419	65.999	2.892	43.154	0.53
11	9.444	63.207	2.785	44.317	0.537
12	8.975	66.728	2.94	47.188	0.548
13	8.051	64.81	2.558	43.677	0.545
14	8.511	65.735	2.664	46.568	0.563
15	9.188	68.252	2.875	47.706	0.602
16	7.676	65.448	2.506	43.837	0.58
17	10.308	70.811	3.233	49.766	0.597
18	8.081	68.547	2.753	46.207	0.587
19	9.283	63.975	2.947	43.372	0.535
20	10.005	70.866	3.005	48.474	0.583
21	9.206	68.615	2.982	47.639	0.555
22	9.046	65.018	2.859	44.643	0.522
23	7.973	66.039	2.588	44.804	0.545
24	8.726	64.94	2.77	44.702	0.524
25	7.17	60.075	2.359	41.207	0.54
26	7.654	60.386	2.492	41.941	0.486
27	9.029	70.811	2.865	47.37	0.607
28	9.452	66.064	2.921	45.152	0.525
29	8.674	67.617	2.8	44.951	0.585
30	10.703	70.029	3.428	45.38	0.539
31	8.995	63.636	2.895	45.635	0.565
32	9.817	67.413	3.218	45.383	0.537
33	9.135	66.221	2.867	43.974	0.537
34	9.152	63.378	2.893	44.995	0.542
35	7.588	64.614	2.509	44.738	0.559
36	8.493	65.07	2.727	45.9	0.554
37	8.826	68.484	2.792	45.623	0.568
38	9.275	72.647	3.044	49.428	0.622
39	8.866	73.544	2.82	49.714	0.636
40	7.664	64.711	2.543	42.927	0.552
41	7.996	60.253	2.601	42.378	0.525
42	9.003	69.578	2.818	45.9	0.599
43	7.537	65.461	2.522	44.136	0.57
44	9.398	74.793	2.955	49.44	0.668
45	8.677	63.98	2.69	43.47	0.542
46	10.212	66.607	3.253	46.506	0.523
47	9.666	65.604	2.928	46.363	0.566
48	8.091	65.75	2.627	45.3	0.575
49	10.184	72.048	3.203	48.775	0.613
50	7.758	59.06	2.539	40.743	0.519
51	8.407	63.737	2.633	42.784	0.532
52	8.995	68.515	2.85	46.092	0.561
53	7.304	61.584	2.494	42.999	0.518
54	7.718	68.187	2.547	46.015	0.56
55	8.342	65.706	2.747	43.624	0.567
56	9.299	68.96	2.994	47.744	0.591
57	8.282	68.5	2.778	45.373	0.541
58	9.489	71.067	2.922	46.606	0.604
59	8.183	70.383	2.668	47.135	0.612
60	8.378	65.145	2.703	44.155	0.54
61	7.708	67.751	2.582	46.862	0.588
62	8.077	67.28	2.676	47.413	0.575
63	7.87	71.314	2.591	47.707	0.622
64	8.193	66.866	2.731	47.126	0.572
65	8.632	65.062	2.736	44.57	0.557
66	7.86	60.058	2.605	42.744	0.496
67	8.618	68.446	2.71	45.698	0.561
68	8.56	67.95	2.75	46.991	0.564
69	9.3	66.317	2.99	45.202	0.554
70	8.076	68.065	2.726	46.235	0.536
71	8.207	65.992	2.753	45.902	0.563
72	8.271	69.459	2.772	47.798	0.548
73	7.744	64.741	2.607	44.322	0.552
74	9.8	67.44	3.039	46.106	0.533
75	8.831	66.224	2.704	44.744	0.563
76	8.502	63.39	2.746	43.919	0.564
77	8.07	64.49	2.59	43.778	0.512
78	9.615	68.481	3.088	47.425	0.576
79	9.534	69.006	2.95	47.348	0.586
80	8.669	64.862	2.658	44.261	0.535
81	9.015	71.778	2.97	48.422	0.615
82	9.302	70.321	2.992	47.901	0.573
83	9.161	76.362	2.993	51.008	0.645
84	7.634	61.24	2.456	41.831	0.549
85	8.591	68.935	2.809	46.316	0.601
86	8.617	65.835	2.72	44.947	0.534
87	7.629	63.997	2.581	44.451	0.533
88	7.699	61.451	2.608	42.28	0.526
89	9.886	68.136	3.007	44.931	0.573
90	9.319	65.752	2.882	44.509	0.538
91	9.173	70.549	2.895	48.892	0.603
92	7.348	60.35	2.426	40.949	0.513
93	9.325	67.299	2.89	44.845	0.579
94	10.152	69.996	3.266	47.354	0.556
95	8.766	64.432	2.643	43.598	0.53
96	8.916	65.313	2.897	45.473	0.52
97	7.931	64.967	2.683	45.175	0.54
98	8.609	67.645	2.813	46.343	0.585
99	7.227	62.788	2.496	45.135	0.512
100	8.457	69.013	2.732	45.72	0.611
101	9.763	71.292	2.975	49.32	0.614
102	7.914	70.773	2.605	48.287	0.603
103	9.121	75.697	3.115	52.878	0.656
104	7.651	56.538	2.527	39.737	0.476
105	10.082	70.182	3.071	47.7	0.593
106	8.332	66.838	2.718	44.704	0.553
107	9.778	66.935	2.943	45.125	0.554
108	9.196	65.924	2.95	46.35	0.541
109	8.795	68.237	2.767	46.83	0.576
110	8.894	65.854	2.803	44.403	0.551
111	8.161	64.626	2.639	43.683	0.552
112	8.958	68.446	2.897	46.245	0.562
113	8.344	62.263	2.683	42.615	0.523
114	7.682	63.639	2.572	43.264	0.529
115	8.27	66.029	2.621	44.226	0.573
116	8.762	68.409	2.788	46.464	0.573
117	9.247	68.643	3.002	48.673	0.563
118	9.039	66.777	2.909	46.829	0.554
119	9.623	68.71	2.834	46.036	0.57
120	8.766	67.118	2.865	47.872	0.546
121	7.345	65.924	2.388	43.871	0.543
122	8.038	64.911	2.56	44.669	0.544
123	9.977	70.111	3.151	44.57	0.593
124	9.511	74.811	3.039	50.196	0.628
125	7.986	65.066	2.679	44.99	0.541
126	8.71	74.048	2.964	50.14	0.616
127	7.909	65.009	2.584	44.904	0.567
128	9.491	67.485	2.92	46.065	0.57
129	8.609	59.502	2.909	41.869	0.48
130	8.976	64.186	2.94	43.754	0.536
131	7.847	62.913	2.494	43.426	0.549
132	8.556	70.457	2.907	48.656	0.612
133	8.806	67.396	2.703	45.808	0.578
134	8.942	71.186	2.827	47.189	0.618
135	10.099	71.864	3.162	49.615	0.595
136	8.547	66.802	2.67	45.29	0.553
137	8.057	63.371	2.577	41.939	0.545
138	8.138	68.837	2.67	47.347	0.602
139	9.662	65.84	2.969	44.102	0.552
140	8.571	66.76	2.739	45.029	0.553
141	7.613	63.883	2.566	44.157	0.591
142	8.759	70.788	2.847	47.816	0.61
143	8.821	66.31	2.827	45.703	0.561
144	8.3	63.331	2.623	43.884	0.554
145	8.616	67.75	2.831	46.52	0.584
146	8.526	66.435	2.852	45.762	0.551
147	9.208	67.999	2.904	46.652	0.589
148	7.99	63.114	2.633	44.17	0.539
149	9.192	69.068	2.988	46.3	0.545
150	7.933	64.385	2.55	43.912	0.519
151	7.645	63.928	2.497	43.968	0.584
152	7.852	67.548	2.666	44.428	0.532
153	9.002	66.633	2.921	46.173	0.581
154	8.461	68.397	2.711	46.343	0.617
155	8.766	72.57	2.9	49.283	0.601
156	8.297	64.431	2.737	43.848	0.541
157	9.671	71.373	2.94	48.796	0.602
158	8.826	69.094	2.847	45.831	0.579
159	8.352	65.906	2.639	45.797	0.55
160	9.15	64.813	2.745	44.099	0.535
161	8.286	63.463	2.597	42.666	0.569
162	7.997	73.762	2.633	49.591	0.634
163	9.251	68.302	2.892	46.447	0.592
164	8.615	69.223	2.703	47.527	0.602
165	8.4	70.516	2.71	46.431	0.595
166	8.172	68.111	2.663	44.883	0.606
167	8.758	66.008	2.766	44.424	0.568
168	8.632	71.932	2.877	50.493	0.57
169	10.022	66.795	3.029	45.329	0.544
170	10.211	64.0	3.127	42.415	0.5
171	8.37	67.797	2.62	46.96	0.578
172	9.064	68.921	2.984	45.731	0.553
173	8.451	66.08	2.732	44.461	0.529
174	8.804	64.499	2.764	45.051	0.542
175	8.395	66.476	2.604	44.481	0.586
176	8.419	70.255	2.749	48.582	0.615
177	7.55	61.443	2.468	40.848	0.518
178	8.754	69.48	2.85	46.612	0.601
179	9.099	69.147	2.912	47.598	0.612
180	9.905	72.256	3.241	47.568	0.617
181	8.69	66.797	2.718	44.293	0.595
182	9.103	64.833	2.668	42.691	0.58
183	8.921	64.73	2.924	45.204	0.55
184	7.769	65.556	2.48	43.601	0.547
185	8.935	66.335	2.809	45.644	0.512
186	8.489	67.666	2.776	47.833	0.59
187	10.87	76.735	3.637	51.592	0.604
188	8.692	70.855	2.885	47.543	0.639
189	8.33	59.455	2.747	42.11	0.513
190	8.066	75.108	2.658	49.873	0.679
191	8.799	67.892	2.811	45.493	0.565
192	9.456	70.5	2.97	48.416	0.595
193	8.41	62.007	2.707	43.775	0.516
194	8.537	67.368	2.717	45.813	0.577
195	8.346	65.342	2.623	44.783	0.585
196	8.579	68.679	2.735	45.857	0.596
197	8.713	67.816	2.86	47.436	0.581
198	8.606	64.345	2.684	43.651	0.537
199	7.947	67.789	2.671	45.751	0.564
200	8.985	67.003	2.794	45.429	0.575
201	9.201	64.886	2.9	44.237	0.529
202	8.248	62.897	2.682	44.048	0.532
203	8.869	69.756	2.773	47.086	0.602
204	8.51	65.268	2.756	44.921	0.558
205	8.573	67.559	2.615	45.868	0.574
206	9.782	66.724	3.003	46.326	0.55
207	8.951	67.36	2.969	46.17	0.588
208	10.166	73.708	3.29	47.62	0.598
209	9.024	63.874	2.763	44.295	0.518
210	8.862	70.147	2.881	46.925	0.593
211	7.503	61.068	2.396	41.697	0.508
212	8.159	65.364	2.682	45.349	0.573
213	9.201	69.297	3.042	48.152	0.571
214	10.696	71.306	3.567	48.471	0.563
215	8.731	64.932	2.732	43.9	0.538
216	9.345	67.046	2.847	45.634	0.544
217	9.48	64.598	2.941	44.756	0.551
218	9.462	65.824	2.877	45.322	0.567
219	8.217	67.926	2.696	46.623	0.565
220	8.391	62.288	2.685	44.289	0.489
221	7.823	63.735	2.588	42.911	0.533
222	9.908	68.891	3.06	45.221	0.552
223	7.874	68.216	2.62	44.694	0.569
224	9.667	72.677	3.223	49.681	0.604
225	8.38	65.969	2.701	44.89	0.585
226	8.134	69.195	2.609	46.746	0.634
227	8.273	67.048	2.75	45.777	0.587
228	8.696	71.289	2.753	48.33	0.592
229	10.638	72.241	3.388	47.525	0.587
230	8.413	69.15	2.702	47.126	0.589
231	7.773	61.803	2.549	42.757	0.527
232	8.029	66.519	2.685	46.778	0.557
233	9.397	70.989	2.927	46.381	0.599
234	8.426	65.068	2.633	43.598	0.539
235	9.601	72.135	3.008	48.681	0.613
236	8.385	67.414	2.672	45.454	0.58
237	9.761	66.621	2.958	44.397	0.554
238	8.075	67.752	2.683	46.963	0.598
239	8.909	69.459	2.9	45.691	0.589
240	7.875	64.909	2.655	44.778	0.53
241	7.969	58.412	2.595	41.247	0.455
242	8.763	65.257	2.851	46.481	0.536
243	8.307	63.029	2.655	44.15	0.523
244	9.155	68.048	2.845	46.722	0.572
245	10.313	72.045	3.133	47.165	0.576
246	8.872	66.346	2.672	45.355	0.552
247	9.957	66.846	3.016	44.741	0.593
248	8.541	65.656	2.675	45.038	0.587
249	9.527	70.176	3.086	46.94	0.576
250	8.531	68.603	2.681	46.983	0.591
251	7.987	63.452	2.571	42.78	0.534
252	9.453	72.075	2.937	48.4	0.623
253	9.826	68.227	3.009	46.32	0.545
254	8.799	70.185	2.86	49.097	0.575
255	8.554	63.812	2.779	45.117	0.531
256	8.877	69.636	2.934	47.913	0.598
257	10.251	71.461	3.121	48.617	0.609
258	8.625	63.587	2.881	44.57	0.489
259	9.068	67.505	2.877	45.948	0.563
260	8.418	68.123	2.807	46.05	0.592
261	8.083	66.468	2.577	45.291	0.548
262	9.599	69.001	3.202	46.374	0.551
263	8.469	59.232	2.562	39.954	0.526
264	8.842	66.68	2.909	45.506	0.566
265	7.851	63.897	2.654	45.284	0.535
266	8.415	70.05	2.796	49.153	0.566
267	9.143	65.633	2.895	45.287	0.521
268	8.232	63.777	2.556	43.122	0.552
269	8.753	67.35	2.729	46.664	0.535
270	8.758	63.994	2.802	43.327	0.528
271	8.723	71.5	2.924	48.875	0.641
272	8.337	65.11	2.694	44.243	0.561
273	8.345	63.275	2.627	43.474	0.524
274	9.024	67.224	2.949	47.302	0.569
275	9.594	69.606	2.967	47.683	0.633
276	8.805	68.471	2.854	45.524	0.612
277	9.006	65.663	2.811	43.1	0.563
278	9.73	66.86	3.143	45.577	0.563
279	8.85	68.455	2.912	46.791	0.579
280	8.08	66.3	2.73	45.208	0.561
281	9.166	69.368	2.881	45.685	0.604
282	8.079	64.019	2.557	42.922	0.532
283	9.17	61.862	2.89	43.884	0.502
284	8.428	63.389	2.743	42.463	0.548
285	9.096	69.613	2.907	47.284	0.611
286	8.875	71.515	2.945	48.197	0.603
287	9.13	65.939	2.879	45.697	0.553
288	9.747	72.862	3.038	48.774	0.629
289	8.554	63.6	2.754	43.341	0.524
290	7.972	64.911	2.568	42.948	0.56
291	8.881	69.6	2.932	47.61	0.608
292	9.118	68.393	2.911	47.962	0.602
293	8.766	63.747	2.724	44.508	0.505
294	9.419	71.761	2.903	48.733	0.612
295	8.282	65.747	2.677	45.412	0.537
296	8.58	74.245	2.89	49.7	0.638
297	8.165	64.694	2.73	43.048	0.502
298	8.698	65.855	2.809	44.381	0.546
299	8.476	70.997	2.661	47.319	0.605
300	8.421	68.785	2.657	46.486	0.585
301	8.124	69.54	2.714	47.389	0.584
302	8.699	65.261	2.716	44.687	0.543
303	7.861	62.468	2.577	44.684	0.525
304	8.214	66.079	2.698	44.694	0.561
305	8.841	72.767	2.842	48.99	0.65
306	9.45	64.502	2.969	44.861	0.525
307	8.596	69.315	2.797	48.274	0.587
