Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	71.37	6.322	19.157	2.911	0.021
2	69.323	6.263	17.351	2.771	0.022
3	68.459	6.186	16.692	2.598	0.024
4	73.673	6.733	19.883	3.177	0.023
5	67.923	5.989	17.592	2.631	0.021
6	70.871	6.554	18.297	3.048	0.023
7	60.929	5.57	13.577	2.182	0.022
8	70.933	6.466	17.86	2.858	0.023
9	68.6	6.16	17.173	2.73	0.022
10	67.607	6.048	16.505	2.573	0.023
11	69.909	6.308	17.299	2.726	0.022
12	76.202	6.724	20.442	3.087	0.023
13	68.267	6.168	16.642	2.631	0.024
14	73.413	6.659	18.93	2.987	0.023
15	68.195	6.027	17.294	2.637	0.021
16	69.723	6.233	17.843	2.715	0.023
17	74.798	6.707	20.307	3.13	0.023
18	70.108	6.371	18.466	2.898	0.023
19	69.202	6.198	17.85	2.758	0.022
20	66.534	5.941	15.906	2.48	0.022
21	67.675	6.091	17.02	2.643	0.022
22	68.604	6.172	17.37	2.715	0.023
23	69.975	6.351	17.921	2.79	0.023
24	70.189	6.303	17.605	2.747	0.022
25	69.316	6.228	17.568	2.744	0.021
26	70.579	6.252	18.015	2.745	0.022
27	69.707	6.398	17.83	2.92	0.022
28	68.41	6.224	17.05	2.713	0.022
29	66.88	6.025	16.862	2.593	0.022
30	70.569	6.38	17.406	2.732	0.024
31	68.34	6.061	16.768	2.537	0.022
32	72.418	6.481	19.167	3.005	0.023
33	68.092	6.083	17.427	2.679	0.023
34	69.159	6.068	17.269	2.603	0.021
35	66.136	6.007	15.8	2.531	0.022
36	68.007	6.094	17.763	2.739	0.022
37	69.071	6.264	17.569	2.785	0.023
38	70.321	6.254	18.317	2.758	0.023
39	72.184	6.442	18.785	2.867	0.023
40	68.622	6.133	17.21	2.666	0.022
41	69.657	6.289	17.354	2.726	0.023
42	67.91	6.178	16.502	2.613	0.023
43	71.088	6.341	18.377	2.84	0.022
44	71.448	6.525	18.78	3.033	0.023
45	71.114	6.442	18.399	2.891	0.023
46	75.135	6.692	20.638	3.104	0.023
47	71.155	6.458	18.548	2.909	0.022
48	69.707	6.362	17.788	2.843	0.023
49	70.182	6.203	17.309	2.631	0.022
50	66.671	6.028	16.872	2.635	0.022
51	75.753	6.824	20.755	3.219	0.023
52	68.468	6.087	17.156	2.593	0.023
53	66.775	5.963	16.407	2.508	0.022
54	68.237	6.073	17.262	2.637	0.022
55	72.647	6.59	18.219	2.853	0.024
56	68.408	6.096	17.538	2.643	0.022
57	67.936	6.172	17.677	2.751	0.022
58	76.476	6.965	20.435	3.244	0.023
59	73.472	6.621	20.087	3.124	0.022
60	70.079	6.339	16.827	2.652	0.024
61	72.968	6.608	19.259	2.999	0.023
62	73.595	6.661	20.279	3.17	0.021
63	71.696	6.48	18.568	2.971	0.023
64	71.788	6.396	18.441	2.765	0.023
65	67.578	5.989	16.736	2.543	0.022
66	71.538	6.39	18.009	2.767	0.024
67	72.329	6.456	19.236	2.924	0.021
68	66.154	5.912	16.026	2.49	0.022
69	64.982	5.926	15.497	2.483	0.023
70	68.836	6.179	18.283	2.815	0.022
71	68.206	6.0	17.021	2.548	0.022
72	68.728	6.05	17.15	2.585	0.022
73	75.58	6.754	20.971	3.144	0.023
74	75.022	6.698	21.049	3.155	0.023
75	69.317	6.225	17.337	2.695	0.023
76	70.264	6.387	18.584	2.908	0.022
77	70.086	6.318	18.721	2.897	0.022
78	68.329	6.151	17.162	2.674	0.022
79	73.875	6.62	18.918	2.892	0.024
80	73.961	6.514	18.988	2.883	0.022
81	62.683	5.572	14.983	2.326	0.022
82	71.249	6.475	19.107	3.057	0.023
83	69.139	6.203	17.292	2.743	0.022
84	72.032	6.566	18.848	3.011	0.023
85	70.247	6.279	17.619	2.681	0.023
86	71.405	6.405	18.298	2.844	0.022
87	66.449	6.001	17.113	2.632	0.021
88	67.507	5.962	16.757	2.526	0.021
89	65.008	5.845	15.94	2.523	0.021
90	69.723	6.255	18.387	2.849	0.022
91	68.805	6.118	17.038	2.58	0.023
92	64.203	5.78	15.301	2.385	0.023
93	68.621	6.15	17.231	2.72	0.021
94	70.299	6.42	18.901	3.01	0.022
95	69.066	6.111	18.143	2.721	0.022
96	77.679	6.97	20.957	3.224	0.023
97	69.216	6.119	16.942	2.573	0.022
98	74.117	6.635	20.001	3.066	0.023
99	68.725	6.191	17.636	2.734	0.022
100	67.942	5.976	17.238	2.581	0.021
101	69.668	6.265	17.908	2.785	0.022
102	70.408	6.203	17.903	2.664	0.022
103	64.745	5.732	15.112	2.304	0.023
104	71.563	6.402	18.471	2.859	0.022
105	69.104	6.25	16.899	2.634	0.023
106	63.137	5.745	14.799	2.393	0.022
107	70.899	6.367	18.606	2.894	0.022
108	72.098	6.424	17.579	2.7	0.024
109	70.545	6.362	18.162	2.862	0.022
110	72.131	6.45	19.196	2.913	0.022
111	64.837	5.754	15.601	2.422	0.022
112	70.573	6.379	17.761	2.77	0.023
113	69.146	6.208	17.351	2.673	0.023
114	79.751	7.212	22.88	3.537	0.024
115	71.691	6.439	19.071	2.936	0.023
116	66.212	5.874	15.941	2.431	0.022
117	65.827	5.945	15.486	2.425	0.022
118	73.127	6.436	19.334	2.944	0.022
119	64.043	5.8	15.079	2.413	0.022
120	67.701	6.096	16.763	2.561	0.023
121	71.335	6.363	18.937	2.948	0.021
122	74.289	6.585	20.268	3.019	0.023
123	73.469	6.722	20.396	3.128	0.023
124	69.597	6.193	17.892	2.751	0.022
125	67.761	6.118	17.698	2.762	0.022
126	66.687	5.968	16.846	2.614	0.022
127	71.473	6.361	18.243	2.777	0.023
128	67.347	6.004	16.48	2.539	0.021
129	71.353	6.391	19.024	2.897	0.023
130	73.198	6.535	19.541	3.049	0.022
131	67.834	6.136	16.693	2.599	0.023
132	71.158	6.352	18.482	2.89	0.022
133	69.374	6.272	17.606	2.831	0.022
134	70.709	6.299	17.855	2.732	0.023
135	69.293	6.329	17.209	2.721	0.023
136	65.041	5.836	15.654	2.45	0.022
137	66.267	5.89	16.679	2.512	0.021
138	73.912	6.707	19.975	3.169	0.023
139	71.662	6.451	19.302	3.042	0.022
140	67.848	6.009	16.914	2.593	0.022
141	69.701	6.279	17.524	2.725	0.023
142	74.534	6.707	19.671	3.062	0.024
143	73.362	6.531	19.626	2.984	0.022
144	70.376	6.392	17.651	2.791	0.023
145	71.052	6.395	17.902	2.811	0.023
146	65.065	5.932	15.892	2.552	0.022
147	68.17	6.149	17.271	2.669	0.022
148	70.652	6.319	17.84	2.747	0.023
149	71.28	6.4	18.512	2.848	0.023
150	71.552	6.345	18.882	2.82	0.023
151	63.783	5.68	15.539	2.394	0.022
152	66.856	6.006	16.827	2.592	0.021
153	68.128	6.048	16.853	2.548	0.022
154	69.54	6.289	17.822	2.802	0.023
155	65.224	5.75	16.36	2.465	0.022
156	72.78	6.567	18.782	2.929	0.023
157	69.097	6.179	17.107	2.642	0.023
158	68.667	6.192	17.585	2.725	0.023
159	71.613	6.328	18.829	2.838	0.022
160	69.918	6.254	17.609	2.765	0.022
161	67.98	6.16	17.607	2.786	0.022
162	69.85	6.318	17.164	2.69	0.023
163	64.669	5.783	16.268	2.498	0.021
164	65.944	5.848	15.76	2.431	0.022
165	72.822	6.459	19.408	2.922	0.022
166	74.062	6.744	19.984	3.16	0.023
167	66.44	5.929	15.717	2.452	0.022
168	68.558	6.082	16.993	2.593	0.022
169	71.827	6.448	18.693	2.866	0.023
170	69.125	6.148	17.898	2.721	0.022
171	69.398	6.181	17.079	2.566	0.024
172	67.212	5.98	16.661	2.545	0.022
173	69.815	6.305	17.365	2.724	0.022
174	67.66	5.959	16.424	2.467	0.023
175	68.299	6.199	17.521	2.723	0.023
176	65.432	5.801	16.107	2.455	0.022
177	63.109	5.689	15.067	2.35	0.022
178	69.183	6.231	17.253	2.696	0.023
179	66.485	6.015	16.372	2.571	0.022
180	75.133	6.603	19.642	2.944	0.023
181	70.01	6.297	17.284	2.683	0.023
182	63.968	5.761	14.935	2.342	0.022
183	69.192	6.221	17.547	2.732	0.022
184	68.916	6.207	17.061	2.692	0.022
185	69.922	6.352	18.006	2.887	0.022
186	71.279	6.454	18.355	2.892	0.022
187	69.599	6.236	17.862	2.732	0.022
188	68.036	6.116	16.83	2.647	0.022
189	70.947	6.369	18.007	2.772	0.022
190	71.648	6.437	19.646	3.008	0.022
191	71.78	6.428	18.867	2.873	0.023
192	66.493	5.999	16.406	2.576	0.022
193	65.849	5.845	15.86	2.443	0.022
194	67.55	6.221	16.813	2.759	0.023
195	66.783	6.049	16.913	2.626	0.022
196	66.041	6.01	15.54	2.489	0.023
197	70.053	6.349	18.222	2.846	0.023
198	66.907	6.05	15.799	2.504	0.023
199	67.724	6.065	17.509	2.698	0.022
200	71.054	6.318	18.483	2.833	0.022
201	72.048	6.508	18.226	2.826	0.024
202	70.404	6.269	17.636	2.738	0.023
203	71.538	6.458	17.063	2.675	0.024
204	71.823	6.57	19.781	3.143	0.022
205	74.097	6.569	19.973	3.007	0.022
206	69.151	6.205	17.543	2.701	0.022
207	69.338	6.235	17.335	2.69	0.022
208	63.841	5.609	15.169	2.293	0.021
209	69.772	6.307	17.916	2.792	0.022
210	67.07	6.05	16.378	2.549	0.023
211	68.847	6.189	17.144	2.686	0.022
212	69.877	6.254	18.487	2.859	0.022
213	69.89	6.286	18.729	2.87	0.022
214	70.815	6.216	18.272	2.718	0.022
215	73.12	6.572	19.731	3.044	0.023
216	73.244	6.518	19.562	2.963	0.023
217	74.762	6.768	19.952	3.113	0.023
