Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	343.392	38.812	51.122	28.433	0.265
2	341.037	38.189	50.337	28.397	0.254
3	343.462	38.825	52.865	28.75	0.265
4	346.092	39.654	53.317	29.316	0.281
5	339.49	39.563	51.983	29.521	0.281
6	341.865	38.318	51.702	28.422	0.265
7	340.96	36.821	50.839	27.903	0.239
8	341.917	38.913	53.004	29.072	0.26
9	338.108	38.853	51.07	28.631	0.268
10	356.69	39.167	56.742	29.447	0.276
11	352.467	39.28	54.078	29.69	0.272
12	349.176	38.04	52.615	28.641	0.252
13	343.208	39.947	53.711	29.357	0.278
14	338.753	39.685	50.755	28.68	0.273
15	331.964	37.936	49.822	27.986	0.257
16	330.179	38.715	50.658	28.342	0.271
17	346.037	36.173	54.004	27.23	0.232
18	347.913	39.463	52.846	29.2	0.277
19	340.293	34.152	51.537	26.616	0.206
20	332.305	37.956	49.642	28.612	0.263
21	333.759	38.785	50.9	28.868	0.273
22	333.662	38.86	49.933	29.016	0.271
23	356.98	35.027	56.735	26.785	0.213
24	345.018	37.011	51.461	28.01	0.244
25	348.115	36.693	52.719	27.597	0.24
26	342.825	37.552	51.819	28.656	0.255
27	340.723	39.531	50.744	29.038	0.279
28	347.331	40.615	52.884	29.577	0.289
29	330.665	39.523	50.965	29.077	0.282
30	341.045	38.672	51.733	28.869	0.271
31	341.832	38.817	51.672	28.635	0.263
32	343.988	37.445	51.821	28.39	0.255
33	347.158	37.101	51.872	28.051	0.242
34	342.595	35.661	51.509	27.493	0.229
35	346.11	38.629	54.555	29.371	0.268
36	344.504	38.542	52.922	28.362	0.258
37	352.206	39.689	53.333	29.26	0.271
38	344.004	37.19	52.285	27.716	0.248
39	343.723	39.028	51.38	28.765	0.264
40	345.189	38.852	53.188	29.292	0.27
41	344.844	38.824	51.297	29.051	0.263
42	335.584	39.779	51.874	29.134	0.281
43	349.437	39.698	55.008	29.404	0.275
44	339.496	39.856	51.105	29.454	0.29
45	357.014	35.372	54.853	28.001	0.221
46	347.403	35.099	52.816	27.176	0.217
47	336.846	33.376	52.619	25.818	0.198
48	334.936	39.427	52.085	29.404	0.287
49	350.846	37.467	53.947	27.844	0.249
50	339.132	34.736	51.968	27.604	0.213
51	341.39	39.229	51.24	28.835	0.276
52	346.802	38.517	51.84	28.533	0.265
53	340.561	38.686	50.908	28.556	0.272
54	339.883	36.764	52.063	28.03	0.242
55	336.58	39.871	51.638	29.192	0.288
56	340.17	39.679	53.086	29.463	0.277
57	351.297	38.27	53.972	28.827	0.259
58	350.732	39.24	52.737	28.883	0.28
59	351.912	38.719	54.183	28.814	0.263
60	343.13	39.903	51.517	29.699	0.286
61	335.146	38.997	48.651	28.519	0.273
62	345.995	35.79	52.636	27.108	0.227
63	337.997	39.788	50.437	29.146	0.284
64	339.224	39.011	51.057	28.699	0.27
65	351.47	37.732	53.734	28.625	0.257
66	335.631	39.852	51.336	29.604	0.291
67	333.582	36.884	50.197	27.698	0.243
68	346.685	38.927	51.554	29.058	0.271
69	326.867	37.944	48.95	28.024	0.259
