Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	114.541	9.857	32.249	4.696	0.04
2	116.544	10.188	32.095	4.795	0.042
3	112.879	10.041	30.767	4.865	0.041
4	118.787	10.573	34.226	5.314	0.041
5	114.809	10.221	32.491	4.995	0.04
6	118.559	10.603	33.067	5.199	0.041
7	109.28	9.776	29.432	4.693	0.04
8	119.825	10.465	34.727	5.185	0.041
9	116.065	10.237	31.492	4.861	0.042
10	116.122	10.383	32.528	5.006	0.041
11	110.961	9.928	29.043	4.553	0.042
12	113.428	10.023	31.57	4.818	0.04
13	121.107	10.718	34.27	5.207	0.043
14	112.22	9.779	29.957	4.504	0.042
15	114.192	10.047	32.044	4.831	0.04
16	113.141	9.949	30.247	4.587	0.042
17	113.761	10.142	31.305	4.936	0.041
18	121.686	10.696	35.391	5.311	0.042
19	112.657	10.019	30.365	4.713	0.043
20	117.039	10.255	33.033	5.021	0.04
21	118.429	10.414	33.525	5.204	0.043
22	117.141	10.2	32.987	4.953	0.04
23	109.94	9.878	30.127	4.734	0.04
24	113.525	10.09	31.043	4.817	0.042
25	113.826	9.993	31.138	4.736	0.041
26	112.427	9.944	31.269	4.847	0.04
27	116.824	10.397	32.586	5.094	0.043
28	108.027	9.68	29.335	4.608	0.04
29	109.343	9.553	28.52	4.322	0.041
30	117.634	10.343	33.041	5.047	0.04
31	111.855	9.831	30.143	4.593	0.04
32	113.156	10.076	31.49	4.874	0.041
33	115.157	10.205	32.319	5.024	0.04
34	118.079	10.464	34.252	5.262	0.04
35	116.451	10.208	33.416	5.092	0.04
36	112.01	9.908	30.607	4.694	0.041
37	111.642	9.791	30.865	4.642	0.04
38	117.174	10.243	32.828	5.018	0.04
39	119.269	10.54	33.554	5.138	0.043
40	113.16	10.018	31.919	4.865	0.039
41	113.673	9.945	31.295	4.714	0.041
42	118.096	10.294	33.813	5.064	0.04
43	118.181	10.506	33.538	5.199	0.041
44	111.14	9.843	30.236	4.722	0.039
45	117.532	10.446	33.192	5.186	0.041
46	112.5	9.873	31.201	4.72	0.04
47	112.392	9.852	29.945	4.544	0.041
48	113.04	9.916	30.982	4.7	0.04
49	116.261	10.428	33.543	5.196	0.041
50	111.92	9.692	30.173	4.483	0.041
51	115.17	10.048	32.596	4.889	0.04
52	122.751	10.884	35.53	5.384	0.044
53	113.132	10.014	31.885	4.973	0.041
54	116.966	10.181	33.123	4.934	0.04
55	112.922	10.038	30.474	4.707	0.042
56	111.124	9.8	30.577	4.674	0.04
57	112.361	9.988	29.558	4.632	0.042
58	116.37	10.116	32.381	4.86	0.04
59	109.78	9.762	29.061	4.5	0.041
60	111.77	9.884	31.174	4.783	0.04
61	115.807	10.286	31.768	4.96	0.042
62	113.613	10.019	30.974	4.746	0.042
63	113.939	10.12	31.816	4.877	0.041
64	113.821	10.043	30.249	4.623	0.042
65	119.528	10.498	35.774	5.352	0.04
66	113.098	9.793	31.031	4.639	0.04
