MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Ins:T:3	0.0027974699918401607	0.0027547838072150208	0.004091695893751128	0.002988829411295745	0.003588787473350056	0.01540406351553256	0.003576932167430262	0.007672805405944298	0.007259924429145576	0.004068927305765128	0.009775207529070568	0.0041512872194349355
1:Ins:T:4	0.0023293339881573973	0.0025093749799364176	0.002784079122860752	0.003671565813239722	0.004087814845093975	0.014016561579826668	0.00449652537132972	0.0050479197704897776	0.007940546870639444	0.004128199926817818	0.007860145141047863	0.004666255228876404
1:Ins:T:5	0.5720535051421215	0.6358102131524411	0.21922884246505828	0.5436062914589465	0.35377913679844875	0.033287518158268595	0.6394832871634687	0.02772767877972327	0.04945139429717313	0.45263574728980815	0.2420886559838434	0.6860447456406463
2:Del:R:0	0.12138663191459563	0.09600302742451892	0.3065610961592314	0.05822251325847192	0.14092690849713996	0.08265052977832661	0.03325330302037523	0.39027425537152083	0.17114552584925943	0.14576558430452896	0.20660030546131322	0.0397201797465314
2:Del:R:1	0.0006560297064208706	0.0005595249901305879	0.0010571656210750832	0.0007880164747753589	0.0009595755356320193	0.003186887347519173	0.0007378768582102708	0.0022014133062781705	0.0019364194651471658	0.0008827247091811751	0.0022782906147027146	0.0009966399157604862
2:Del:R:2	0.00018078153699810855	0.0001295020717277157	0.00034836535314202615	0.0004085474889303055	0.0005126066528762268	0.003083829924579008	0.0002235857412541964	0.0005351505798610354	0.0006575573249678263	0.0002809578594143485	0.0006570377235599994	0.00021005681895927214
2:Del:R:3	4.101397181302134e-05	4.441333225207589e-05	0.00029294028604664514	3.4410302954786086e-05	0.0001210197214519861	5.7367101321430665e-05	4.567027556382011e-05	0.00039481313416258744	0.0001549631881573476	9.427938277109876e-05	0.00022426346390855325	5.633933811579707e-05
2:Del:R:4	2.7461611395181942e-05	2.640042961599512e-05	3.340352210159718e-05	2.7059975217452355e-05	4.2065410762720256e-05	0.00013671795627684844	3.3203820750448095e-05	9.503536437682952e-05	7.257324509680418e-05	3.861657456668704e-05	9.474650699827353e-05	3.903040691992668e-05
2:Del:R:5	0.0006045278544993031	0.0005020480388167743	0.0006024594422288346	0.000568264967640607	0.0008697582325369066	0.00042113437017445455	0.0005901394561767727	0.0009628584108471296	0.0014281881135007014	0.0008120084124958955	0.0008687780612218656	0.000488628374265076
3:Del:R:0	0.006713938257611572	0.005400786743107666	0.012207593828393044	0.007064230387190122	0.009190023016630997	0.010314562803844692	0.0067495901385231675	0.015218526188243953	0.01975176275497357	0.008794969255726608	0.013391251527135658	0.006354273534093403
3:Del:R:1	0.0006399171194558704	0.0005793859889092673	0.0010922300696680264	0.0008973260683679832	0.0011353823275513993	0.001222774649581463	0.001179097374856926	0.0017282889135438468	0.002368860073502642	0.0011210307056731409	0.001610307326746374	0.0011500744163764557
3:Del:R:2	0.00014979152524525097	0.00012438408549036504	0.00018136585579527504	0.00020207170599370405	0.0002301828480533598	0.0006108156444885604	0.00021302104310858347	0.00024510255012515406	0.0005244079152392785	0.00019427902676295744	0.000419203968348673	0.00015382246514690257
3:Del:R:3	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
3:Del:R:4	2.4400273229747845e-05	2.724426773892056e-05	3.5705281216522384e-05	4.203793203418403e-05	7.685668878891521e-05	6.951786083033703e-05	4.353745708871577e-05	6.207025216257922e-05	0.00010856428348522752	4.87009117196574e-05	8.392712271461088e-05	4.035451422582068e-05
3:Del:R:5	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
4:Del:R:0	0.0033929674714016016	0.003116591518843679	0.006047613248413132	0.003106561762074043	0.00441346154492912	0.008948216220438936	0.0038061047563606705	0.009175217549136243	0.009210566474053413	0.00410108397938862	0.010900162188546985	0.005185224436991499
4:Del:R:1	0.0001689331573313828	0.0001472229886221648	0.00023745651961588324	0.00018113098010379264	0.00029770303690541586	0.0005445276150771988	0.000208599582850162	0.00039705305542625714	0.0006945194997808027	0.0002734823555803228	0.0006023407177037267	0.0002191078341712958
4:Del:R:2	5.439426882063944e-05	5.4567911231401615e-05	7.960691078679551e-05	6.286225719323021e-05	8.504089010008415e-05	5.783547698448386e-05	9.92545563381899e-05	0.00013114443859938533	0.00013956555585475214	9.116124838429478e-05	0.00012246218576561743	0.00010732233152236196
4:Del:R:3	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
4:Del:R:4	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
4:Del:R:5	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
5:Del:R:0	0.006807623247041659	0.006905445508650635	0.009381673641331904	0.01284047952389839	0.016447824570817903	0.039896374801694105	0.01080125091724822	0.016354450780852306	0.02578812946024577	0.01139740965246395	0.024704730838591867	0.008901166811362318
5:Del:R:1	2.0920454684448925e-05	2.3999966517084677e-05	1.7450481241951566e-05	2.3765938361734744e-05	1.5515093522952877e-05	0.00044879031825008386	2.5824338451611604e-05	6.19503511293295e-05	4.742234882859289e-05	2.5873422334684383e-05	8.994598493483221e-05	1.4627130936354043e-05
5:Del:R:2	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
5:Del:R:3	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
5:Del:R:4	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
5:Del:R:5	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
2:Ins:R:0	0.003691520762866073	0.003489102190790237	0.005030074380446255	0.004451230169448771	0.00637480345387454	0.01752901206933006	0.0047690917558000775	0.009206946650540553	0.013747220319101576	0.005352230115211793	0.011063989546593376	0.004387336210535828
2:Ins:R:1	0.0013704361939941752	0.0012760503821713266	0.0021800832792593684	0.002139928576706429	0.0032106120819536664	0.005968127211362184	0.002234011413903626	0.004634363747623182	0.005824430558151731	0.0022898663394582447	0.005321564038398534	0.0018681490977047418
2:Ins:R:2	0.0008551620912243513	0.0008839099845687704	0.0012657236344522402	0.001017598511711023	0.0012681504726582095	0.002240740733416395	0.0015656018692449128	0.0021110950603939476	0.002524052436679468	0.0015320173267711042	0.002603932937528297	0.0017804834966101072
2:Ins:R:3	0.00031669979227852684	0.0003119849111805638	0.00040554334178715377	0.00045358684100826375	0.0004268036809602994	0.0020757027839863147	0.0004761298899312544	0.0006370277294833242	0.0008384080961997143	0.00040939106171170226	0.0012118663007679965	0.0005043026909140797
2:Ins:R:4	0.0007694348167570487	0.000710045046218064	0.0011534514418933676	0.0007280244629674273	0.0009371372175967045	0.001780997722972645	0.0009637393698611756	0.0016455551824003263	0.0016435389461149348	0.0010834353102605152	0.0020711722927180417	0.0010196644596426703
2:Ins:R:5	0.025629413829257427	0.02858812872684956	0.02159419260350495	0.01866169116671008	0.022643858245824114	0.04380267941143269	0.02978646871511944	0.040938804662692715	0.053094967068422594	0.02760683282844193	0.04885401893575064	0.03448884563996338
3:Ins:R:0	0.0008144331265988006	0.0011319689289155967	0.0009277385168419995	0.0011636946302961753	0.0016066318189458069	0.000988724445164097	0.001418427389297992	0.002149628281921479	0.0024960677223467708	0.0015248637259210774	0.002228338598942331	0.0015215199669337202
3:Ins:R:1	0.0011470942988915467	0.0012193117484551937	0.0016302637080089348	0.0018887190578350333	0.002427430505429155	0.004110450168589365	0.0018886755037429807	0.002051958607487071	0.0035156725383529864	0.0016357029550973872	0.0032833628736804793	0.0018651032368635259
3:Ins:R:2	0.00015100083297849514	0.00016523874996996358	0.00020725863077775776	0.00031383545912407014	0.0002886798467512799	0.0007149131292393205	0.00027661517982814475	0.0002873876200958131	0.0005627797416458092	0.00026497270741655864	0.00037071212857245264	0.00016378915590190183
3:Ins:R:3	6.504235762365016e-08	4.118713499104142e-08	1.9512202511321895e-07	6.210538633375305e-08	1.2425065060309984e-07	8.958203495877637e-08	2.5684788950074753e-08	2.3714648559091074e-07	1.694675380529375e-07	8.955051947952422e-08	1.1231720015860152e-07	1.3249644845500767e-08
3:Ins:R:4	1.596987538091129e-05	1.1320698804738738e-05	1.580422517252816e-05	7.883834119261807e-05	7.64717120257048e-05	1.8869520784377982e-05	4.7960864294337754e-05	1.0480014987132505e-05	9.709106582149621e-05	2.746613689929634e-05	5.122148023041019e-05	1.3477471890056304e-05
