Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	88.594	7.866	24.767	3.763	0.029
2	86.812	7.715	22.354	3.455	0.029
3	86.749	7.761	23.218	3.606	0.028
4	91.475	8.12	24.653	3.801	0.03
5	89.366	7.993	24.396	3.747	0.029
6	87.184	7.839	23.068	3.599	0.029
7	86.4	7.646	22.146	3.39	0.029
8	87.021	7.711	22.358	3.47	0.029
9	89.011	7.901	24.291	3.727	0.029
10	88.749	7.913	23.709	3.613	0.031
11	82.284	7.275	21.067	3.218	0.029
12	91.818	8.191	25.681	3.943	0.029
13	90.054	8.098	24.658	3.783	0.029
14	87.506	7.793	22.649	3.485	0.029
15	86.727	7.74	23.007	3.554	0.029
16	90.379	7.949	24.817	3.692	0.029
17	93.906	8.263	26.682	3.998	0.03
18	89.093	7.955	23.738	3.591	0.03
19	87.259	7.69	23.205	3.514	0.028
20	92.347	8.152	26.692	3.887	0.029
21	86.971	7.78	22.705	3.501	0.03
22	88.879	7.948	24.039	3.674	0.03
23	82.649	7.367	20.462	3.138	0.03
24	87.312	7.678	23.389	3.519	0.028
25	83.417	7.503	22.109	3.434	0.029
26	86.45	7.964	22.646	3.786	0.029
27	88.79	7.936	23.166	3.632	0.03
28	85.463	7.681	22.405	3.544	0.029
29	87.111	7.79	22.636	3.496	0.029
30	89.615	7.925	24.358	3.63	0.029
31	87.626	7.842	23.206	3.625	0.029
32	88.069	7.82	24.16	3.662	0.029
33	88.663	7.825	22.886	3.451	0.029
34	89.486	8.1	24.805	3.921	0.029
35	87.798	7.966	23.525	3.735	0.03
36	84.587	7.556	20.877	3.227	0.03
37	76.982	6.885	18.378	2.851	0.029
38	89.465	8.037	24.464	3.827	0.029
39	83.846	7.513	21.532	3.358	0.029
40	87.917	7.809	23.745	3.606	0.029
41	91.682	8.154	24.6	3.761	0.031
42	95.356	8.56	27.288	4.254	0.03
43	89.21	7.851	25.082	3.798	0.027
44	89.307	7.978	24.082	3.713	0.029
45	89.851	8.109	24.271	3.74	0.03
46	89.777	8.128	23.808	3.76	0.03
47	89.388	7.921	24.15	3.745	0.03
48	87.162	7.681	22.738	3.428	0.028
49	82.058	7.324	20.328	3.115	0.029
50	86.666	7.778	23.287	3.62	0.029
51	84.615	7.601	22.279	3.499	0.028
52	89.265	7.938	24.476	3.694	0.028
53	91.39	8.244	23.878	3.811	0.03
54	84.352	7.539	21.666	3.361	0.029
55	90.366	8.104	24.041	3.795	0.03
56	88.88	7.896	23.703	3.583	0.031
57	89.373	7.967	23.596	3.631	0.03
58	85.749	7.509	21.359	3.206	0.029
59	86.18	7.591	22.441	3.337	0.029
60	88.574	7.897	24.033	3.769	0.029
61	90.324	7.917	24.032	3.567	0.03
62	88.939	7.939	25.034	3.815	0.029
63	86.479	7.758	23.293	3.601	0.028
64	82.031	7.348	20.762	3.168	0.029
65	92.754	8.38	25.538	3.947	0.031
66	82.676	7.382	19.987	3.105	0.03
67	85.89	7.617	23.468	3.587	0.028
68	85.938	7.696	22.569	3.563	0.029
69	89.946	8.104	24.693	3.888	0.03
70	82.068	7.301	20.276	3.131	0.029
71	91.361	8.09	26.44	3.902	0.029
72	78.267	7.088	18.779	2.955	0.029
73	87.214	7.827	23.274	3.566	0.029
74	82.699	7.327	20.305	3.084	0.029
75	90.015	8.002	24.697	3.705	0.028
76	87.98	7.705	24.196	3.602	0.029
77	93.807	8.392	25.976	4.053	0.03
78	92.453	8.162	25.278	3.802	0.03
79	84.607	7.583	21.514	3.387	0.03
80	89.825	7.931	24.462	3.696	0.029
81	88.232	7.697	22.736	3.435	0.029
82	87.927	7.922	22.306	3.463	0.032
83	86.172	7.678	21.29	3.273	0.03
84	82.114	7.254	19.929	3.004	0.03
85	85.614	7.548	22.344	3.461	0.028
86	89.487	7.998	24.129	3.775	0.029
87	85.493	7.598	23.336	3.506	0.029
88	89.007	7.932	23.808	3.681	0.029
89	92.488	8.196	25.095	3.856	0.031
90	88.439	8.011	22.857	3.673	0.03
91	89.855	8.102	25.195	3.963	0.029
92	90.187	8.045	24.861	3.839	0.029
93	89.579	8.156	24.19	3.893	0.03
94	91.188	8.131	25.195	3.942	0.031
95	83.097	7.307	20.544	3.079	0.029
96	93.055	8.152	25.847	3.829	0.03
97	80.806	7.228	20.242	3.177	0.029
98	88.27	7.959	23.284	3.63	0.03
99	92.095	8.166	25.311	3.883	0.029
100	80.785	7.175	20.091	3.084	0.028
101	91.388	8.196	24.589	3.84	0.03
102	86.469	7.56	22.515	3.288	0.029
103	90.306	7.957	25.094	3.825	0.028
104	91.27	8.081	25.302	3.922	0.029
105	92.573	8.154	25.064	3.787	0.031
106	90.871	8.046	24.237	3.71	0.03
107	84.974	7.658	22.82	3.617	0.028
108	90.03	8.113	23.439	3.687	0.031
109	83.988	7.459	21.689	3.285	0.029
110	91.099	8.045	24.5	3.76	0.029
111	84.417	7.525	22.123	3.355	0.03
112	86.623	7.755	22.719	3.538	0.03
113	90.733	8.089	24.936	3.862	0.029
114	86.387	7.584	22.297	3.346	0.029
115	88.172	7.868	23.431	3.626	0.03
116	88.625	7.933	24.19	3.796	0.029
117	81.381	7.202	21.113	3.247	0.028
118	88.957	7.902	23.625	3.671	0.029
119	86.459	7.86	23.187	3.714	0.029
