MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Ins:C:5	0.0032747237974438638	0.008649680074183722	0.0008927296480509211	0.00948321846308287	0.01495860642074853	0.018806983231765672	0.011090071318555658	0.030082889417244678
1:Ins:T:0	0.004182285700944383	0.006214490603793036	0.0005410942944295517	0.006623758235901986	0.010218502688836882	0.016902722877987126	0.007295604916678944	0.010950751387836433
1:Ins:T:1	0.0026583829764104693	0.009654873183650147	0.000888580494719171	0.008152833490529003	0.013977283092370864	0.023413195049431876	0.011475261142433553	0.010346456370837252
1:Ins:T:2	0.001654183423530843	0.005510387491231731	0.002508171458404843	0.004525424729136172	0.006514968280941141	0.00884242701920575	0.006577357561378118	0.007603885948754852
1:Ins:T:3	0.001497863008985301	0.003485203963063956	0.0015015046661917726	0.002985870169255054	0.005305657775736475	0.0141878694182829	0.005270535503392617	0.01292055342817632
1:Ins:T:4	0.0013444332131861284	0.003634996262808375	0.000921866942960294	0.004036258983606894	0.005962553342035088	0.012949732030996372	0.005378643189085249	0.008804834847209612
1:Ins:T:5	0.6070362352323513	0.5044584829738165	0.22887351220679766	0.5939299609469016	0.6065017303976445	0.08263712258190356	0.3666584956434143	0.062246825121802477
2:Del:R:0	0.13479532920564666	0.09751871117989686	0.361859959696844	0.07037737064817742	0.03946594686833818	0.07763339419802043	0.12360540041797669	0.20427331953875347
2:Del:R:1	0.00025233238854229504	0.0008812062377045575	0.00025831094249379686	0.0007210978582658359	0.0011684235543175728	0.0029871300093432147	0.0013673272459071462	0.003290468826669268
2:Del:R:2	9.33139798841095e-05	0.00034708148674857	0.0003715764626242657	0.00023390725408984868	0.0002119494570842834	0.0021519109779747038	0.0006409661483928765	0.0007770981718370204
2:Del:R:3	3.691343563769102e-05	4.4302019391379206e-05	0.0005074940245444651	3.3274670892541086e-05	3.0711399277630244e-05	4.2597340204899285e-05	7.123576726089767e-05	0.00016322471760162467
2:Del:R:4	1.495373657443834e-05	3.498670609497732e-05	7.39391118597651e-06	3.369435032004296e-05	4.6105930585336525e-05	0.00013312000989104797	5.7042372868338805e-05	0.00015820468282368643
2:Del:R:5	0.0005930450604071671	0.0004826456967791129	9.287240327525815e-05	0.0005474979759028904	0.0006164158276301554	0.0004948195852719916	0.0004951637418784141	0.0011261173056872369
3:Del:R:0	0.005105101043154303	0.007375055951717476	0.009574818207970836	0.0062658665522500245	0.006978567651757697	0.01238592516895367	0.010217034167950483	0.016002166422641007
3:Del:R:1	0.00045022394773033337	0.0009356721977235635	0.0011109440932571446	0.0008828043349807079	0.0012293907194659691	0.0013316389467812448	0.0014538106767478399	0.002422648617158394
3:Del:R:2	8.840797716471914e-05	0.0002096543592947827	1.7569701988778058e-05	0.00022862034331322056	0.0002627133042802887	0.0006190005504770417	0.0003187442297797783	0.0005552985344502684
3:Del:R:3	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
3:Del:R:4	2.027645279638952e-05	4.8521602498777084e-05	8.890531082903121e-06	4.188983921298868e-05	4.0517451129957885e-05	0.00010240173364989124	6.431251409017038e-05	0.0001322956418614425
3:Del:R:5	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
4:Del:R:0	0.001851624477797733	0.003969104365694048	0.0028895041043229884	0.003387061064995009	0.006427188794917323	0.010572136758324859	0.005421743385166243	0.012421510872760336
4:Del:R:1	8.072811217285778e-05	0.00020415836281019337	0.00012185485907804107	0.00019588322303561352	0.0002838464295831874	0.000609999649264117	0.00034248248642173895	0.0009468145998048378
4:Del:R:2	3.1533223600970216e-05	8.765031394353252e-05	7.4350188348866016e-06	7.598087328922326e-05	0.00014364940215716597	9.512208199221251e-05	0.00010284015141584648	0.0001650412508136438
4:Del:R:3	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
4:Del:R:4	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
4:Del:R:5	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
5:Del:R:0	0.0032519164284584372	0.012773000314175853	0.0017190635646703388	0.010384995348914409	0.013328856332226845	0.03878946838877434	0.017665472755105167	0.03389468636201599
5:Del:R:1	1.504444019612987e-05	2.2693549304992677e-05	2.9355861255234497e-06	1.7251383872872527e-05	2.9726668938647062e-05	0.0002954817538267986	5.225612358103457e-05	0.00012328059363756326
5:Del:R:2	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
5:Del:R:3	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
5:Del:R:4	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
5:Del:R:5	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
2:Ins:R:0	0.002998059806391928	0.00415923675151343	0.001450513994594771	0.004161942713252171	0.005658936248302501	0.01712751398247195	0.006956874896984047	0.016754352847243335
2:Ins:R:1	0.000898930720078425	0.0022786476561503254	0.0005221224158804767	0.0018709815262692071	0.0026783552902544423	0.006689095369659892	0.0032449801058619557	0.008793057201592857
2:Ins:R:2	0.0005767183493585881	0.001064718113642759	0.0006346154117050303	0.0012611506276669225	0.00217922742600979	0.0023641022997210595	0.0014559962133438914	0.0029956721664192087
2:Ins:R:3	0.00021394405023507135	0.00045474665684796877	7.407420239686685e-05	0.00042471227557054354	0.0006895907970594942	0.001827972740202565	0.000635934200149381	0.0014679260033867343
2:Ins:R:4	0.0003796873599478304	0.0008659502416636493	0.000611896735067176	0.0007303621592259422	0.0012364574487491562	0.0019035062601427586	0.0011864505350840844	0.0017085807840897015
2:Ins:R:5	0.02470231478393406	0.02173458946953419	0.004636430510448798	0.027039769462775483	0.038008604743443836	0.044945527255037525	0.026665942793370433	0.07698269558173823
3:Ins:R:0	0.0005902593775079732	0.0014644416940844116	0.00023019960389806493	0.0015130701291349333	0.002015118204265996	0.0013933779529228707	0.0015434447805838416	0.0035187626032554867
3:Ins:R:1	0.0005904499815132715	0.00195756653086867	0.00043563275593487484	0.001986203840011447	0.0026790641020004013	0.0039241197135493466	0.0025581327788007815	0.0038026360058416564
3:Ins:R:2	7.246371209735847e-05	0.0002945785141780508	4.158429087345736e-05	0.0002690450254652997	0.00023566067875429222	0.0008255510000362248	0.00036212860690950526	0.0005997827312536065
3:Ins:R:3	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
3:Ins:R:4	3.2789382294144813e-06	5.864399203035396e-05	6.420878599969848e-06	4.582791769681127e-05	4.093518251576307e-05	3.745349916975876e-05	7.366138463628652e-05	3.0294788134269763e-05
3:Ins:R:5	0.00015618425528325623	0.0004499379996587806	0.00014603847180213753	0.0004239722552272378	0.0003353121151547943	0.0010900326518644729	0.0006074581359050269	0.0008443353131713535
4:Ins:R:0	0.0004800114603644679	0.0009637082874578533	0.00012341761843055748	0.00080776080873185	0.0014598627054238263	0.003460707095322124	0.0014883037495065892	0.00552567296161576
4:Ins:R:1	0.0008950502645020724	0.0022198991907147027	0.00019843307267456412	0.002306946970503365	0.004446483356837823	0.006459257018329355	0.002827178518473838	0.006101529489334256
4:Ins:R:2	4.534971981756615e-05	0.00011782020123637901	1.827537016085011e-05	0.0001172178060207568	0.0001680542893252405	0.00027768970138368064	0.0001580210130583905	0.0003682270017199142
4:Ins:R:3	6.804859178966267e-08	7.09184506858125e-08	2.416145206396443e-07	4.309215049545113e-08	2.0287077112635182e-08	9.111521365200124e-08	9.794642528202296e-08	1.4769334207150622e-07
4:Ins:R:4	2.663693264674425e-05	9.767900163709501e-05	4.118651832537422e-05	8.186787800822647e-05	0.00010317880383958498	0.00038469346544641283	0.00021477350404009555	0.0006425498742642342
