Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	39.611	140.128	14.342	91.345	1.891
2	39.951	138.67	14.226	90.791	1.855
3	38.915	132.222	13.987	86.478	1.808
4	39.794	137.602	14.123	90.77	1.774
5	40.471	139.413	14.532	90.403	1.838
6	39.226	138.637	14.194	89.306	1.865
7	38.547	139.661	14.089	90.402	1.895
8	39.63	138.912	14.206	91.747	1.793
9	38.708	135.195	13.927	88.225	1.802
10	38.721	131.989	14.083	86.599	1.758
11	38.72	137.624	13.824	89.52	1.926
12	38.753	133.837	13.916	85.112	1.793
13	39.004	138.831	14.014	89.752	1.899
14	40.155	141.418	14.458	91.503	1.891
15	39.84	140.228	14.431	90.803	1.849
16	38.588	134.126	13.53	86.085	1.747
17	39.475	136.477	14.12	89.892	1.878
18	38.762	137.12	14.247	89.589	1.843
19	39.761	140.755	13.991	89.303	1.921
20	38.682	135.186	14.072	86.917	1.828
21	39.97	136.316	14.48	89.732	1.772
22	40.925	142.578	14.624	92.791	1.965
23	39.254	138.195	14.207	89.242	1.859
24	39.33	138.022	13.971	87.841	1.785
25	38.239	132.308	13.582	85.158	1.628
26	39.534	140.417	13.832	90.437	1.917
27	38.837	137.758	13.839	90.818	1.838
28	38.368	136.032	14.054	87.341	1.818
29	38.4	134.95	13.824	88.476	1.804
30	38.358	138.037	13.962	90.321	1.927
31	40.799	142.429	14.643	91.594	1.953
32	39.462	140.235	14.249	91.138	1.93
33	39.542	136.789	13.63	88.946	1.81
34	39.173	136.981	14.042	89.852	1.846
35	39.506	138.138	13.95	89.893	1.839
36	39.916	138.261	14.283	89.692	1.894
37	38.567	133.556	13.412	86.946	1.785
38	38.513	135.494	13.736	87.324	1.823
39	39.068	141.734	14.317	91.131	1.952
40	38.129	136.172	13.907	86.647	1.86
41	38.854	136.239	13.667	88.717	1.815
42	38.891	136.601	14.056	90.334	1.829
43	39.343	137.991	14.172	89.867	1.88
44	38.564	134.598	13.756	87.184	1.78
45	38.958	137.975	13.892	89.456	1.857
46	38.738	142.059	13.777	92.286	1.944
47	39.544	138.577	14.15	92.338	1.858
48	39.846	134.827	14.532	87.269	1.81
49	39.546	136.751	14.24	88.965	1.848
50	39.134	136.333	14.161	89.582	1.809
51	38.022	135.808	13.535	89.22	1.829
52	39.008	136.879	14.295	88.182	1.87
53	38.731	137.079	13.721	87.778	1.826
54	39.58	135.659	14.069	87.834	1.805
55	39.034	136.902	14.136	89.582	1.785
56	39.497	141.856	14.33	93.017	1.924
57	38.978	141.0	13.915	89.86	1.923
58	38.61	139.28	13.823	91.088	1.864
59	39.216	135.978	14.55	89.948	1.818
60	38.785	136.208	13.788	88.044	1.816
61	38.986	138.462	14.047	89.682	1.858
62	39.002	136.047	14.206	89.931	1.783
63	38.688	138.812	13.694	88.709	1.9
64	37.889	135.123	13.954	87.314	1.798
65	38.946	138.354	14.22	88.719	1.908
66	39.793	138.164	14.052	89.35	1.885
67	39.062	136.265	13.774	87.802	1.817
68	38.726	134.985	14.0	86.885	1.825
69	39.273	136.219	14.127	88.059	1.847
70	39.507	136.173	14.415	88.502	1.779
71	39.01	138.026	14.264	91.493	1.872
72	39.598	139.968	14.152	91.841	1.936
73	37.895	133.894	13.242	85.342	1.769
74	38.988	134.095	13.486	85.619	1.723
75	38.381	133.392	13.897	86.66	1.798
76	39.333	138.461	14.106	89.27	1.82
77	39.063	137.986	14.356	90.446	1.895
78	38.819	140.47	14.039	89.758	1.892
79	38.416	135.917	14.289	88.501	1.828
80	39.652	141.616	13.927	90.768	1.918
81	39.172	136.869	13.681	87.475	1.782
82	38.606	139.791	13.663	89.553	1.875
83	39.383	138.931	13.92	90.414	1.888
84	38.793	138.495	14.222	90.566	1.91
85	38.941	137.217	13.998	89.637	1.813
86	40.01	138.948	14.4	89.608	1.904
87	38.3	137.16	13.852	88.14	1.844
88	38.035	133.139	13.819	87.196	1.738
89	39.673	140.423	14.335	92.132	1.923
90	38.912	136.431	13.836	89.45	1.834
91	39.164	138.34	13.829	89.955	1.858
92	39.885	140.519	14.366	91.449	1.945
93	38.986	139.051	14.573	90.842	1.87
94	39.004	138.18	14.317	88.985	1.872
95	38.698	134.083	14.28	86.849	1.791
96	39.077	138.752	14.317	91.114	1.931
97	38.552	137.644	14.178	90.271	1.856
98	38.492	136.686	13.635	87.305	1.854
99	38.772	138.311	13.784	90.775	1.831
100	39.483	138.595	14.328	87.959	1.849
101	38.301	135.759	14.191	87.32	1.804
102	38.373	136.034	13.83	87.596	1.779
103	38.812	135.828	13.813	87.501	1.786
104	38.466	138.411	13.798	89.529	1.854
105	39.145	140.831	13.689	92.574	1.903
106	38.838	139.391	14.08	90.975	1.866
107	38.196	131.53	13.637	84.288	1.721
108	39.58	142.133	14.158	91.381	1.955
109	39.784	136.992	14.118	88.76	1.805
110	39.399	137.245	14.217	91.101	1.859
111	38.266	134.02	13.631	85.878	1.682
112	39.525	139.563	14.067	89.419	1.923
113	37.776	136.723	13.462	88.856	1.861
114	39.66	138.183	14.38	89.206	1.871
115	39.676	136.266	13.973	89.145	1.799
116	39.235	139.227	13.94	89.706	1.847
117	39.869	139.297	14.177	90.46	1.87
118	39.347	141.282	13.918	89.58	1.908
119	39.166	138.882	14.485	89.932	1.95
120	38.496	136.795	13.771	88.288	1.784
121	38.972	137.584	13.691	88.529	1.814
122	39.17	139.916	13.752	90.26	1.886
123	39.296	135.419	14.291	88.289	1.807
124	39.318	136.874	14.14	89.089	1.893
125	39.297	139.307	14.109	90.627	1.841
126	39.245	137.121	13.648	87.745	1.839
127	39.351	138.558	14.225	90.158	1.853
128	39.192	140.281	13.94	90.427	1.885
129	40.268	140.877	14.173	89.657	1.95
130	39.641	140.283	14.119	89.998	1.924
131	39.017	133.093	14.137	85.18	1.696
132	40.068	140.715	14.73	91.235	1.911
133	39.541	140.744	13.856	91.107	1.937
134	39.242	139.976	13.881	92.388	1.914
135	38.423	135.908	14.04	87.859	1.771
136	38.415	135.486	13.36	86.122	1.787
137	38.87	134.67	13.653	87.447	1.815
138	39.452	135.982	14.15	89.532	1.801
139	38.749	136.577	13.793	87.652	1.794
140	39.43	135.939	14.14	87.831	1.829
141	38.071	134.65	13.261	85.707	1.777
142	39.232	137.659	14.221	90.094	1.832
143	38.3	132.447	13.602	85.454	1.727
144	39.095	138.442	14.333	90.67	1.84
145	38.291	134.72	13.665	88.19	1.857
146	39.875	139.826	13.98	91.316	1.867
147	38.939	136.042	13.772	88.282	1.785
148	40.157	137.516	13.918	87.642	1.844
149	39.209	136.803	14.124	89.107	1.835
150	39.009	137.428	14.258	90.228	1.884
151	38.656	136.941	13.688	88.085	1.849
152	39.124	136.327	14.352	90.402	1.847
153	38.996	139.685	13.959	88.28	1.932
154	39.501	141.623	13.844	89.661	1.937
155	39.348	134.735	14.564	86.643	1.774
156	38.595	135.704	13.989	87.9	1.857
157	38.688	135.42	14.028	88.841	1.747
158	39.207	139.198	14.118	89.758	1.82
159	37.794	134.845	13.123	87.473	1.838
160	39.185	141.974	13.986	91.519	1.896
161	39.341	136.765	13.686	86.571	1.85
162	39.122	137.207	13.91	88.188	1.821
163	40.454	140.192	14.354	90.278	1.978
164	38.866	135.301	13.779	89.075	1.8
165	40.374	138.624	14.325	89.437	1.846
166	38.032	135.461	13.513	85.766	1.822
167	39.146	139.802	13.917	90.586	1.845
168	40.07	139.766	14.229	89.979	1.928
169	39.808	137.884	14.308	89.034	1.802
170	40.486	140.641	14.53	92.594	1.894
171	39.587	137.532	14.692	89.537	1.89
172	38.506	136.32	13.808	88.545	1.853
173	39.336	135.077	14.189	86.229	1.789
174	38.848	135.57	14.236	90.577	1.811
175	38.492	134.524	14.022	87.503	1.833
176	37.754	131.388	13.657	86.105	1.714
177	38.666	136.181	14.142	87.44	1.83
178	39.264	136.646	13.955	89.099	1.787
179	39.474	139.946	14.02	89.519	1.852
180	38.94	137.715	13.721	88.384	1.884
181	38.958	135.372	13.864	88.882	1.788
182	40.25	145.138	14.571	95.932	1.966
183	38.21	133.277	13.734	85.696	1.731
184	38.575	137.633	13.434	88.227	1.862
185	38.238	133.664	13.243	86.257	1.765
186	39.073	137.304	14.072	87.784	1.806
187	39.307	136.594	14.217	89.586	1.882
188	38.136	135.546	13.901	88.747	1.813
189	39.078	135.41	13.664	87.143	1.733
190	39.364	138.979	13.844	90.917	1.946
191	37.838	135.735	13.314	87.494	1.806
192	39.855	137.457	14.353	87.815	1.837
193	39.306	137.019	13.926	88.488	1.879
194	40.458	140.472	15.122	93.28	1.923
195	39.256	134.912	13.745	86.529	1.75
196	39.096	139.478	14.208	91.401	1.94
197	39.259	137.336	13.755	87.636	1.8
198	38.017	133.622	13.433	86.785	1.825
199	39.021	142.559	14.325	92.513	1.923
200	38.863	133.921	14.016	86.184	1.775
201	38.557	135.936	13.743	87.482	1.801
202	38.518	136.49	13.673	87.353	1.817
203	38.527	135.233	13.378	86.269	1.828
204	38.792	134.452	14.424	88.622	1.758
205	38.748	136.417	14.239	89.098	1.861
206	39.069	137.523	14.027	90.43	1.82
207	39.282	139.926	13.515	88.385	1.892
208	39.579	136.083	13.959	88.274	1.788
209	40.438	137.626	14.396	90.609	1.793
210	39.618	138.576	14.28	90.591	1.888
211	39.534	139.207	14.413	90.377	1.898
212	37.822	133.721	13.545	86.51	1.757
213	39.35	137.698	14.186	89.611	1.887
214	40.341	140.757	14.605	92.859	1.936
215	39.286	136.973	13.997	88.709	1.804
216	38.064	134.055	13.927	88.385	1.797
217	39.268	136.372	14.381	90.114	1.875
218	38.605	134.979	14.447	89.304	1.827
219	38.322	138.989	13.751	90.865	1.851
220	38.917	137.314	14.128	89.072	1.772
221	39.73	138.631	14.178	88.472	1.844
