Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	9.58	72.932	2.929	46.664	0.662
2	9.674	74.513	2.999	48.828	0.687
3	11.692	77.802	3.699	49.347	0.705
4	9.699	72.045	3.103	48.529	0.655
5	9.024	70.525	2.774	47.574	0.641
6	9.872	73.02	3.033	48.15	0.643
7	10.341	69.069	2.986	44.973	0.604
8	10.052	79.075	3.171	52.541	0.725
9	10.104	75.082	3.111	49.289	0.708
10	10.469	72.447	3.172	48.35	0.626
11	9.216	74.428	2.874	50.093	0.675
12	10.692	83.942	3.362	54.265	0.772
13	9.716	75.3	3.063	50.771	0.69
14	9.281	72.46	2.881	47.061	0.624
15	10.67	76.533	3.278	49.289	0.667
16	10.526	73.98	3.243	49.812	0.671
17	9.841	74.472	2.977	47.952	0.702
18	10.153	78.407	3.156	51.03	0.707
19	9.681	68.295	2.899	45.987	0.618
20	11.181	75.917	3.26	49.653	0.65
21	9.36	73.203	3.009	48.74	0.647
22	10.888	76.399	3.315	48.699	0.666
23	10.71	74.957	3.438	49.76	0.663
24	9.327	73.916	2.855	48.699	0.681
25	9.559	71.333	2.904	47.364	0.637
26	9.598	72.989	2.875	47.192	0.658
27	10.277	76.858	3.071	51.246	0.693
28	11.008	73.939	3.263	48.879	0.635
29	11.751	76.146	3.574	49.606	0.667
30	9.72	74.359	3.09	51.006	0.666
31	8.844	75.577	2.786	49.862	0.715
32	9.787	75.453	3.198	49.654	0.73
33	11.609	74.694	3.441	50.493	0.637
34	9.459	70.359	3.02	46.051	0.625
35	10.396	79.673	3.06	51.139	0.706
36	8.367	70.546	2.711	46.203	0.659
37	11.263	79.054	3.304	50.906	0.695
38	10.966	77.81	3.37	50.668	0.696
39	9.777	75.18	2.992	49.999	0.686
40	10.013	69.935	3.102	46.16	0.618
41	9.109	72.461	2.916	47.194	0.695
42	9.313	72.057	2.951	48.972	0.657
43	9.619	69.159	2.904	45.527	0.637
44	11.166	77.965	3.55	50.933	0.702
45	10.608	67.63	3.308	46.186	0.569
46	10.318	74.418	3.067	47.957	0.683
47	10.959	77.525	3.437	52.098	0.686
48	9.761	67.101	3.026	43.844	0.586
49	9.583	67.61	2.886	44.373	0.607
50	11.257	75.697	3.49	49.884	0.658
51	9.655	70.301	2.964	46.434	0.657
52	8.671	74.229	2.821	48.401	0.692
53	9.722	71.025	2.983	46.919	0.64
54	9.845	74.628	3.197	48.932	0.661
55	9.39	75.128	2.834	49.306	0.706
56	9.213	74.116	2.901	49.263	0.693
57	9.754	69.709	2.889	46.331	0.628
58	10.039	73.339	3.073	50.343	0.663
59	8.875	66.735	2.686	44.495	0.597
60	10.889	79.818	3.431	51.771	0.703
61	9.896	74.805	2.866	49.412	0.678
62	10.263	79.931	3.392	53.298	0.686
63	9.156	71.076	2.885	47.554	0.638
64	9.387	67.371	2.893	45.069	0.588
65	8.788	72.703	2.795	47.934	0.646
66	10.173	73.814	3.13	50.179	0.633
