MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J	DBS78K	DBS78L
TA>CG	7.374907862974202e-07	4.339834731122659e-07	4.583203703665838e-07	0.0040575384018524275	1.5209955655987755e-05	0.0019954528362579123	6.861371292482329e-06	8.057273418584007e-05	1.6491795514387632e-05	1.1496111263213027e-05	8.646386056387906e-06	8.188119398749915e-06
TA>CT	0.0006380878301907822	0.004344263513373406	1.7320355465283293e-05	0.009143405562958708	0.008694719051616557	0.006528604581941458	0.013571583594135692	0.021661680701814554	0.01789703794994052	0.02790238609181085	0.0058492778130293036	0.005932072940373724
TA>GC	1.3206740345211467e-06	4.435260064776992e-07	5.007378944003949e-07	3.5429105650709272e-06	5.586185164913059e-06	4.075016507152672e-06	7.417918811707051e-06	6.500691871386605e-06	9.684297227340526e-06	1.2031894693827802e-05	8.981277235349274e-06	8.67587913548832e-06
TA>GG	1.3206740345211467e-06	4.435260064776992e-07	5.007378944003949e-07	3.5429105650709272e-06	5.586185164913059e-06	4.075016507152672e-06	7.417918811707051e-06	6.500691871386605e-06	9.684297227340526e-06	1.2031894693827802e-05	8.981277235349274e-06	8.67587913548832e-06
TA>GT	0.0008877152717886294	4.06105003799098e-07	3.4518817270538286e-07	0.005723081583523106	0.0037359087640288307	0.0036972841537013306	0.00016603636812958201	0.0005688212637278758	0.0013680270352479566	0.0009252979878215419	0.00015175389940227124	0.0009526694824944525
TC>AA	2.8176003520381336e-05	0.01798377819576099	0.09356593891951041	0.010993808077296056	0.026675529861369313	0.008131229286831397	0.2939321984483417	0.014939646579431023	0.01879135324226995	0.007636014347699246	0.007032989702543944	0.019553866725836876
TC>AG	8.534666844175497e-05	1.1608144560127465e-07	0.02307907609423567	0.011796147787567072	0.02148158632488215	0.019812948021597592	0.04161936856932377	0.019583498312490632	0.05317691229004001	0.019916114168475555	0.023509438662732234	0.027317554151185825
TC>AT	0.0005915677389674282	4.403574259368008e-08	0.04073935610047837	0.03999821852826716	0.016898968715491083	0.02170275772820795	0.023699950648764484	0.04045068488506336	0.18383317376057698	0.021482783839809436	0.07367217929705888	0.014040562596982952
TC>CA	0.00018070025969039953	1.5917511303626345e-07	0.004762246312556906	0.03148135031327935	0.025257465918917296	0.017443869429475675	0.0068966940672958365	0.04491793198264316	0.015019870282339788	0.012228757202418323	0.008886156169733497	0.018925939577405855
TC>CG	3.695759162259441e-07	0.004369247600523845	3.1039195892709204e-07	0.0010143944773130403	0.0038435589849379276	0.002283695731648524	0.002489357146499956	0.00074404770121797	0.0015733122879140434	0.0010146888660864445	0.0030520417449381556	0.0048692041971677615
TC>CT	0.0007571007743400051	0.004184854216249983	0.00872472652471641	0.027998901241246925	0.016407876174512333	0.024317454295274005	0.045133447068797745	0.013758272907802219	0.026123143852025545	0.023538883833284355	0.007850323960891085	0.022506068787328696
TC>GA	0.00013691132849898317	0.004536446497735271	0.008806731935700583	0.007333705614123914	0.009056628214355891	0.005479713188372918	0.001895786442462797	0.01678884295965623	0.008634280068645743	0.002198278841657134	0.003749646924281946	0.008323704217508176
TC>GG	0.00021347999506198646	3.6166461094830793e-07	3.673151955265862e-07	0.0012445701780133707	0.0018757129809086072	0.0012673426612564685	0.0002800791828520755	0.001864901432995493	0.0016942540415225778	0.010414919905675649	0.006074293381161885	0.0032963867836606946
TC>GT	0.0031388237332625668	0.004583395504282415	0.004740082676146755	0.013743524382720371	0.014764370098631525	0.011961525586554325	0.026648637584909356	0.030403408886568905	0.024246816600618025	0.0029476697596162015	0.016266393796871236	0.014221220550302508
TG>AA	0.0011056895926099919	0.004229279973018578	0.022196809759652446	0.011579215521320798	0.007404119870902282	0.00708225255590273	0.0061613414242217765	0.002245513388869723	0.0069616159435694535	0.0013721244295472855	0.0006390666591136227	0.002015512757341176
TG>AC	0.002649149148500583	3.3631524570555546e-07	2.1815536253959244e-05	0.009023762511099	0.002280461807386428	0.006786655221159592	0.00036440989279444764	0.011052878094932835	0.0026177382855437363	0.001640635286253294	0.004052308005793609	0.001589410993981727
TG>AT	0.005016726751191353	0.033246529025695894	0.00872856915823047	0.0905704814086548	0.02318067815869585	0.043958501105156485	0.019201983281426173	0.02880277438559078	0.011687774703969535	0.007332897834122207	0.015892930247043708	0.022783085035236666
TG>CA	0.0015522929288178235	3.340015557802221e-07	2.817469874194596e-07	0.012812762723572114	0.008593498149435087	0.007872586520342015	0.0005167611071939159	0.0021879180621753682	0.005461398464628061	0.002857251273780924	0.008126613554614335	0.004114708350299557
TG>CC	0.000271530012565756	0.008665238953686514	0.00011911485740491108	0.006893389007204522	0.003333731944926158	0.005834763265342134	0.002454689057586064	0.001494821347306475	0.005382360602152497	0.0026352662086272303	0.0013462699407196074	0.0031970811721638045
TG>CT	0.00035869891894019614	0.008857183545453215	0.04401265319581533	0.09068169060705497	0.06571536291438065	0.038309012322185726	0.08789627974161937	0.07940224623903355	0.020911566629418232	0.015028593488731062	0.0056754077043914995	0.057945706285801056
TG>GA	0.00033003986102407226	3.8307989653336697e-07	1.7503979909182058e-05	0.012320397201134195	0.005712493487494465	0.006275967222185376	0.0015232133077536251	0.0020109797948316957	0.0032345891081763363	0.0008727486180149136	0.0016740373078495047	0.00314568234989827
TG>GC	7.009222889499622e-07	4.342787592286525e-07	4.5008934515173333e-07	0.004338910368369063	4.001487540114577e-05	0.0020759324782844914	6.801227477553995e-06	9.192985763824686e-05	9.19831891162719e-06	1.1528096652730416e-05	8.68733741187986e-06	8.195083771502071e-06
TG>GT	4.945011010168685e-05	0.10702600085133553	0.0641983250697193	0.015136580082277817	0.037969493743661646	0.010132339979935654	0.004238862163619934	0.015049946752406758	0.007034327052451878	0.037244086404688785	0.01639817135181426	0.1823355141192593
TT>AA	0.0053116683961164915	0.004584533101002505	0.009072079007327457	0.02332392970452711	0.007126994774881744	0.01875253066059905	0.002963991198438267	0.005131661287726293	0.01154252063049461	0.011803457769314	0.03433841052427306	0.0156652642364749
TT>AC	0.0002632791932800931	3.482023342737926e-07	6.829560489836094e-05	0.004655967853269335	0.008594585599783273	0.00611374092586071	0.0017339160231229149	0.0071983660221461776	0.016772203335111584	0.013254231224553503	0.0017012894642648624	0.008869795560917566
TT>AG	2.3324495377368467e-07	3.889832298463816e-07	0.004799074068085398	0.008181160398958526	0.003953582555171493	0.005618249084092276	0.002688677415906944	0.002593056979167078	0.005975319570544994	0.002182615102969199	0.0012135466209634942	0.007600093173603928
TT>CA	0.0007831436812941277	2.3897627518833987e-07	0.00017278749576659063	0.012616874555608412	0.02444391782969765	0.009965187942110872	0.019544065057996364	0.006125941244846878	0.014855583223228937	0.008353160517354512	0.00226126376634144	0.015771886758667256
TT>CC	0.0007845120422952221	2.768319081986011e-07	0.00010040759590848231	0.018777396168254582	0.019486342728454557	0.013521203435037776	0.002184441425263584	0.006285581985579157	0.011517662930956688	0.012028738679812995	0.002233552705298883	0.01704291204492948
TT>CG	0.00045033545440472474	4.1119757493768566e-07	3.601410739570455e-07	0.009333203613760986	0.0019000582946636655	0.0046853401537688055	8.032669693223332e-05	0.0003492990886549179	0.0008293834523911482	0.0005254427408866935	0.00010611119177163597	0.0004171684210451996
TT>GA	0.00024468442688393223	0.004428033916909542	5.469830515778921e-06	0.013330366464969526	0.00266623455221315	0.007405539990597717	0.005903593743039617	0.001610053334792513	0.006280289022904537	0.01899661893277078	0.0010952458553910218	0.0036694707602829614
TT>GC	7.237029202408979e-07	4.350484980318615e-07	4.530246375711027e-07	0.004437045844082434	4.9078798434880925e-06	0.0019635532156057366	6.802267800407075e-06	5.395298026586531e-05	1.6397367852211e-05	1.1489657482409843e-05	8.715872396804906e-06	8.232917386898143e-06
TT>GG	3.016780301158034e-07	3.932477052318622e-07	0.009039510458444956	0.0010802536086033123	0.0006505471227280645	0.0011477132414360275	0.0004248769186267157	0.0009776422156237195	0.008516183921121492	0.0010175208427694125	0.006062153515259121	0.002009923849465264
