Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	97.946	8.555	25.883	3.825	0.035
2	100.457	9.079	27.043	4.253	0.036
3	102.91	9.097	28.422	4.427	0.035
4	96.528	8.579	25.569	3.999	0.033
5	111.183	9.733	33.458	4.932	0.035
6	106.15	9.494	29.886	4.609	0.036
7	102.977	9.282	27.881	4.422	0.036
8	102.653	9.082	27.857	4.246	0.036
9	101.062	9.044	27.694	4.341	0.036
10	104.137	9.124	28.862	4.301	0.035
11	100.593	8.896	26.586	4.058	0.037
12	98.206	8.769	26.613	4.073	0.035
13	101.162	8.987	26.781	4.166	0.035
14	102.103	8.951	27.525	4.171	0.035
15	101.386	8.987	27.229	4.144	0.037
16	103.07	9.228	27.697	4.289	0.036
17	100.937	8.868	26.992	4.069	0.035
18	106.238	9.415	30.496	4.693	0.035
19	100.806	8.966	27.711	4.256	0.036
20	105.43	9.285	29.653	4.447	0.035
21	97.133	8.622	25.189	3.921	0.034
22	102.659	9.326	28.34	4.585	0.036
23	106.277	9.413	29.502	4.508	0.036
24	101.908	9.013	28.291	4.339	0.034
25	96.377	8.586	25.085	3.913	0.034
26	102.034	8.96	27.624	4.239	0.035
27	105.115	9.206	28.87	4.301	0.036
28	101.189	9.059	27.568	4.266	0.035
29	101.306	8.885	27.29	4.154	0.035
30	100.592	8.971	27.0	4.161	0.036
31	109.717	9.75	32.663	4.938	0.035
32	100.197	9.09	27.09	4.268	0.037
33	103.908	9.077	28.572	4.269	0.035
34	100.087	8.847	27.379	4.139	0.034
35	103.144	9.271	28.657	4.531	0.035
36	106.081	9.4	29.395	4.507	0.036
37	99.913	8.767	25.941	3.91	0.036
38	96.379	8.702	25.553	4.095	0.034
39	103.557	9.017	28.321	4.227	0.035
40	98.483	8.731	26.91	4.203	0.034
41	101.358	8.997	27.588	4.172	0.036
42	102.01	9.189	27.994	4.31	0.036
43	106.678	9.429	29.159	4.387	0.037
44	99.348	8.866	26.381	4.1	0.035
45	107.628	9.496	30.182	4.56	0.036
46	97.399	8.541	25.625	3.872	0.036
47	98.462	8.722	27.377	4.176	0.033
48	107.781	9.486	31.003	4.672	0.034
49	98.62	8.687	25.348	3.79	0.035
50	102.744	9.058	27.821	4.195	0.036
51	99.557	8.782	26.947	4.135	0.035
52	100.163	8.915	26.19	3.99	0.036
53	100.377	9.038	26.607	4.183	0.036
54	106.901	9.564	29.586	4.608	0.037
55	102.753	9.14	28.059	4.289	0.036
56	99.685	8.834	27.407	4.181	0.033
57	95.955	8.47	24.698	3.76	0.036
58	95.331	8.321	25.093	3.782	0.033
59	96.744	8.816	25.778	4.224	0.035
60	97.024	8.578	25.501	3.865	0.036
61	107.778	9.476	29.846	4.444	0.037
62	100.069	8.875	28.023	4.236	0.034
63	108.602	9.484	30.512	4.591	0.036
64	100.443	8.976	27.608	4.273	0.035
65	96.862	8.566	25.259	3.795	0.036
66	104.964	9.173	30.319	4.516	0.035
67	103.645	9.194	28.15	4.252	0.036
68	104.946	9.26	28.708	4.39	0.037
69	100.025	8.681	26.188	3.84	0.036
70	105.559	9.345	28.908	4.449	0.037
71	104.757	9.212	30.374	4.528	0.035
72	100.491	9.121	27.888	4.499	0.035
73	98.185	8.606	26.05	3.895	0.035
74	101.362	8.857	27.199	4.081	0.036
75	102.107	9.147	27.514	4.32	0.036
76	102.472	9.062	28.549	4.368	0.035
77	99.44	8.8	26.581	4.041	0.036
78	104.978	9.357	29.454	4.608	0.036
79	104.588	9.242	29.343	4.535	0.035
80	105.528	9.388	29.422	4.541	0.035
81	97.194	8.62	24.851	3.787	0.036
82	100.4	8.831	27.037	4.092	0.035
83	99.899	8.753	25.991	3.911	0.034
84	101.752	8.859	27.056	4.009	0.037
85	102.981	9.125	27.771	4.288	0.036
86	102.523	9.018	28.645	4.296	0.035
87	101.4	8.997	26.941	4.157	0.036
88	103.761	9.163	28.838	4.366	0.035
89	104.403	9.126	28.549	4.292	0.036
90	106.194	9.334	30.037	4.523	0.036
91	104.287	9.145	27.984	4.261	0.035
92	97.577	8.626	25.955	3.946	0.034
93	100.381	8.975	26.67	4.159	0.037
94	111.941	9.872	32.796	4.996	0.036
95	97.862	8.658	24.803	3.772	0.036
96	98.909	8.912	26.768	4.267	0.035
97	90.913	8.18	23.454	3.731	0.033
98	104.507	9.256	29.998	4.497	0.035
99	103.449	9.203	28.674	4.441	0.035
100	100.343	9.021	27.359	4.387	0.035
101	101.777	9.073	28.087	4.419	0.033
102	100.13	8.891	27.15	4.108	0.035
103	103.21	9.115	27.952	4.273	0.036
104	99.782	8.765	26.887	4.074	0.035
105	107.685	9.481	30.203	4.585	0.035
106	101.903	9.001	27.073	4.152	0.036
107	102.407	8.951	27.194	4.036	0.035
108	92.327	8.211	23.439	3.673	0.033
109	102.85	9.104	28.243	4.4	0.034
110	98.674	8.626	26.004	3.88	0.035
111	98.526	8.807	25.993	4.098	0.035
112	103.82	9.139	28.512	4.262	0.037
113	102.381	9.129	28.369	4.373	0.034
114	103.45	9.109	29.448	4.415	0.035
115	108.112	9.633	30.715	4.702	0.037
116	101.515	9.069	28.092	4.297	0.036
117	88.204	7.798	20.385	3.158	0.035
118	100.098	8.779	27.06	4.043	0.035
119	97.105	8.638	25.82	3.996	0.035
120	102.33	8.944	26.18	3.954	0.036
121	103.533	9.056	28.775	4.274	0.035
122	104.539	9.396	28.627	4.538	0.036
123	103.032	9.186	28.719	4.354	0.035
124	103.534	9.189	27.889	4.322	0.036
125	101.027	9.066	27.304	4.271	0.035
126	99.949	8.939	27.683	4.371	0.035
127	105.948	9.432	30.145	4.556	0.037
128	101.861	9.057	27.502	4.316	0.034
129	96.398	8.602	26.076	3.972	0.034
130	102.262	9.047	26.831	4.085	0.037
131	97.863	8.517	25.31	3.777	0.034
132	105.987	9.504	29.158	4.623	0.036
133	103.461	9.124	28.94	4.355	0.035
134	103.45	9.192	27.23	4.209	0.037
135	101.835	9.216	27.484	4.293	0.037
136	106.164	9.369	29.968	4.523	0.036
137	100.151	8.881	27.112	4.19	0.034
138	106.97	9.521	29.154	4.416	0.038
139	101.941	8.962	27.305	4.153	0.035
140	103.856	9.232	29.399	4.431	0.034
141	101.321	9.023	27.632	4.276	0.034
142	104.745	9.309	28.787	4.465	0.035
143	99.908	8.753	25.782	3.893	0.036
144	104.728	9.319	28.131	4.338	0.036
145	99.691	8.847	26.307	4.114	0.035
