Sample Names	MutationTypes	ID83A	ID83B
PGENE_2T	1:Ins:C:0	1.0	0.0
PGENE_2T	1:Ins:C:1	1.0	0.0
PGENE_2T	1:Ins:C:2	1.0	0.0
PGENE_2T	1:Ins:C:3	1.0	0.0
PGENE_2T	1:Ins:C:4	1.0	0.0
PGENE_2T	1:Ins:C:5	1.0	0.0
PGENE_2T	1:Ins:T:0	1.0	0.0
PGENE_2T	1:Ins:T:1	1.0	0.0
PGENE_2T	1:Ins:T:2	1.0	0.0
PGENE_2T	1:Ins:T:3	1.0	0.0
PGENE_2T	1:Ins:T:4	1.0	0.0
PGENE_2T	1:Ins:T:5	1.0	0.0
PGENE_2T	2:Del:R:0	1.0	0.0
PGENE_2T	2:Del:R:1	1.0	0.0
PGENE_2T	2:Del:R:2	1.0	0.0
PGENE_2T	2:Del:R:3	1.0	0.0
PGENE_2T	2:Del:R:4	1.0	0.0
PGENE_2T	2:Del:R:5	1.0	0.0
PGENE_2T	3:Del:R:0	1.0	0.0
PGENE_2T	3:Del:R:1	1.0	0.0
PGENE_2T	3:Del:R:2	1.0	0.0
PGENE_2T	3:Del:R:3	1.0	0.0
PGENE_2T	3:Del:R:4	1.0	0.0
PGENE_2T	3:Del:R:5	1.0	0.0
PGENE_2T	4:Del:R:0	1.0	0.0
PGENE_2T	4:Del:R:1	1.0	0.0
PGENE_2T	4:Del:R:2	1.0	0.0
PGENE_2T	4:Del:R:3	1.0	0.0
PGENE_2T	4:Del:R:4	1.0	0.0
PGENE_2T	4:Del:R:5	1.0	0.0
PGENE_2T	5:Del:R:0	1.0	0.0
PGENE_2T	5:Del:R:1	1.0	0.0
PGENE_2T	5:Del:R:2	1.0	0.0
PGENE_2T	5:Del:R:3	1.0	0.0
PGENE_2T	5:Del:R:4	1.0	0.0
PGENE_2T	5:Del:R:5	1.0	0.0
PGENE_2T	2:Ins:R:0	1.0	0.0
PGENE_2T	2:Ins:R:1	1.0	0.0
PGENE_2T	2:Ins:R:2	1.0	0.0
PGENE_2T	2:Ins:R:3	1.0	0.0
PGENE_2T	2:Ins:R:4	1.0	0.0
PGENE_2T	2:Ins:R:5	1.0	0.0
PGENE_2T	3:Ins:R:0	1.0	0.0
PGENE_2T	3:Ins:R:1	1.0	0.0
PGENE_2T	3:Ins:R:2	1.0	0.0
PGENE_2T	3:Ins:R:3	1.0	0.0
PGENE_2T	3:Ins:R:4	1.0	0.0
PGENE_2T	3:Ins:R:5	1.0	0.0
PGENE_2T	4:Ins:R:0	1.0	0.0
PGENE_2T	4:Ins:R:1	1.0	0.0
PGENE_2T	4:Ins:R:2	1.0	0.0
PGENE_2T	4:Ins:R:3	1.0	0.0
PGENE_2T	4:Ins:R:4	1.0	0.0
PGENE_2T	4:Ins:R:5	1.0	0.0
PGENE_2T	5:Ins:R:0	1.0	0.0
PGENE_2T	5:Ins:R:1	1.0	0.0
PGENE_2T	5:Ins:R:2	1.0	0.0
PGENE_2T	5:Ins:R:3	1.0	0.0
PGENE_2T	5:Ins:R:4	1.0	0.0
PGENE_2T	5:Ins:R:5	1.0	0.0
PGENE_2T	2:Del:M:1	1.0	0.0
PGENE_2T	3:Del:M:1	1.0	0.0
PGENE_2T	3:Del:M:2	1.0	0.0
PGENE_2T	4:Del:M:1	1.0	0.0
PGENE_2T	4:Del:M:2	1.0	0.0
PGENE_2T	4:Del:M:3	1.0	0.0
PGENE_2T	5:Del:M:1	1.0	0.0
PGENE_2T	5:Del:M:2	1.0	0.0
PGENE_2T	5:Del:M:3	1.0	0.0
PGENE_2T	5:Del:M:4	1.0	0.0
PGENE_2T	5:Del:M:5	1.0	0.0
PGENE_4T	1:Del:C:0	1.0	0.0
PGENE_4T	1:Del:C:1	1.0	0.0
PGENE_4T	1:Del:C:2	1.0	0.0
PGENE_4T	1:Del:C:3	1.0	0.0
PGENE_4T	1:Del:C:4	1.0	0.0
PGENE_4T	1:Del:C:5	1.0	0.0
PGENE_4T	1:Del:T:0	1.0	0.0
PGENE_4T	1:Del:T:1	1.0	0.0
PGENE_4T	1:Del:T:2	1.0	0.0
PGENE_4T	1:Del:T:3	1.0	0.0
PGENE_4T	1:Del:T:4	1.0	0.0
PGENE_4T	1:Del:T:5	1.0	0.0
PGENE_4T	1:Ins:C:0	1.0	0.0
PGENE_4T	1:Ins:C:1	1.0	0.0
PGENE_4T	1:Ins:C:2	1.0	0.0
PGENE_4T	1:Ins:C:3	1.0	0.0
PGENE_4T	1:Ins:C:4	1.0	0.0
PGENE_4T	1:Ins:C:5	1.0	0.0
PGENE_4T	1:Ins:T:0	1.0	0.0
PGENE_4T	1:Ins:T:1	1.0	0.0
PGENE_4T	1:Ins:T:2	1.0	0.0
PGENE_4T	1:Ins:T:3	1.0	0.0
PGENE_4T	1:Ins:T:4	1.0	0.0
PGENE_4T	1:Ins:T:5	1.0	0.0
PGENE_4T	2:Del:R:0	1.0	0.0
PGENE_4T	2:Del:R:1	1.0	0.0
PGENE_4T	2:Del:R:2	1.0	0.0
PGENE_4T	2:Del:R:3	1.0	0.0
PGENE_4T	2:Del:R:4	1.0	0.0
PGENE_4T	2:Del:R:5	1.0	0.0
PGENE_4T	3:Del:R:0	1.0	0.0
PGENE_4T	3:Del:R:1	1.0	0.0
PGENE_4T	3:Del:R:2	1.0	0.0
PGENE_4T	3:Del:R:3	1.0	0.0
PGENE_4T	3:Del:R:4	1.0	0.0
PGENE_4T	3:Del:R:5	1.0	0.0
PGENE_4T	4:Del:R:0	1.0	0.0
PGENE_4T	4:Del:R:1	1.0	0.0
PGENE_4T	4:Del:R:2	1.0	0.0
PGENE_4T	4:Del:R:3	1.0	0.0
PGENE_4T	4:Del:R:4	1.0	0.0
PGENE_4T	4:Del:R:5	1.0	0.0
PGENE_4T	5:Del:R:0	1.0	0.0
PGENE_4T	5:Del:R:1	1.0	0.0
PGENE_4T	5:Del:R:2	1.0	0.0
PGENE_4T	5:Del:R:3	1.0	0.0
PGENE_4T	5:Del:R:4	1.0	0.0
PGENE_4T	5:Del:R:5	1.0	0.0
PGENE_4T	2:Ins:R:0	1.0	0.0
PGENE_4T	2:Ins:R:1	1.0	0.0
PGENE_4T	2:Ins:R:2	1.0	0.0
PGENE_4T	2:Ins:R:3	1.0	0.0
PGENE_4T	2:Ins:R:4	1.0	0.0
PGENE_4T	2:Ins:R:5	1.0	0.0
PGENE_4T	3:Ins:R:0	1.0	0.0
PGENE_4T	3:Ins:R:1	1.0	0.0
PGENE_4T	3:Ins:R:2	1.0	0.0
PGENE_4T	3:Ins:R:3	1.0	0.0
PGENE_4T	3:Ins:R:4	1.0	0.0
PGENE_4T	3:Ins:R:5	1.0	0.0
PGENE_4T	4:Ins:R:0	1.0	0.0
PGENE_4T	4:Ins:R:1	1.0	0.0
PGENE_4T	4:Ins:R:2	1.0	0.0
PGENE_4T	4:Ins:R:3	1.0	0.0
PGENE_4T	4:Ins:R:4	1.0	0.0
PGENE_4T	4:Ins:R:5	1.0	0.0
PGENE_4T	5:Ins:R:0	1.0	0.0
PGENE_4T	5:Ins:R:1	1.0	0.0
PGENE_4T	5:Ins:R:2	1.0	0.0
PGENE_4T	5:Ins:R:3	1.0	0.0
PGENE_4T	5:Ins:R:4	1.0	0.0
PGENE_4T	5:Ins:R:5	1.0	0.0
PGENE_4T	2:Del:M:1	1.0	0.0
PGENE_4T	3:Del:M:1	1.0	0.0
PGENE_4T	3:Del:M:2	1.0	0.0
PGENE_4T	4:Del:M:1	1.0	0.0
PGENE_4T	4:Del:M:2	1.0	0.0
PGENE_4T	4:Del:M:3	1.0	0.0
PGENE_4T	5:Del:M:1	1.0	0.0
PGENE_4T	5:Del:M:2	1.0	0.0
PGENE_4T	5:Del:M:3	1.0	0.0
PGENE_4T	5:Del:M:4	1.0	0.0
PGENE_4T	5:Del:M:5	1.0	0.0
PGENE_5T	1:Del:C:0	0.707997664831634	0.29200233516836605
PGENE_5T	1:Del:C:1	0.005096167283974807	0.9949038327160251
PGENE_5T	1:Del:C:2	0.002091859030299579	0.9979081409697005
PGENE_5T	1:Del:C:3	6.791557970273063e-05	0.9999320844202972
PGENE_5T	1:Del:C:4	6.822335666256112e-06	0.9999931776643338
PGENE_5T	1:Del:C:5	0.40505507858874473	0.5949449214112552
PGENE_5T	1:Del:T:0	0.707997664831634	0.29200233516836605
PGENE_5T	1:Del:T:1	0.017382934684778237	0.9826170653152217
PGENE_5T	1:Del:T:2	0.013760733392431196	0.9862392666075688
PGENE_5T	1:Del:T:3	0.0016897060229367328	0.9983102939770632
PGENE_5T	1:Del:T:4	0.018598501354916752	0.9814014986450833
PGENE_5T	1:Del:T:5	0.8149115774227477	0.18508842257725225
PGENE_5T	1:Ins:C:0	0.1175914444556117	0.8824085555443884
PGENE_5T	1:Ins:C:1	0.0325190063990261	0.967480993600974
PGENE_5T	1:Ins:C:2	0.017726585688160264	0.9822734143118397
PGENE_5T	1:Ins:C:3	0.016840508045702193	0.9831594919542979
PGENE_5T	1:Ins:C:4	0.0013068010730853867	0.9986931989269147
PGENE_5T	1:Ins:C:5	0.04890359136319073	0.9510964086368093
PGENE_5T	1:Ins:T:0	0.3018194939236215	0.6981805060763785
PGENE_5T	1:Ins:T:1	0.0395975410001283	0.9604024589998718
PGENE_5T	1:Ins:T:2	0.12867275219604485	0.8713272478039553
PGENE_5T	1:Ins:T:3	0.10118250788012784	0.8988174921198722
PGENE_5T	1:Ins:T:4	0.07749336237712207	0.9225066376228779
PGENE_5T	1:Ins:T:5	0.99976017086257	0.00023982913743006778
PGENE_5T	2:Del:R:0	0.8795712782945527	0.12042872170544734
PGENE_5T	2:Del:R:1	0.0030536397047651307	0.9969463602952349
PGENE_5T	2:Del:R:2	0.004024283713651578	0.9959757162863485
PGENE_5T	2:Del:R:3	0.7810298944143925	0.21897010558560737
PGENE_5T	2:Del:R:4	0.0007061429980591877	0.9992938570019408
PGENE_5T	2:Del:R:5	0.8693172145472436	0.13068278545275644
PGENE_5T	3:Del:R:0	0.536051280518795	0.463948719481205
PGENE_5T	3:Del:R:1	0.3744328408468972	0.6255671591531027
PGENE_5T	3:Del:R:2	0.048048739580401116	0.9519512604195989
PGENE_5T	3:Del:R:3	0.707997664831634	0.29200233516836605
PGENE_5T	3:Del:R:4	0.0006759280402773116	0.9993240719597226
PGENE_5T	3:Del:R:5	0.707997664831634	0.29200233516836605
PGENE_5T	4:Del:R:0	0.12974709733342676	0.8702529026665733
PGENE_5T	4:Del:R:1	0.003027244858739796	0.9969727551412602
PGENE_5T	4:Del:R:2	0.8093103369353659	0.190689663064634
PGENE_5T	4:Del:R:3	0.707997664831634	0.29200233516836605
PGENE_5T	4:Del:R:4	0.707997664831634	0.29200233516836605
PGENE_5T	4:Del:R:5	0.707997664831634	0.29200233516836605
PGENE_5T	5:Del:R:0	0.010973826170197017	0.989026173829803
PGENE_5T	5:Del:R:1	0.0006296906382800479	0.9993703093617199
PGENE_5T	5:Del:R:2	0.707997664831634	0.29200233516836605
PGENE_5T	5:Del:R:3	0.707997664831634	0.29200233516836605
PGENE_5T	5:Del:R:4	0.707997664831634	0.29200233516836605
PGENE_5T	5:Del:R:5	0.707997664831634	0.29200233516836605
PGENE_5T	2:Ins:R:0	0.22353313172239161	0.7764668682776084
PGENE_5T	2:Ins:R:1	0.000979246594862513	0.9990207534051374
PGENE_5T	2:Ins:R:2	0.21974313036270365	0.7802568696372963
PGENE_5T	2:Ins:R:3	0.047808073890654085	0.9521919261093459
PGENE_5T	2:Ins:R:4	0.24387818452411172	0.7561218154758883
PGENE_5T	2:Ins:R:5	0.5284980254174607	0.47150197458253923
PGENE_5T	3:Ins:R:0	0.170111040322741	0.8298889596772591
PGENE_5T	3:Ins:R:1	0.011333552100520507	0.9886664478994796
PGENE_5T	3:Ins:R:2	0.09655482186917165	0.9034451781308284
PGENE_5T	3:Ins:R:3	0.707997664831634	0.29200233516836605
PGENE_5T	3:Ins:R:4	0.015875145865525908	0.984124854134474
PGENE_5T	3:Ins:R:5	0.17430376227723154	0.8256962377227686
PGENE_5T	4:Ins:R:0	0.012826643892049808	0.9871733561079502
PGENE_5T	4:Ins:R:1	0.0004662603159188943	0.9995337396840811
PGENE_5T	4:Ins:R:2	0.004163978087920561	0.9958360219120795
PGENE_5T	4:Ins:R:3	0.707997664831634	0.29200233516836605
PGENE_5T	4:Ins:R:4	0.01532175494286642	0.9846782450571335
PGENE_5T	4:Ins:R:5	0.001056981638164069	0.998943018361836
PGENE_5T	5:Ins:R:0	0.0067599798059928195	0.9932400201940073
PGENE_5T	5:Ins:R:1	0.010423904755855957	0.989576095244144
PGENE_5T	5:Ins:R:2	0.0003930463007280928	0.9996069536992718
PGENE_5T	5:Ins:R:3	0.7724599857588416	0.22754001424115844
PGENE_5T	5:Ins:R:4	0.00016456339912800203	0.9998354366008722
PGENE_5T	5:Ins:R:5	0.0007430564252241165	0.9992569435747759
PGENE_5T	2:Del:M:1	0.06925695149642583	0.9307430485035741
PGENE_5T	3:Del:M:1	0.7826179782271367	0.2173820217728633
PGENE_5T	3:Del:M:2	0.597953403193267	0.4020465968067331
PGENE_5T	4:Del:M:1	0.1872020252890065	0.8127979747109935
PGENE_5T	4:Del:M:2	0.637929537233882	0.36207046276611793
PGENE_5T	4:Del:M:3	0.075902398438739	0.924097601561261
PGENE_5T	5:Del:M:1	1.2521413380900048e-05	0.9999874785866191
PGENE_5T	5:Del:M:2	0.0009868490757067223	0.9990131509242933
PGENE_5T	5:Del:M:3	0.06861690080538253	0.9313830991946175
PGENE_5T	5:Del:M:4	0.014771662585906044	0.9852283374140939
PGENE_5T	5:Del:M:5	0.0027880116660624547	0.9972119883339375
PGENE_6T	1:Del:C:0	1.0	0.0
PGENE_6T	1:Del:C:1	1.0	0.0
PGENE_6T	1:Del:C:2	1.0	0.0
PGENE_6T	1:Del:C:3	1.0	0.0
PGENE_6T	1:Del:C:4	1.0	0.0
PGENE_6T	1:Del:C:5	1.0	0.0
PGENE_6T	1:Del:T:0	1.0	0.0
PGENE_6T	1:Del:T:1	1.0	0.0
PGENE_6T	1:Del:T:2	1.0	0.0
PGENE_6T	1:Del:T:3	1.0	0.0
PGENE_6T	1:Del:T:4	1.0	0.0
PGENE_6T	1:Del:T:5	1.0	0.0
PGENE_6T	1:Ins:C:0	1.0	0.0
PGENE_6T	1:Ins:C:1	1.0	0.0
PGENE_6T	1:Ins:C:2	1.0	0.0
PGENE_6T	1:Ins:C:3	1.0	0.0
PGENE_6T	1:Ins:C:4	1.0	0.0
PGENE_6T	1:Ins:C:5	1.0	0.0
PGENE_6T	1:Ins:T:0	1.0	0.0
PGENE_6T	1:Ins:T:1	1.0	0.0
PGENE_6T	1:Ins:T:2	1.0	0.0
PGENE_6T	1:Ins:T:3	1.0	0.0
PGENE_6T	1:Ins:T:4	1.0	0.0
PGENE_6T	1:Ins:T:5	1.0	0.0
PGENE_6T	2:Del:R:0	1.0	0.0
PGENE_6T	2:Del:R:1	1.0	0.0
PGENE_6T	2:Del:R:2	1.0	0.0
PGENE_6T	2:Del:R:3	1.0	0.0
PGENE_6T	2:Del:R:4	1.0	0.0
PGENE_6T	2:Del:R:5	1.0	0.0
PGENE_6T	3:Del:R:0	1.0	0.0
PGENE_6T	3:Del:R:1	1.0	0.0
PGENE_6T	3:Del:R:2	1.0	0.0
PGENE_6T	3:Del:R:3	1.0	0.0
PGENE_6T	3:Del:R:4	1.0	0.0
PGENE_6T	3:Del:R:5	1.0	0.0
PGENE_6T	4:Del:R:0	1.0	0.0
PGENE_6T	4:Del:R:1	1.0	0.0
PGENE_6T	4:Del:R:2	1.0	0.0
PGENE_6T	4:Del:R:3	1.0	0.0
PGENE_6T	4:Del:R:4	1.0	0.0
PGENE_6T	4:Del:R:5	1.0	0.0
PGENE_6T	5:Del:R:0	1.0	0.0
PGENE_6T	5:Del:R:1	1.0	0.0
PGENE_6T	5:Del:R:2	1.0	0.0
PGENE_6T	5:Del:R:3	1.0	0.0
PGENE_6T	5:Del:R:4	1.0	0.0
PGENE_6T	5:Del:R:5	1.0	0.0
PGENE_6T	2:Ins:R:0	1.0	0.0
PGENE_6T	2:Ins:R:1	1.0	0.0
PGENE_6T	2:Ins:R:2	1.0	0.0
PGENE_6T	2:Ins:R:3	1.0	0.0
PGENE_6T	2:Ins:R:4	1.0	0.0
PGENE_6T	2:Ins:R:5	1.0	0.0
PGENE_6T	3:Ins:R:0	1.0	0.0
PGENE_6T	3:Ins:R:1	1.0	0.0
PGENE_6T	3:Ins:R:2	1.0	0.0
PGENE_6T	3:Ins:R:3	1.0	0.0
PGENE_6T	3:Ins:R:4	1.0	0.0
PGENE_6T	3:Ins:R:5	1.0	0.0
PGENE_6T	4:Ins:R:0	1.0	0.0
PGENE_6T	4:Ins:R:1	1.0	0.0
PGENE_6T	4:Ins:R:2	1.0	0.0
PGENE_6T	4:Ins:R:3	1.0	0.0
PGENE_6T	4:Ins:R:4	1.0	0.0
PGENE_6T	4:Ins:R:5	1.0	0.0
PGENE_6T	5:Ins:R:0	1.0	0.0
PGENE_6T	5:Ins:R:1	1.0	0.0
PGENE_6T	5:Ins:R:2	1.0	0.0
PGENE_6T	5:Ins:R:3	1.0	0.0
PGENE_6T	5:Ins:R:4	1.0	0.0
PGENE_6T	5:Ins:R:5	1.0	0.0
PGENE_6T	2:Del:M:1	1.0	0.0
PGENE_6T	3:Del:M:1	1.0	0.0
PGENE_6T	3:Del:M:2	1.0	0.0
PGENE_6T	4:Del:M:1	1.0	0.0
PGENE_6T	4:Del:M:2	1.0	0.0
PGENE_6T	4:Del:M:3	1.0	0.0
PGENE_6T	5:Del:M:1	1.0	0.0
PGENE_6T	5:Del:M:2	1.0	0.0
PGENE_6T	5:Del:M:3	1.0	0.0
PGENE_6T	5:Del:M:4	1.0	0.0
PGENE_6T	5:Del:M:5	1.0	0.0
PGENE_8T	1:Del:C:0	0.7713823024662194	0.22861769753378064
PGENE_8T	1:Del:C:1	0.007077700150120659	0.9929222998498792
PGENE_8T	1:Del:C:2	0.0029086476985286467	0.9970913523014714
PGENE_8T	1:Del:C:3	9.450878617345878e-05	0.9999054912138265
PGENE_8T	1:Del:C:4	9.493934838246123e-06	0.9999905060651617
PGENE_8T	1:Del:C:5	0.48650531909370154	0.5134946809062985
PGENE_8T	1:Del:T:0	0.7713823024662194	0.22861769753378064
PGENE_8T	1:Del:T:1	0.024026534262399646	0.9759734657376004
PGENE_8T	1:Del:T:2	0.019046794888217637	0.9809532051117824
PGENE_8T	1:Del:T:3	0.002349839517312729	0.9976501604826873
PGENE_8T	1:Del:T:4	0.025694531160413873	0.9743054688395861
PGENE_8T	1:Del:T:5	0.8596878632519339	0.1403121367480662
PGENE_8T	1:Ins:C:0	0.15643650841710283	0.8435634915828972
PGENE_8T	1:Ins:C:1	0.044684408643099235	0.9553155913569008
PGENE_8T	1:Ins:C:2	0.024498251026262317	0.9755017489737378
PGENE_8T	1:Ins:C:3	0.023281709021154055	0.976718290978846
PGENE_8T	1:Ins:C:4	0.0018176138180500412	0.99818238618195
PGENE_8T	1:Ins:C:5	0.06677543095659565	0.9332245690434043
PGENE_8T	1:Ins:T:0	0.3756168497375361	0.6243831502624638
PGENE_8T	1:Ins:T:1	0.05426251043780107	0.945737489562199
PGENE_8T	1:Ins:T:2	0.17047122240231394	0.8295287775976861
PGENE_8T	1:Ins:T:3	0.1354390403152298	0.8645609596847703
PGENE_8T	1:Ins:T:4	0.10466357871925161	0.8953364212807483
PGENE_8T	1:Ins:T:5	0.9998276477597295	0.0001723522402704245
PGENE_8T	2:Del:R:0	0.9104246109931555	0.08957538900684447
PGENE_8T	2:Del:R:1	0.004244368633886141	0.9957556313661139
PGENE_8T	2:Del:R:2	0.005591380468239858	0.9944086195317602
PGENE_8T	2:Del:R:3	0.8323161718426881	0.16768382815731178
PGENE_8T	2:Del:R:4	0.0009823967200075373	0.9990176032799924
PGENE_8T	2:Del:R:5	0.9025064075927813	0.09749359240721868
PGENE_8T	3:Del:R:0	0.6165451665124596	0.3834548334875403
PGENE_8T	3:Del:R:1	0.45442874528566735	0.5455712547143328
PGENE_8T	3:Del:R:2	0.0656297305545549	0.9343702694454452
PGENE_8T	3:Del:R:3	0.7713823024662194	0.22861769753378064
PGENE_8T	3:Del:R:4	0.0009403723415569911	0.9990596276584431
PGENE_8T	3:Del:R:5	0.7713823024662194	0.22861769753378064
PGENE_8T	4:Del:R:0	0.17182573970030532	0.8281742602996947
PGENE_8T	4:Del:R:1	0.004207724885021005	0.9957922751149789
PGENE_8T	4:Del:R:2	0.8552008922645564	0.14479910773544344
PGENE_8T	4:Del:R:3	0.7713823024662194	0.22861769753378064
PGENE_8T	4:Del:R:4	0.7713823024662194	0.22861769753378064
PGENE_8T	4:Del:R:5	0.7713823024662194	0.22861769753378064
PGENE_8T	5:Del:R:0	0.015205828383406152	0.9847941716165939
PGENE_8T	5:Del:R:1	0.0008760612723951654	0.9991239387276049
PGENE_8T	5:Del:R:2	0.7713823024662194	0.22861769753378064
PGENE_8T	5:Del:R:3	0.7713823024662194	0.22861769753378064
PGENE_8T	5:Del:R:4	0.7713823024662194	0.22861769753378064
PGENE_8T	5:Del:R:5	0.7713823024662194	0.22861769753378064
PGENE_8T	2:Ins:R:0	0.286030787458097	0.7139692125419029
PGENE_8T	2:Ins:R:1	0.0013621968931814882	0.9986378031068185
PGENE_8T	2:Ins:R:2	0.28156539239057515	0.7184346076094249
PGENE_8T	2:Ins:R:3	0.06530704667079017	0.9346929533292099
PGENE_8T	2:Ins:R:4	0.3097946088294793	0.6902053911705206
PGENE_8T	2:Ins:R:5	0.6093473635117557	0.39065263648824433
PGENE_8T	3:Ins:R:0	0.22194172731527653	0.7780582726847235
PGENE_8T	3:Ins:R:1	0.015702078389093536	0.9842979216109065
PGENE_8T	3:Ins:R:2	0.12947028039512543	0.8705297196048746
PGENE_8T	3:Ins:R:3	0.7713823024662194	0.22861769753378064
PGENE_8T	3:Ins:R:4	0.021955358151499973	0.9780446418484999
PGENE_8T	3:Ins:R:5	0.22706239573504217	0.772937604264958
PGENE_8T	4:Ins:R:0	0.017760345060983646	0.9822396549390163
PGENE_8T	4:Ins:R:1	0.0006487292615953999	0.9993512707384047
PGENE_8T	4:Ins:R:2	0.005785157268966857	0.994214842731033
PGENE_8T	4:Ins:R:3	0.7713823024662194	0.22861769753378064
PGENE_8T	4:Ins:R:4	0.02119458206255777	0.9788054179374422
PGENE_8T	4:Ins:R:5	0.0014702867488587672	0.9985297132511411
PGENE_8T	5:Ins:R:0	0.009382348796590216	0.9906176512034098
PGENE_8T	5:Ins:R:1	0.014446930294515105	0.9855530697054848
PGENE_8T	5:Ins:R:2	0.0005468789366317323	0.9994531210633683
PGENE_8T	5:Ins:R:3	0.8253045130561408	0.17469548694385917
PGENE_8T	5:Ins:R:4	0.00022899161841267396	0.9997710083815874
PGENE_8T	5:Ins:R:5	0.0010337362941803213	0.9989662637058198
