Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	8.392	64.318	2.652	45.85	0.535
2	7.247	60.043	2.475	44.03	0.477
3	8.274	70.685	2.712	49.467	0.593
4	8.043	65.868	2.725	44.866	0.518
5	7.686	65.677	2.57	44.82	0.575
6	7.941	58.658	2.534	41.558	0.484
7	7.364	57.741	2.368	40.783	0.453
8	8.409	63.438	2.689	43.525	0.558
9	8.318	70.547	2.667	46.552	0.641
10	8.288	66.082	2.663	44.579	0.581
11	8.425	65.75	2.659	44.96	0.565
12	9.468	64.848	3.135	43.197	0.542
13	8.612	62.34	2.785	41.644	0.491
14	7.933	64.309	2.613	46.255	0.552
15	9.031	64.648	3.001	44.653	0.526
16	8.183	69.388	2.708	46.622	0.578
17	7.617	64.188	2.558	43.448	0.53
18	8.398	63.332	2.702	43.531	0.539
19	7.235	59.277	2.387	39.347	0.495
20	7.364	65.87	2.436	45.201	0.528
21	7.782	62.511	2.56	44.162	0.543
22	8.752	64.925	2.81	44.824	0.555
23	9.372	68.038	3.215	44.593	0.555
24	9.003	63.27	2.818	44.511	0.503
25	7.947	64.288	2.518	44.824	0.522
26	8.94	63.3	2.889	42.603	0.497
27	7.786	63.34	2.589	43.206	0.539
28	7.823	64.471	2.638	45.146	0.526
29	7.871	61.663	2.654	43.492	0.508
30	8.561	67.397	2.733	47.464	0.569
31	10.721	62.677	3.369	45.045	0.469
32	8.424	61.289	2.682	43.432	0.513
33	7.658	65.942	2.557	44.289	0.524
34	7.895	66.822	2.674	46.01	0.54
35	8.394	68.898	2.865	46.619	0.55
36	7.782	64.092	2.591	44.147	0.51
37	7.559	63.086	2.521	43.67	0.53
38	7.39	59.298	2.354	39.893	0.497
39	8.159	65.827	2.676	44.779	0.534
40	7.982	61.935	2.606	43.603	0.503
41	7.782	63.882	2.6	44.532	0.545
42	8.158	60.265	2.671	42.161	0.498
43	7.491	62.288	2.679	44.436	0.524
44	8.294	65.663	2.647	44.851	0.55
45	7.327	65.18	2.513	45.331	0.563
46	7.948	65.398	2.635	46.056	0.545
47	8.857	67.942	2.926	47.425	0.546
48	7.909	65.925	2.708	46.009	0.513
49	8.154	65.434	2.563	44.106	0.573
50	7.739	64.958	2.541	44.874	0.536
51	7.844	62.418	2.602	43.689	0.506
52	8.5	67.889	2.77	45.653	0.584
53	7.906	65.403	2.602	45.691	0.564
54	7.779	66.731	2.57	46.656	0.525
55	7.689	63.9	2.566	44.184	0.535
56	8.032	61.611	2.614	41.993	0.534
57	8.406	68.745	2.901	46.442	0.556
58	7.147	61.401	2.44	44.61	0.494
59	9.108	69.784	2.83	47.476	0.543
60	7.799	62.593	2.498	43.036	0.551
61	7.792	66.5	2.532	44.196	0.574
62	7.508	62.051	2.435	43.931	0.49
63	7.17	63.33	2.396	43.647	0.542
64	9.205	69.406	2.988	47.953	0.592
65	8.158	55.767	2.563	41.039	0.43
66	9.139	69.199	3.045	46.967	0.576
67	8.291	63.542	2.565	42.741	0.543
68	8.245	68.606	2.703	46.69	0.566
69	7.537	59.936	2.528	42.752	0.487
70	7.811	65.385	2.608	44.852	0.536
71	8.027	59.285	2.577	42.749	0.506
72	7.5	62.378	2.507	43.063	0.531
73	8.44	63.984	2.633	42.265	0.534
74	9.868	67.724	3.138	45.537	0.51
75	8.051	70.501	2.738	48.94	0.571
76	8.296	67.989	2.658	46.298	0.583
77	7.662	60.023	2.416	41.734	0.489
78	7.992	65.842	2.603	44.445	0.554
79	7.949	64.413	2.71	43.57	0.533
80	7.764	66.851	2.675	46.662	0.524
81	8.243	63.665	2.721	44.293	0.532
82	8.326	64.07	2.669	44.502	0.544
83	8.516	66.999	2.802	45.07	0.571
84	8.558	62.221	2.651	43.664	0.534
85	7.838	62.527	2.579	42.33	0.477
86	7.862	63.638	2.541	44.404	0.544
87	7.393	61.032	2.498	41.575	0.509
88	7.927	62.645	2.636	43.724	0.521
89	7.287	60.695	2.331	42.03	0.519
90	7.434	63.039	2.479	44.014	0.517
91	7.894	61.635	2.659	43.345	0.489
92	8.034	60.816	2.472	39.812	0.514
93	7.107	57.571	2.453	39.862	0.428
94	7.446	63.824	2.596	44.144	0.541
95	8.585	67.449	2.802	46.764	0.572
96	7.896	60.233	2.691	42.654	0.499
97	7.604	64.64	2.568	45.946	0.514
98	7.856	63.356	2.645	44.078	0.553
99	8.02	63.601	2.585	43.59	0.531
100	7.778	62.057	2.597	43.614	0.507
101	8.524	65.865	2.766	44.991	0.579
102	7.751	57.967	2.601	41.634	0.466
103	8.129	64.938	2.794	45.989	0.534
104	8.108	59.613	2.546	41.868	0.483
105	9.254	65.492	3.028	45.639	0.5
106	7.828	66.568	2.686	45.636	0.583
107	9.038	64.929	2.982	46.364	0.52
108	8.258	63.879	2.707	44.967	0.559
109	7.553	62.425	2.64	44.697	0.491
110	7.833	66.584	2.566	45.485	0.554
111	7.821	62.928	2.622	46.192	0.509
112	8.088	61.964	2.75	43.759	0.492
113	8.167	65.024	2.689	44.638	0.536
114	9.28	66.115	3.02	44.714	0.525
115	7.919	62.393	2.66	43.757	0.485
116	7.985	68.653	2.721	46.71	0.556
117	9.746	67.888	3.053	45.642	0.537
118	9.102	64.337	2.96	42.935	0.501
119	8.899	72.074	2.905	49.395	0.585
120	8.295	61.244	2.658	43.253	0.493
121	8.287	63.072	2.693	44.184	0.492
122	8.367	66.823	2.701	45.175	0.543
123	9.192	66.299	2.853	45.539	0.554
124	7.486	62.458	2.561	43.706	0.532
125	8.365	58.163	2.634	41.02	0.47
126	8.111	58.333	2.655	40.255	0.5
127	7.672	65.279	2.613	44.533	0.539
128	7.814	64.501	2.552	43.619	0.515
129	9.07	63.473	2.812	44.199	0.501
130	7.428	63.242	2.566	44.243	0.56
131	9.339	70.223	3.024	47.68	0.558
132	8.534	67.169	2.717	45.335	0.557
133	7.974	61.635	2.498	44.183	0.492
134	9.571	69.428	3.339	47.411	0.571
135	7.859	63.625	2.599	44.365	0.535
136	8.419	69.504	2.84	47.331	0.554
137	7.264	60.286	2.348	41.86	0.516
138	7.784	57.161	2.592	39.796	0.439
139	7.847	63.497	2.462	42.531	0.545
140	7.645	60.223	2.673	43.52	0.446
141	7.633	63.315	2.515	44.026	0.542
142	8.46	62.029	2.767	44.034	0.504
143	7.483	66.167	2.485	45.696	0.547
144	7.563	61.902	2.538	42.812	0.478
145	7.013	62.087	2.478	44.663	0.496
146	8.283	65.403	2.655	45.401	0.537
147	7.297	61.709	2.398	43.348	0.51
148	8.805	63.872	2.834	46.177	0.52
149	7.674	66.03	2.576	44.512	0.559
150	8.488	66.02	2.73	45.002	0.553
151	7.947	64.582	2.637	44.527	0.52
152	8.382	66.178	2.85	46.751	0.524
153	9.565	68.916	3.028	46.305	0.535
154	8.995	63.533	2.86	43.584	0.485
155	7.944	58.181	2.59	41.799	0.452
156	8.988	64.362	2.823	43.609	0.514
157	7.512	62.687	2.622	44.54	0.503
158	8.049	62.005	2.775	43.838	0.483
159	8.305	61.864	2.68	44.321	0.476
160	7.843	61.677	2.503	42.119	0.512
161	8.502	62.151	2.665	42.562	0.505
162	7.665	60.964	2.502	42.002	0.512
163	7.86	63.469	2.596	43.663	0.515
164	8.318	71.035	2.817	49.463	0.583
165	7.353	61.486	2.425	40.626	0.493
166	8.563	69.746	2.87	47.676	0.603
167	8.257	65.557	2.697	45.584	0.55
168	7.025	55.429	2.247	37.958	0.47
169	7.782	65.79	2.672	45.08	0.551
170	9.472	69.241	3.102	46.271	0.539
171	8.116	67.121	2.629	46.034	0.523
172	7.956	65.831	2.682	45.494	0.504
173	7.505	62.902	2.614	43.167	0.549
174	7.75	67.41	2.635	45.803	0.543
175	8.266	67.035	2.727	45.279	0.588
176	7.366	60.596	2.458	43.004	0.484
177	8.971	72.737	3.007	49.735	0.603
178	8.359	68.0	2.772	46.236	0.573
179	7.842	66.548	2.682	44.755	0.561
180	7.561	58.284	2.586	41.071	0.471
181	7.768	62.789	2.597	43.264	0.514
182	7.302	57.074	2.402	39.164	0.464
183	8.158	67.382	2.763	47.521	0.602
184	7.867	64.767	2.688	44.753	0.51
185	7.145	60.612	2.381	41.42	0.51
186	8.72	67.417	2.802	47.082	0.51
187	7.79	63.539	2.639	45.48	0.502
188	8.032	59.349	2.676	41.953	0.484
189	8.269	68.782	2.744	45.784	0.568
190	9.52	66.187	3.234	44.501	0.558
191	8.704	62.753	2.788	44.087	0.523
192	8.748	65.198	2.868	45.727	0.498
193	9.634	66.137	3.008	44.938	0.526
194	7.392	59.391	2.487	41.869	0.51
195	9.068	58.253	2.91	40.502	0.478
196	8.311	65.745	2.709	44.903	0.571
197	9.844	73.319	3.446	48.882	0.588
198	8.478	67.193	2.779	45.899	0.542
199	7.39	58.951	2.459	41.566	0.48
200	8.189	66.32	2.598	45.323	0.556
201	7.7	63.995	2.531	43.761	0.54
202	7.747	67.038	2.614	46.191	0.548
203	8.474	60.894	2.801	40.1	0.495
204	7.763	61.008	2.604	42.278	0.491
205	9.238	66.042	2.922	43.654	0.541
206	7.555	61.929	2.573	42.444	0.498
207	8.004	67.264	2.817	48.563	0.566
