Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	15.576	94.194	4.5	58.701	0.97
2	14.299	88.414	3.857	53.892	0.917
3	14.309	93.308	3.89	56.134	0.959
4	15.367	96.392	4.271	57.69	0.994
5	14.19	93.79	3.878	56.968	0.956
6	13.973	85.232	3.861	51.817	0.873
7	15.461	90.75	4.314	55.495	0.892
8	15.113	88.778	4.423	55.601	0.9
9	14.286	90.601	3.921	55.057	0.945
10	14.89	96.958	4.129	59.815	0.99
11	14.817	88.867	4.149	54.609	0.864
12	13.735	89.548	3.749	54.67	0.934
13	14.033	92.307	3.88	56.269	0.941
14	14.215	93.744	3.9	57.152	0.979
15	14.585	89.015	3.962	54.907	0.925
16	14.518	90.945	4.239	57.539	0.951
17	14.769	90.342	4.016	53.875	0.914
18	15.022	92.38	4.25	56.764	0.951
19	13.686	95.86	3.76	57.359	1.014
20	15.372	99.352	4.265	59.926	1.017
21	14.765	96.266	4.048	59.69	1.022
22	14.67	91.894	4.148	56.123	0.933
23	14.417	90.575	3.915	56.688	0.909
24	14.616	93.905	4.066	58.461	0.976
25	14.332	94.458	4.201	59.564	1.015
26	14.86	92.414	4.052	56.805	0.962
27	14.263	91.933	3.785	55.014	0.95
28	14.74	93.781	3.965	56.493	0.913
29	14.716	96.556	4.348	59.856	1.001
30	15.313	95.3	4.2	57.349	0.973
31	14.071	91.242	4.0	56.26	0.937
32	15.006	93.391	3.964	56.468	0.925
33	14.768	89.5	4.047	55.173	0.889
34	14.255	92.227	3.905	57.285	0.936
35	14.122	90.653	3.745	55.632	0.928
36	13.281	88.464	3.806	55.956	0.921
37	14.772	94.061	4.052	57.751	0.987
38	14.039	94.047	3.859	58.452	0.988
39	14.429	94.404	4.012	57.981	0.935
40	14.578	97.282	4.074	60.851	1.058
41	14.152	91.147	3.812	55.938	0.934
42	14.399	91.08	4.259	55.607	0.929
43	15.137	95.491	4.228	58.421	0.985
44	13.844	89.249	3.752	54.077	0.922
45	15.108	94.482	4.065	57.362	0.955
46	13.726	89.846	3.636	54.833	0.92
47	15.495	93.554	4.194	57.579	0.973
48	14.817	98.642	3.932	59.27	1.026
49	14.278	93.526	4.032	58.202	0.913
50	14.126	93.98	3.844	57.164	0.963
51	14.483	92.874	4.059	56.86	0.937
52	14.524	90.884	4.012	55.962	0.924
53	15.912	100.777	4.402	59.662	1.049
54	14.645	91.201	4.012	55.871	0.933
55	14.34	91.31	4.138	56.029	0.898
56	14.272	95.147	3.869	57.033	0.973
57	14.917	97.533	4.134	60.747	0.994
58	15.421	96.232	4.24	60.44	0.965
59	14.242	91.562	3.897	56.331	0.935
60	14.254	89.025	3.88	52.446	0.911
61	14.92	92.185	4.209	57.604	0.974
62	14.476	94.197	4.051	57.838	1.015
63	14.355	89.765	3.994	54.322	0.867
64	14.592	92.517	4.044	58.586	0.959
65	15.367	98.795	4.15	59.48	0.992
66	14.022	91.174	3.968	56.09	0.955
67	15.352	97.434	4.38	58.893	0.997
68	15.372	97.041	4.137	58.769	0.977
69	15.509	99.83	4.224	59.739	1.06
70	14.393	93.639	3.877	58.182	0.987
71	14.038	93.459	3.918	57.09	0.967
72	14.494	91.755	3.851	55.307	0.947
73	15.105	100.581	4.056	58.336	1.048
74	15.619	95.375	4.429	58.459	0.977
75	13.809	90.077	3.82	55.176	0.946
76	14.645	95.146	4.095	57.782	0.991
77	14.499	94.004	4.044	56.325	1.003
78	16.203	97.977	4.319	58.966	0.997
79	14.534	93.158	3.943	56.756	0.98
80	14.47	92.185	3.899	55.867	0.995
81	16.213	96.274	4.508	58.748	0.983
82	15.772	96.811	4.193	58.113	0.973
83	15.852	98.027	4.381	60.539	0.994
84	14.223	93.445	3.971	57.1	0.962
85	15.468	90.941	4.131	55.755	0.906
86	14.958	93.683	4.087	56.4	0.962
87	14.46	90.727	3.827	55.532	0.937
88	14.462	97.015	3.851	58.194	1.012
89	14.005	94.355	3.788	58.358	0.976
90	15.208	96.604	4.218	59.571	1.009
91	15.314	99.693	4.351	62.76	1.051
92	14.629	93.684	3.955	57.595	0.922
93	14.833	92.855	3.874	57.691	0.997
94	14.803	94.622	4.01	57.432	0.97
95	15.002	97.717	3.989	59.016	1.026
96	15.022	93.109	4.246	56.325	0.988
97	13.705	90.376	3.839	55.433	0.939
98	14.918	101.353	3.92	61.25	1.094
99	14.815	96.15	4.178	59.754	1.009
100	14.179	93.111	3.881	56.181	0.955
101	14.42	89.548	3.877	56.312	0.931
102	14.013	87.651	3.912	53.507	0.876
103	14.711	94.124	4.106	57.212	0.981
104	14.805	90.415	4.119	56.154	0.906
105	14.172	93.448	3.823	58.187	0.95
106	15.672	95.895	4.309	58.686	0.949
107	14.501	98.082	3.998	58.319	1.02
108	14.544	96.437	3.96	57.933	0.981
109	15.151	95.136	4.101	57.431	0.964
110	14.452	93.497	3.939	57.538	0.962
111	14.547	91.486	3.92	57.427	0.928
112	13.702	89.295	3.673	54.162	0.897
113	15.555	95.574	4.218	55.71	0.969
114	16.236	95.571	4.539	56.658	0.951
115	14.819	93.274	4.127	56.56	0.905
116	14.896	99.131	4.001	58.622	1.048
117	16.293	104.796	4.582	62.772	1.092
118	14.442	92.756	4.027	55.864	0.968
119	14.993	94.795	3.969	57.587	0.927
120	13.34	91.367	3.669	55.075	0.93
121	14.183	95.796	4.004	60.164	1.005
122	13.878	92.323	3.889	54.891	0.958
123	14.935	92.654	4.136	56.748	0.943
124	14.648	98.125	4.006	59.527	0.992
125	14.746	92.158	3.937	57.234	0.922
126	14.863	91.554	3.845	56.147	0.951
127	15.541	92.646	4.177	56.464	0.933
128	13.528	85.078	3.737	52.469	0.835
129	14.66	91.903	3.982	56.12	0.927
130	13.812	87.079	3.805	53.854	0.858
131	13.996	92.805	3.901	55.827	0.979
132	15.034	100.619	4.17	61.798	1.037
133	15.518	92.173	4.172	54.196	0.952
134	14.672	97.194	3.972	58.012	1.018
135	15.033	93.807	4.001	58.679	0.98
136	13.763	88.395	3.793	53.554	0.946
137	14.002	93.491	4.024	58.085	0.982
138	13.728	89.337	3.86	55.188	0.951
139	15.083	91.032	4.034	54.157	0.938
140	14.656	94.844	4.048	59.279	1.018
141	14.845	93.854	3.972	56.577	0.99
142	15.326	90.835	4.098	55.247	0.89
143	15.382	97.322	4.499	58.668	0.996
144	15.11	95.325	4.243	59.558	0.96
145	15.366	97.056	4.312	58.997	0.982
146	14.738	91.406	4.221	56.654	0.916
147	14.084	92.37	3.765	56.586	0.967
148	15.629	97.801	4.231	58.494	1.052
149	14.76	92.986	3.882	56.087	0.94
150	15.014	89.375	4.282	54.309	0.913
151	14.568	86.862	3.885	53.623	0.854
152	14.315	94.696	3.922	57.886	0.985
153	15.285	93.889	4.206	57.629	0.955
154	13.545	91.582	3.753	55.88	0.954
155	14.284	92.197	4.063	56.747	0.966
156	16.201	96.691	4.46	58.242	0.999
157	14.657	89.756	3.929	55.358	0.914
158	15.37	94.085	4.045	58.778	0.994
159	15.277	95.865	4.349	57.697	0.971
160	16.503	98.425	4.787	59.769	1.022
