Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	357.605	35.433	54.203	27.308	0.216
2	360.78	37.709	54.813	28.444	0.239
3	371.751	38.836	57.413	29.093	0.257
4	360.922	40.298	55.627	29.585	0.291
5	347.08	39.172	52.963	29.139	0.274
6	355.837	39.917	54.317	30.034	0.274
7	360.572	39.11	56.481	29.291	0.265
8	360.166	39.408	54.947	29.639	0.263
9	374.212	40.391	57.296	30.553	0.283
10	366.863	40.255	56.812	29.863	0.278
11	362.895	38.57	55.89	28.715	0.261
12	363.16	38.827	56.382	28.847	0.26
13	369.503	39.93	56.95	29.686	0.274
14	361.918	40.546	55.971	30.067	0.295
15	353.164	39.509	54.501	29.147	0.268
16	359.67	39.986	55.39	30.256	0.28
17	365.289	41.479	56.336	30.406	0.298
18	350.297	39.865	52.435	28.94	0.281
19	362.845	40.578	55.535	30.519	0.298
20	362.232	37.736	55.866	28.389	0.247
21	356.455	39.586	52.976	29.284	0.27
22	358.532	38.974	54.479	29.345	0.272
23	362.652	35.423	55.648	27.186	0.219
24	358.976	40.19	54.242	29.467	0.282
25	348.101	39.978	53.007	30.074	0.291
26	361.467	39.398	55.348	28.946	0.271
27	364.219	40.405	55.406	29.754	0.279
28	356.216	39.195	54.229	29.277	0.272
29	352.555	39.161	53.068	28.77	0.268
30	341.308	39.957	51.979	29.864	0.284
31	357.157	39.431	54.456	29.331	0.266
32	361.166	39.187	55.292	29.292	0.263
33	353.567	39.12	52.673	29.186	0.26
34	368.579	36.518	57.53	28.543	0.235
35	365.36	38.627	55.017	29.058	0.256
36	363.861	40.39	55.259	30.08	0.283
37	350.927	39.623	53.626	29.812	0.279
38	350.888	40.347	53.302	29.931	0.278
39	356.14	39.47	53.176	29.336	0.278
40	354.6	40.26	53.832	29.829	0.287
41	364.434	39.816	54.331	29.334	0.273
42	363.475	36.03	55.809	27.963	0.222
43	361.585	40.348	54.247	30.002	0.286
44	374.284	39.932	57.086	29.761	0.283
45	364.324	36.627	57.438	28.201	0.23
46	359.392	39.521	55.374	29.348	0.265
47	357.48	39.672	53.674	29.367	0.278
48	360.947	39.544	53.287	29.284	0.276
49	346.648	39.414	52.923	29.56	0.276
50	363.636	38.987	54.593	28.666	0.262
51	359.879	39.793	54.8	29.671	0.279
52	360.184	39.094	55.692	29.497	0.276
53	363.438	37.425	55.34	28.263	0.239
54	356.52	40.103	53.337	29.522	0.286
55	354.924	39.738	55.474	30.125	0.281
56	340.115	39.211	51.238	29.004	0.268
57	361.96	39.52	56.074	29.486	0.274
58	361.013	40.117	54.153	29.776	0.28
59	363.74	36.094	55.026	27.833	0.227
60	356.047	40.421	54.638	30.015	0.289
61	362.706	39.813	55.356	29.638	0.276
62	369.626	35.603	56.386	27.426	0.217
63	361.658	38.055	54.112	28.203	0.249
64	352.309	40.298	52.903	29.835	0.288
65	366.401	39.761	56.639	29.948	0.277
66	369.753	35.564	56.74	27.389	0.223
67	364.341	40.274	56.253	29.934	0.288
68	366.401	35.968	55.639	28.156	0.216
69	355.624	39.024	53.945	29.233	0.263
70	366.663	39.146	57.829	29.163	0.262
71	376.869	37.41	59.22	28.708	0.236
72	360.917	40.897	54.935	30.377	0.291
73	358.997	39.195	54.267	29.217	0.265
74	388.967	37.78	61.401	28.934	0.248
75	364.393	40.43	54.692	30.262	0.285
76	355.468	35.769	55.211	27.708	0.226
77	353.972	40.403	54.167	29.759	0.284
78	354.623	39.161	54.639	28.833	0.268
79	364.9	39.566	58.384	29.804	0.279
80	363.934	40.982	56.289	30.245	0.291
81	358.603	35.807	54.126	27.682	0.23
82	369.544	39.767	56.646	29.818	0.279
83	367.578	39.843	56.218	29.788	0.275
84	361.657	40.137	55.064	29.874	0.283
85	354.383	39.876	52.823	29.749	0.275
86	361.791	39.128	55.577	28.811	0.263
87	365.69	39.443	55.167	28.921	0.278
88	363.475	39.533	55.029	29.392	0.271
89	366.443	39.392	55.922	29.802	0.274
90	350.674	39.78	51.763	29.543	0.276
91	374.214	35.716	57.867	27.857	0.221
92	364.366	40.851	55.949	30.266	0.287
93	372.024	40.832	56.399	30.603	0.287
94	363.465	39.384	56.363	29.704	0.274
95	354.341	40.223	54.118	29.774	0.277
96	356.209	38.999	54.419	29.08	0.271
