Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	15.05	95.349	3.962	57.376	1.062
2	15.896	94.955	4.254	56.933	1.033
3	15.427	95.295	4.178	57.417	1.051
4	15.271	99.142	4.071	58.958	1.096
5	16.267	103.933	4.523	62.514	1.117
6	16.636	98.527	4.638	59.028	1.01
7	15.686	102.48	4.381	62.689	1.107
8	15.321	95.478	4.066	57.593	1.03
9	15.162	94.821	3.913	57.052	1.039
10	15.542	99.737	4.059	60.254	1.087
11	16.436	101.056	4.312	60.507	1.139
12	16.655	96.348	4.543	56.59	1.037
13	16.43	99.828	4.369	60.34	1.048
14	16.241	101.563	4.403	58.456	1.06
15	15.635	98.223	4.082	58.312	1.083
16	15.021	97.149	3.925	57.032	1.068
17	15.696	96.206	4.002	58.154	1.018
18	16.478	98.864	4.43	58.671	1.002
19	16.092	99.889	4.296	60.609	1.091
20	16.587	100.566	4.48	59.306	1.041
21	14.815	95.282	3.985	56.557	1.007
22	17.43	99.391	4.917	60.63	1.024
23	15.974	100.353	4.404	60.312	1.088
24	17.171	101.227	4.673	60.21	1.087
25	16.533	98.959	4.547	59.293	1.054
26	15.755	96.053	4.167	58.382	1.037
27	15.926	96.943	4.299	58.515	1.079
28	16.453	98.038	4.442	59.452	1.05
29	16.235	97.587	4.346	59.768	1.049
30	16.574	100.975	4.604	60.539	1.059
31	16.554	97.919	4.584	60.049	1.013
32	15.31	98.017	4.069	58.793	1.06
33	15.542	98.761	4.119	61.049	1.05
34	16.232	97.565	4.359	59.82	1.04
35	16.719	99.43	4.503	60.771	1.062
36	16.198	99.906	4.471	60.115	1.055
37	15.122	92.879	4.029	55.895	0.965
38	15.544	99.048	4.195	60.371	1.05
39	15.78	98.241	4.257	58.847	1.036
40	14.873	93.707	4.057	56.306	1.014
41	15.54	93.621	4.075	55.992	1.041
42	14.951	97.605	3.948	58.18	1.041
43	16.997	103.425	4.515	61.436	1.103
44	15.439	92.171	4.323	55.461	0.919
45	16.815	94.783	4.669	59.598	0.998
46	16.194	101.383	4.318	59.566	1.036
47	16.537	97.267	4.343	58.326	1.041
48	16.409	100.259	4.323	60.522	1.048
49	15.403	97.451	4.163	56.419	1.058
50	16.101	104.273	4.306	61.489	1.126
51	17.225	98.217	4.902	59.236	0.995
52	16.677	98.781	4.635	59.469	1.045
53	15.659	98.434	4.098	58.977	1.042
54	16.529	99.9	4.625	60.762	1.037
55	15.965	103.522	4.322	62.629	1.125
56	17.433	97.99	4.916	59.666	1.045
57	15.963	100.17	4.355	60.333	1.082
58	16.682	101.217	4.53	61.823	1.061
59	16.376	100.929	4.37	60.818	1.066
60	16.022	99.389	4.29	58.804	1.078
