Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	385.554	41.164	58.458	30.035	0.286
2	381.795	41.091	59.267	31.207	0.301
3	384.496	40.498	58.638	30.799	0.279
4	390.051	40.754	61.078	30.407	0.281
5	376.617	40.767	57.405	30.539	0.293
6	373.907	40.321	57.302	30.627	0.289
7	384.488	40.594	58.455	29.905	0.284
8	386.198	41.387	59.334	30.64	0.29
9	382.429	41.111	57.571	30.264	0.291
10	381.233	39.3	59.246	29.416	0.268
11	385.974	40.004	60.103	30.054	0.284
12	383.613	41.022	59.46	30.757	0.292
13	387.59	40.201	59.339	30.51	0.274
14	381.732	39.92	59.262	29.753	0.269
15	385.989	39.506	60.611	29.464	0.263
16	384.952	40.607	58.567	30.5	0.285
17	371.405	40.688	58.201	30.389	0.292
18	377.039	42.204	57.905	31.275	0.31
19	389.094	41.044	60.133	30.332	0.292
20	383.02	41.424	57.942	30.523	0.291
21	386.122	41.143	59.5	30.879	0.291
22	377.09	41.09	57.281	30.649	0.294
23	385.555	41.081	59.177	30.424	0.298
24	387.543	41.026	61.195	30.876	0.291
25	379.09	40.903	58.189	30.584	0.286
26	369.194	40.723	55.92	30.065	0.284
27	372.728	40.034	58.062	29.944	0.277
28	368.26	40.759	55.441	29.948	0.29
29	383.84	40.902	59.165	30.961	0.29
30	382.273	41.678	57.783	31.03	0.293
31	372.217	40.269	56.829	29.734	0.275
32	391.198	39.52	60.247	29.77	0.259
33	384.703	41.062	58.632	30.375	0.289
34	387.762	41.074	60.637	30.425	0.293
35	370.144	40.116	56.001	29.679	0.274
36	380.131	40.628	57.804	30.392	0.28
37	370.182	40.144	55.652	29.99	0.276
38	375.623	40.764	57.956	30.097	0.287
39	377.59	39.806	60.32	30.333	0.273
40	383.001	41.13	59.107	30.423	0.296
41	386.39	40.56	60.214	30.382	0.282
42	377.654	40.501	56.641	29.717	0.278
43	374.996	40.405	56.915	29.826	0.274
44	378.827	40.642	55.813	30.494	0.283
45	380.774	40.123	57.888	30.137	0.283
46	373.824	40.154	57.851	30.144	0.278
47	379.492	40.836	59.138	30.643	0.291
48	389.107	40.578	60.81	30.327	0.277
49	379.259	41.546	58.363	30.851	0.297
50	377.025	39.83	57.272	29.678	0.27
51	379.975	40.067	57.666	29.926	0.27
52	375.904	40.924	58.276	30.154	0.293
53	375.882	41.024	58.238	30.651	0.289
54	383.785	40.231	59.637	30.341	0.279
55	374.899	40.451	57.361	30.319	0.293
56	382.817	41.298	58.516	30.766	0.295
57	390.723	40.074	61.177	30.293	0.28
58	373.456	40.914	56.935	30.021	0.294
59	383.957	39.478	59.079	29.66	0.266
60	379.979	41.088	58.094	30.645	0.3
61	380.856	39.927	58.43	30.172	0.27
62	376.136	39.867	57.231	29.751	0.272
63	375.559	40.327	58.229	29.959	0.278
64	373.553	39.928	57.363	29.711	0.271
65	385.416	41.704	58.553	30.649	0.302
66	390.747	41.367	60.748	31.092	0.297
67	380.693	41.904	59.316	30.881	0.308
68	372.472	40.728	57.392	30.607	0.288
69	385.625	40.564	61.846	30.479	0.283
70	380.531	39.648	59.046	29.521	0.265
71	376.691	41.698	56.014	30.735	0.296
72	386.59	40.176	61.35	30.325	0.279
73	378.905	40.664	59.506	30.308	0.286
74	380.875	40.529	58.874	29.805	0.272
75	372.432	40.543	57.672	30.589	0.285
76	387.597	39.927	59.557	29.762	0.265
77	374.677	41.144	59.299	30.67	0.294
78	388.57	41.151	59.68	30.591	0.288
79	378.748	39.582	58.006	29.403	0.264
80	383.767	40.657	59.322	30.449	0.274
81	387.002	41.489	59.0	30.656	0.292
82	380.812	40.836	59.095	30.538	0.295
83	384.095	40.465	58.148	29.982	0.279
84	379.348	41.511	57.312	30.745	0.298
85	373.835	40.623	56.961	30.733	0.289
86	379.53	40.133	57.858	29.896	0.278
87	373.965	40.722	56.39	30.293	0.284
88	384.885	41.899	57.761	30.933	0.299
89	392.764	41.497	59.534	30.373	0.282
90	394.479	40.791	61.161	30.576	0.29
91	376.514	41.35	57.777	30.639	0.296
92	387.433	40.786	62.412	30.081	0.279
93	378.754	40.514	58.315	30.329	0.285
94	381.062	40.546	58.585	30.04	0.283
95	376.544	40.657	58.946	29.997	0.288
96	373.743	39.609	56.929	30.381	0.274
97	368.165	40.967	55.298	30.157	0.293
98	372.454	40.758	56.372	29.973	0.286
99	384.873	39.947	59.482	29.758	0.276
100	380.681	41.73	58.718	30.901	0.296
101	380.489	40.076	57.985	29.846	0.275
102	375.043	40.731	57.002	30.312	0.29
103	377.795	41.439	56.858	30.52	0.299
104	380.009	40.284	57.225	30.156	0.278
105	372.959	40.09	57.447	29.939	0.283
106	382.285	41.004	59.58	30.571	0.292
107	389.456	40.962	59.946	30.453	0.292
108	375.909	41.512	57.53	30.533	0.291
109	376.073	39.565	58.317	29.545	0.271
110	395.363	36.908	61.496	28.994	0.225
111	377.541	40.59	58.651	30.008	0.284
112	381.227	39.756	60.683	29.894	0.262
113	376.499	41.978	56.871	30.953	0.304
114	383.374	41.779	58.688	30.802	0.307
115	378.099	41.078	58.049	30.515	0.289
116	379.148	40.61	58.042	30.011	0.284
117	382.37	41.087	59.349	30.376	0.291
118	373.785	41.49	57.702	30.516	0.297
119	371.027	40.698	56.833	30.573	0.293
120	382.316	40.656	57.211	30.063	0.288
121	387.963	40.457	60.838	30.579	0.279
122	378.81	40.674	58.377	30.052	0.288
123	389.306	41.079	59.053	30.343	0.286
124	376.972	40.386	58.01	30.482	0.284
125	383.426	40.976	60.333	30.485	0.292
126	391.332	41.265	60.645	30.655	0.288
127	385.622	41.077	58.482	30.774	0.29
128	393.053	39.838	63.027	30.2	0.272
129	382.813	40.233	58.838	29.792	0.27
130	370.828	40.441	57.247	30.275	0.285
131	388.282	40.752	58.952	30.267	0.285
132	388.764	41.071	61.111	30.466	0.287
133	381.843	40.214	57.592	29.773	0.278
134	377.512	40.557	56.873	30.193	0.282
135	378.867	40.818	59.423	30.678	0.287
136	385.727	41.305	59.352	30.835	0.292
137	380.569	40.546	59.236	29.441	0.279
138	377.799	40.93	57.2	30.346	0.286
139	390.4	36.208	61.831	28.421	0.224
140	382.899	40.776	57.845	29.915	0.286
141	394.102	40.786	61.305	30.224	0.278
142	381.494	40.452	58.309	30.291	0.289
143	380.915	40.44	59.095	30.213	0.283
144	375.377	41.83	57.215	30.84	0.302
145	388.383	40.142	60.059	30.431	0.276
146	369.537	40.538	56.213	29.943	0.292
147	395.124	40.477	61.581	30.561	0.277
148	391.747	40.924	60.824	30.79	0.285
149	382.092	40.051	57.831	29.835	0.274
150	373.693	41.316	56.427	30.225	0.29
151	375.09	39.713	57.721	29.277	0.273
152	381.104	40.599	58.455	30.291	0.278
153	387.588	40.191	59.64	30.073	0.279
154	370.614	39.14	58.01	29.904	0.268
155	377.181	41.14	57.537	30.616	0.288
156	381.457	40.252	57.326	29.92	0.278
157	379.927	40.296	58.182	29.971	0.277
158	374.478	40.573	57.517	30.156	0.283
159	367.118	40.59	54.408	30.351	0.288
160	376.286	39.481	57.752	29.562	0.271
161	388.37	40.638	59.786	29.895	0.274
162	379.714	40.491	58.201	30.264	0.281
163	380.14	40.038	59.417	29.808	0.282
164	380.241	39.752	58.97	29.794	0.274
165	384.662	40.522	57.945	30.77	0.284
166	395.951	41.067	61.451	30.791	0.291
167	385.684	40.094	59.671	29.852	0.279
168	373.159	40.176	55.973	30.06	0.286
169	391.064	40.216	60.532	30.319	0.278
170	396.257	41.423	59.876	30.313	0.283
171	385.169	41.621	58.848	30.693	0.29
172	382.26	40.82	59.691	30.215	0.281
173	379.0	41.061	57.676	30.202	0.283
174	381.582	41.177	57.75	30.891	0.282
175	391.315	40.684	60.59	30.156	0.281
176	384.445	42.052	58.7	30.792	0.298
177	368.32	41.131	55.862	30.271	0.291
178	383.097	39.885	59.482	29.829	0.261
179	386.996	40.284	59.105	30.24	0.283
180	387.817	40.271	59.972	30.139	0.278
181	380.426	41.762	59.117	30.544	0.308
182	381.138	40.589	58.68	29.911	0.28
183	373.931	41.03	57.582	30.483	0.294
184	378.327	41.089	58.62	30.448	0.294
185	372.291	41.583	57.285	30.528	0.297
186	391.982	40.895	60.442	30.114	0.282
187	393.342	42.235	59.936	31.038	0.301
188	400.333	40.769	63.854	30.996	0.282
189	386.245	39.392	59.311	29.465	0.261
190	392.051	40.774	60.693	30.643	0.287
191	374.901	40.053	56.554	29.742	0.269
192	380.952	40.487	59.512	30.128	0.278
193	385.269	41.8	62.265	31.296	0.31
194	380.873	39.878	58.799	29.757	0.277
195	387.769	41.697	60.669	31.408	0.294
196	381.625	41.046	59.174	30.665	0.291
197	378.043	39.75	58.254	30.423	0.272
198	390.579	40.042	61.23	29.771	0.267
199	374.426	40.336	56.189	29.373	0.271
200	392.251	41.318	60.632	30.696	0.286
201	386.515	40.86	59.014	30.481	0.28
202	371.732	40.475	57.473	30.278	0.279
203	384.5	41.298	59.928	30.282	0.295
204	377.656	41.157	58.029	30.87	0.293
205	374.283	40.147	57.865	30.152	0.278
206	379.137	41.708	58.238	30.672	0.308
207	378.662	40.098	57.904	30.205	0.282
208	376.679	41.68	58.315	30.632	0.296
209	382.667	41.272	59.116	30.655	0.282
210	390.031	41.16	60.029	30.647	0.289
211	379.933	40.119	59.052	30.052	0.271
212	381.019	40.416	58.071	30.086	0.28
213	396.958	41.383	60.716	30.798	0.293
214	385.622	40.637	59.453	30.441	0.279
215	386.652	40.276	59.506	30.422	0.28
216	379.163	40.059	58.14	29.519	0.272
217	380.887	40.753	58.081	30.102	0.283
218	376.8	41.122	58.631	30.703	0.3
219	377.305	40.801	58.59	30.575	0.3
220	384.753	39.222	58.975	29.626	0.255
221	385.405	40.142	60.533	30.721	0.286
222	384.523	40.628	59.246	29.997	0.287
223	393.343	41.555	60.586	30.893	0.295
224	387.693	41.232	59.004	30.443	0.287
225	375.477	40.773	58.279	30.273	0.287
226	370.404	40.607	57.026	30.4	0.29
227	388.415	40.976	60.025	30.394	0.292
228	378.166	40.274	59.879	30.313	0.275
229	387.072	39.642	59.045	29.541	0.269
230	386.507	41.285	57.877	30.8	0.291
231	381.428	41.361	58.291	30.525	0.294
232	375.761	40.627	57.569	29.955	0.28
233	374.121	39.704	58.07	29.668	0.28
234	385.169	40.301	59.173	30.384	0.28
235	369.494	40.93	56.931	30.438	0.287
236	380.779	40.341	58.558	30.133	0.281
237	388.281	41.247	60.253	30.796	0.285
238	391.541	40.902	62.085	30.867	0.293
239	391.736	40.086	59.679	30.365	0.274
240	388.96	38.443	61.095	28.876	0.251
241	379.342	41.155	58.093	30.604	0.289
242	370.431	40.959	56.85	30.404	0.29
243	376.959	41.316	57.296	30.386	0.293
244	373.782	40.556	57.087	30.145	0.289
245	382.014	41.693	58.082	30.903	0.294
246	376.608	39.944	57.094	29.74	0.284
247	376.457	40.462	58.276	30.133	0.28
248	377.369	41.08	57.924	30.244	0.286
249	380.415	39.402	58.085	29.576	0.268
250	382.051	40.816	57.448	30.279	0.286
251	382.492	40.72	58.147	30.34	0.291
252	384.688	40.351	59.372	30.45	0.282
253	384.686	41.014	59.883	30.133	0.281
254	391.574	40.618	59.706	30.379	0.276
255	378.867	41.469	58.967	30.747	0.296
256	379.453	40.96	58.862	30.502	0.287
257	379.611	40.085	58.884	29.798	0.277
258	369.0	39.568	56.427	29.479	0.264
259	372.918	39.308	57.307	29.486	0.263
260	384.527	41.042	58.886	30.39	0.284
