Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	27.58	121.164	8.459	78.957	1.556
2	28.337	124.376	8.961	80.933	1.606
3	27.677	126.947	8.627	82.229	1.682
4	27.612	123.653	8.699	83.379	1.588
5	26.991	122.836	8.113	78.427	1.573
6	27.117	119.902	8.39	79.109	1.53
7	27.33	122.501	8.703	80.44	1.616
8	27.089	125.856	8.482	82.837	1.654
9	27.539	123.164	8.276	78.343	1.574
10	27.714	123.165	8.508	81.345	1.562
11	26.436	119.593	8.458	77.627	1.587
12	28.851	127.954	8.704	84.445	1.684
13	27.423	119.334	8.675	78.616	1.503
14	27.063	122.273	8.557	81.591	1.654
15	26.133	122.102	7.857	76.12	1.646
16	26.261	120.148	7.84	76.919	1.521
17	26.576	120.444	8.292	77.807	1.569
18	27.557	122.623	8.962	83.66	1.585
19	26.758	123.576	8.738	81.558	1.659
20	26.527	120.754	8.285	79.985	1.569
21	27.076	123.54	8.353	79.13	1.659
22	27.913	130.619	8.78	86.415	1.701
23	27.696	125.466	7.913	77.754	1.685
24	27.494	125.246	8.915	83.348	1.666
25	26.61	123.295	8.135	79.662	1.624
26	27.665	124.796	8.541	79.953	1.602
27	26.684	122.702	8.2	80.262	1.575
28	27.241	123.656	8.143	81.119	1.593
29	27.316	124.838	8.704	82.07	1.664
30	26.9	125.824	8.41	83.532	1.644
31	27.342	122.998	8.194	78.052	1.557
32	26.312	114.338	8.054	72.658	1.499
33	26.892	122.545	8.376	79.82	1.577
34	25.629	122.503	7.559	77.086	1.58
35	26.452	121.268	8.212	79.387	1.617
36	26.989	122.826	8.03	78.485	1.602
37	26.683	123.591	8.317	80.792	1.64
38	26.803	126.251	8.904	86.048	1.684
39	28.467	125.593	8.594	82.81	1.609
40	26.585	123.989	8.402	81.725	1.684
41	25.962	119.49	7.826	76.708	1.571
42	26.103	120.994	8.17	78.581	1.608
43	27.387	123.945	8.632	80.694	1.688
44	27.636	127.602	8.595	85.019	1.705
45	27.107	123.634	8.228	79.303	1.627
46	27.226	121.646	8.736	79.121	1.621
47	26.137	122.804	8.342	81.916	1.568
48	27.695	123.782	9.278	86.924	1.595
49	28.391	126.479	8.992	83.292	1.58
50	27.539	124.102	8.683	82.414	1.586
51	26.418	121.164	7.929	76.656	1.595
52	27.709	123.804	8.769	81.611	1.619
53	27.294	122.817	8.992	83.623	1.615
54	26.572	118.982	7.95	73.052	1.502
55	27.684	120.977	9.252	83.529	1.553
56	27.463	124.791	8.495	82.661	1.599
57	28.071	120.732	8.831	78.828	1.568
58	26.863	124.267	8.084	78.844	1.656
59	27.132	119.835	8.633	81.338	1.568
60	27.111	125.498	8.306	82.684	1.644
61	26.654	123.7	8.029	81.148	1.609
62	26.62	122.634	8.183	78.634	1.617
63	27.557	122.122	8.639	83.866	1.573
64	28.196	122.05	9.165	81.774	1.572
65	26.678	124.718	8.628	82.559	1.637
66	28.646	125.318	9.12	82.752	1.662
67	26.611	121.768	8.23	79.02	1.596
68	27.926	121.141	9.002	80.342	1.59
69	27.964	125.493	8.83	80.734	1.628
70	27.909	122.637	8.538	80.289	1.552
71	28.331	122.45	8.791	80.564	1.54
72	27.21	124.073	8.263	80.614	1.615
73	26.288	118.423	7.817	73.799	1.512
74	28.211	124.931	8.831	82.691	1.591
75	26.945	126.406	8.218	84.101	1.635
76	26.946	122.735	7.909	77.539	1.615
77	27.037	121.29	8.674	81.164	1.587
78	26.711	116.732	8.13	75.643	1.544
79	26.634	120.984	8.345	81.006	1.575
80	27.461	125.93	8.889	84.345	1.665
81	26.631	124.317	7.922	80.68	1.672
82	27.937	123.724	8.908	83.901	1.583
83	27.098	122.91	8.471	79.362	1.633
84	25.822	119.159	8.438	78.588	1.587
85	27.434	126.917	8.614	82.238	1.691
86	26.441	121.611	8.164	79.162	1.552
87	26.599	116.225	8.029	76.546	1.468
88	26.332	120.845	8.329	78.752	1.619
89	27.711	126.521	8.542	83.944	1.649
90	27.109	125.02	8.241	81.93	1.613
91	27.004	119.823	7.868	77.015	1.504
92	26.57	117.3	7.971	75.776	1.513
93	26.263	118.635	8.265	79.091	1.544
94	27.678	126.747	8.466	82.673	1.656
95	26.406	123.601	7.955	80.045	1.681
96	27.142	127.631	8.512	83.025	1.703
97	27.274	124.361	8.274	78.99	1.626
98	27.905	129.808	8.138	80.753	1.727
99	27.355	122.333	8.615	79.632	1.608
100	26.509	123.255	7.798	79.833	1.627
101	26.952	124.799	8.31	81.046	1.62
102	27.818	121.452	8.731	80.623	1.58
103	26.743	122.756	8.308	80.197	1.584
104	26.602	122.094	8.01	78.348	1.664
105	27.691	124.232	8.246	78.809	1.631
106	27.233	124.301	8.194	80.463	1.635
107	26.813	122.174	8.146	80.608	1.536
108	26.304	120.322	8.216	77.068	1.522
109	27.864	121.927	8.975	81.492	1.672
110	26.327	122.521	8.35	81.431	1.639
111	28.565	124.212	9.147	83.945	1.645
112	26.428	123.125	8.106	80.117	1.576
113	26.687	123.624	8.016	80.545	1.614
114	27.652	123.504	8.707	81.298	1.592
115	27.156	121.075	8.353	79.6	1.571
116	28.324	124.904	8.673	82.032	1.604
117	27.867	125.769	8.584	82.807	1.662
118	27.157	120.212	8.097	74.313	1.531
119	26.394	120.629	7.88	79.765	1.55
120	28.263	125.249	9.123	83.581	1.662
121	27.464	122.85	8.882	84.514	1.6
122	28.752	126.089	9.854	87.744	1.691
123	27.352	121.23	8.266	79.504	1.564
124	26.175	121.974	8.31	80.714	1.639
125	26.851	120.498	8.251	79.622	1.607
126	26.715	120.278	8.519	81.814	1.537
127	28.497	128.856	8.955	85.185	1.729
128	26.608	120.633	8.325	79.513	1.645
129	26.863	118.967	8.436	74.512	1.531
130	26.479	123.382	8.441	82.55	1.613
131	27.32	121.326	8.769	79.292	1.566
132	26.442	117.512	8.179	76.647	1.54
133	26.422	118.533	8.527	78.063	1.498
134	26.865	121.343	7.94	78.025	1.579
135	27.508	120.538	8.89	79.028	1.554
136	27.082	123.515	8.28	78.33	1.622
137	27.331	127.588	8.479	85.718	1.717
138	27.282	124.971	8.399	83.594	1.644
139	25.892	118.737	8.034	79.627	1.567
140	27.082	119.022	8.374	79.338	1.539
141	27.318	121.696	8.608	82.408	1.618
142	26.844	123.71	8.139	80.625	1.569
143	27.21	121.916	8.438	79.51	1.507
144	27.353	121.672	8.705	81.3	1.549
145	26.93	117.862	8.533	77.977	1.427
146	27.376	122.826	8.349	80.944	1.565
147	25.943	114.766	7.88	74.29	1.465
148	25.815	116.215	8.331	74.425	1.499
149	27.678	124.004	8.49	80.611	1.558
150	26.034	119.262	7.724	74.728	1.563
151	26.991	118.465	8.579	79.085	1.5
152	27.189	120.284	8.526	80.305	1.545
153	25.211	116.118	7.821	75.619	1.506
154	27.753	124.152	8.883	84.231	1.592
