Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	97.549	8.661	27.589	4.199	0.031
2	94.881	8.299	26.071	3.92	0.03
3	93.166	8.366	25.002	3.914	0.031
4	88.237	7.914	23.359	3.612	0.031
5	89.204	7.965	24.473	3.741	0.03
6	86.833	7.747	22.047	3.488	0.03
7	93.397	8.145	24.42	3.678	0.031
8	90.367	8.045	23.857	3.64	0.032
9	94.121	8.356	26.103	3.919	0.03
10	94.967	8.558	26.117	4.226	0.03
11	92.7	8.146	25.397	3.82	0.03
12	91.631	8.242	24.908	3.846	0.031
13	88.122	7.892	23.641	3.587	0.031
14	88.009	7.831	22.642	3.509	0.031
15	92.211	8.092	23.73	3.578	0.031
16	92.889	8.22	25.567	3.83	0.03
17	85.411	7.657	21.483	3.297	0.031
18	90.124	7.982	23.898	3.596	0.03
19	94.633	8.432	26.305	4.006	0.031
20	88.038	7.874	22.304	3.462	0.031
21	89.693	8.017	23.663	3.708	0.03
22	93.46	8.227	25.534	3.829	0.031
23	94.132	8.281	26.021	3.943	0.031
24	94.447	8.392	25.805	3.923	0.031
25	92.273	8.234	24.176	3.704	0.031
26	95.288	8.481	25.337	3.92	0.032
27	92.806	8.254	24.948	3.757	0.033
28	97.846	8.534	27.23	4.057	0.031
29	91.535	7.964	24.181	3.558	0.031
30	87.393	7.758	22.09	3.396	0.031
31	94.921	8.399	27.138	4.15	0.03
32	89.308	7.897	24.169	3.651	0.03
33	87.017	7.797	22.01	3.464	0.031
34	94.319	8.311	26.028	3.933	0.031
35	88.102	7.819	22.645	3.477	0.03
36	93.597	8.307	25.657	3.92	0.031
37	90.919	8.095	23.376	3.629	0.032
38	91.452	8.103	23.826	3.586	0.031
39	90.439	8.187	24.141	3.86	0.031
40	99.01	8.867	28.352	4.304	0.032
41	90.909	8.126	24.062	3.829	0.03
42	91.883	8.2	24.463	3.806	0.031
43	87.734	7.9	22.377	3.567	0.032
44	94.351	8.352	26.031	3.927	0.032
45	92.559	8.311	25.27	3.981	0.031
46	92.079	8.196	24.564	3.82	0.031
47	91.836	8.241	24.425	3.801	0.032
48	102.059	8.978	28.83	4.338	0.033
49	87.794	7.84	23.053	3.536	0.031
50	90.518	8.12	24.134	3.811	0.03
51	88.984	7.839	23.138	3.53	0.03
52	93.603	8.309	25.044	3.862	0.031
53	93.358	8.345	23.354	3.691	0.032
54	93.876	8.219	25.611	3.817	0.031
55	92.337	8.136	24.452	3.639	0.032
56	91.572	8.137	24.871	3.732	0.031
57	89.566	8.023	24.189	3.791	0.03
58	91.485	8.075	24.595	3.721	0.031
59	97.11	8.781	27.418	4.259	0.032
60	87.702	7.705	23.163	3.435	0.031
61	90.822	8.057	23.975	3.654	0.031
62	91.522	8.184	24.254	3.77	0.032
63	95.727	8.422	26.339	3.953	0.032
64	93.143	8.188	25.054	3.769	0.031
65	92.848	8.269	25.568	3.968	0.032
66	94.202	8.489	25.975	4.017	0.032
67	91.738	8.233	25.19	3.959	0.031
68	91.064	8.08	24.796	3.748	0.03
69	94.584	8.42	24.961	3.834	0.032
70	90.012	7.963	23.644	3.591	0.031
71	89.587	7.905	22.8	3.455	0.031
72	92.419	8.276	25.685	3.964	0.029
73	94.009	8.521	25.294	4.019	0.032
74	97.85	8.662	27.725	4.199	0.031
75	86.559	7.733	22.005	3.383	0.032
76	91.353	8.14	25.214	3.844	0.031
77	92.353	8.218	25.149	3.881	0.031
78	93.895	8.365	26.022	3.984	0.031
79	89.985	7.894	23.9	3.566	0.031
80	94.212	8.408	25.86	4.047	0.032
81	90.561	8.145	23.303	3.709	0.031
82	88.618	7.849	23.411	3.524	0.03
83	90.96	7.986	24.009	3.561	0.031
84	97.154	8.624	27.726	4.209	0.031
85	93.805	8.468	25.758	4.077	0.031
86	93.014	8.396	25.31	3.973	0.031
87	95.696	8.671	26.762	4.216	0.032
88	92.895	8.242	24.794	3.771	0.032
89	100.947	8.957	28.189	4.273	0.033
90	89.213	7.901	22.533	3.506	0.03
91	86.871	7.813	21.714	3.405	0.031
92	92.966	8.267	25.788	3.92	0.031
93	98.375	8.688	27.752	4.187	0.03
94	89.737	8.004	23.996	3.73	0.031
95	91.272	8.264	25.113	4.009	0.031
96	91.105	8.147	24.408	3.822	0.031
97	87.345	7.866	22.68	3.532	0.031
98	93.69	8.279	26.058	3.939	0.031
99	92.954	8.304	25.118	3.846	0.033
100	88.995	7.894	22.922	3.518	0.031
101	88.659	7.723	23.505	3.479	0.03
102	90.06	7.95	23.193	3.525	0.031
103	94.18	8.306	26.008	3.91	0.03
104	90.569	8.087	24.763	3.791	0.031
105	90.765	8.001	23.916	3.663	0.031
106	94.491	8.276	26.169	3.914	0.03
107	93.229	8.309	25.325	3.926	0.032
108	88.506	7.887	23.614	3.627	0.03
109	89.779	7.89	23.593	3.574	0.03
110	95.447	8.51	26.137	4.013	0.032
111	92.398	8.21	24.442	3.695	0.032
112	88.91	7.986	22.176	3.465	0.032
113	90.588	7.938	22.818	3.44	0.033
114	98.592	8.752	29.032	4.376	0.031
115	92.328	8.079	24.748	3.713	0.03
116	89.054	8.119	24.011	3.811	0.031
117	94.917	8.402	26.29	3.978	0.031
118	93.187	8.343	24.783	3.824	0.032
119	85.778	7.483	21.779	3.203	0.03
120	92.737	8.261	25.049	3.871	0.032
121	89.634	7.971	23.425	3.651	0.031
122	89.26	8.045	23.955	3.749	0.03
123	90.67	8.042	23.776	3.562	0.031
124	99.183	8.896	28.384	4.436	0.033
125	91.328	8.075	24.536	3.766	0.03
126	87.611	7.75	23.002	3.512	0.03
127	93.804	8.275	25.197	3.801	0.032
128	88.672	7.961	23.082	3.604	0.03
129	94.064	8.29	25.772	3.916	0.031
130	90.694	8.022	25.109	3.788	0.03
131	92.286	8.198	25.261	3.819	0.031
132	91.076	8.1	24.49	3.837	0.031
133	94.798	8.405	25.06	3.869	0.032
134	91.222	8.253	24.24	3.835	0.032
135	86.277	7.747	21.744	3.382	0.031
136	90.906	7.944	24.284	3.633	0.03
137	89.962	7.893	24.392	3.628	0.03
138	90.954	8.029	24.281	3.626	0.031
139	91.815	8.05	23.391	3.503	0.032
140	90.528	7.97	24.051	3.617	0.03
141	90.86	8.064	24.586	3.745	0.03
142	91.521	8.171	25.406	3.806	0.032
143	92.424	8.241	24.445	3.73	0.032
144	90.504	7.984	23.946	3.647	0.032
145	92.211	8.178	24.406	3.73	0.032
146	92.084	8.154	26.426	3.995	0.031
147	91.929	8.171	24.367	3.679	0.031
148	89.884	8.003	23.72	3.703	0.03
149	95.853	8.599	26.431	4.14	0.032
150	90.154	8.107	23.991	3.781	0.03
151	88.047	7.698	23.613	3.467	0.03
152	92.259	8.368	25.319	4.002	0.032
153	95.931	8.513	26.82	4.136	0.032
154	93.889	8.129	25.241	3.666	0.03
155	88.79	7.812	23.161	3.487	0.03
156	88.802	7.906	23.712	3.669	0.031
157	88.025	7.788	22.952	3.505	0.03
158	90.051	7.942	24.158	3.655	0.031
159	98.695	8.802	27.842	4.317	0.032
160	94.873	8.37	25.571	3.894	0.032
161	87.27	7.816	21.639	3.369	0.032
162	89.499	8.001	23.588	3.588	0.031
163	88.595	7.965	23.028	3.536	0.031
164	90.87	8.086	23.898	3.673	0.032
165	91.152	7.941	24.624	3.658	0.03
166	93.445	8.309	24.727	3.79	0.033
167	88.511	7.869	22.909	3.495	0.03
168	91.605	8.142	23.973	3.706	0.031
169	89.396	8.084	23.137	3.662	0.031
170	87.484	7.846	23.54	3.617	0.03
171	98.697	8.855	27.008	4.24	0.033
172	95.951	8.37	26.964	4.031	0.031
173	93.355	8.346	24.98	3.863	0.031
174	93.944	8.345	26.47	4.011	0.031
175	94.314	8.343	25.324	3.811	0.031
176	88.188	7.819	23.185	3.551	0.03
177	92.168	8.124	24.644	3.709	0.031
178	92.077	8.245	25.393	3.948	0.03
