MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
4:Del:R:4	6.634536297413913e-08	8.427804469258071e-08	2.3154887890621055e-07	2.5406591395080266e-08	5.2764642962519935e-08	7.983743376210786e-08	1.393345887066485e-07
4:Del:R:5	6.634536297413913e-08	8.427804469258071e-08	2.3154887890621055e-07	2.5406591395080266e-08	5.2764642962519935e-08	7.983743376210786e-08	1.393345887066485e-07
5:Del:R:0	0.0008958024793501398	0.015748697679580367	0.001096598654000283	0.014308659799674803	0.013844853746097844	0.03586052728082977	0.03447215453151496
5:Del:R:1	4.455337915920469e-08	2.9293831822102195e-05	1.5718825759224292e-07	2.3468191155516173e-05	2.605683891410865e-05	0.0003304570786778632	8.732027260071443e-05
5:Del:R:2	6.634536297413913e-08	8.427804469258071e-08	2.3154887890621055e-07	2.5406591395080266e-08	5.2764642962519935e-08	7.983743376210786e-08	1.393345887066485e-07
5:Del:R:3	6.634536297413913e-08	8.427804469258071e-08	2.3154887890621055e-07	2.5406591395080266e-08	5.2764642962519935e-08	7.983743376210786e-08	1.393345887066485e-07
5:Del:R:4	6.634536297413913e-08	8.427804469258071e-08	2.3154887890621055e-07	2.5406591395080266e-08	5.2764642962519935e-08	7.983743376210786e-08	1.393345887066485e-07
5:Del:R:5	6.634536297413913e-08	8.427804469258071e-08	2.3154887890621055e-07	2.5406591395080266e-08	5.2764642962519935e-08	7.983743376210786e-08	1.393345887066485e-07
2:Ins:R:0	0.001999930763237513	0.005490577955483192	0.0013007146645974904	0.0056160652195598884	0.004273396295664771	0.01672955695630322	0.01678564805491266
2:Ins:R:1	0.0001424171204584228	0.0029530034152653543	0.00035363972079093626	0.002815485062955847	0.0023611736168493813	0.006584010180316021	0.008525192250312062
2:Ins:R:2	0.00026128256914341	0.001201558142657484	0.0005332819277878091	0.002208050480367688	0.0013312262868745326	0.002636384976611373	0.00284399882190497
2:Ins:R:3	4.7046002521299436e-05	0.0005635515454805462	6.632172946453004e-05	0.0006916395760290243	0.00044554674472666023	0.0018668950804536517	0.00117850240124517
2:Ins:R:4	0.0002475001372578734	0.0011320881045514704	0.0006484291474964948	0.0010471358336284434	0.000863375091030477	0.0019765131969540577	0.0014346340031690032
2:Ins:R:5	0.021017028913180604	0.024335689263395865	0.004623109264765702	0.03984514534656257	0.025287391530906277	0.0490868737812733	0.0723694976092132
3:Ins:R:0	0.0003120454691078423	0.0014923768042225522	0.00011908035794952381	0.0022284443854359427	0.0016879887041598776	0.0016453512878430287	0.0038524241772259593
3:Ins:R:1	0.00020114988838559425	0.0022516427630105227	0.0003145061243350275	0.002855983412565706	0.0023493469800030353	0.003667089016434815	0.00431815042785908
3:Ins:R:2	2.874010828126996e-05	0.00036032524183076563	4.5769060313839164e-05	0.00027461139175006524	0.0003103975770402994	0.0007315903192978703	0.0006407442640758078
3:Ins:R:3	6.634536297413913e-08	8.427804469258071e-08	2.3154887890621055e-07	2.5406591395080266e-08	5.2764642962519935e-08	7.983743376210786e-08	1.393345887066485e-07
3:Ins:R:4	1.8325567309848596e-06	7.294455544884241e-05	6.09139411482152e-06	4.022046567605325e-05	5.1863269949517914e-05	3.8943589796606644e-05	5.979883360431979e-05
3:Ins:R:5	6.594225404361152e-05	0.0005621816943626643	0.00013254410610467738	0.0004159197823095319	0.00048712267901530925	0.0008663585744016213	0.0010417973882774218
4:Ins:R:0	0.00013384850215435152	0.001230247861810365	0.00011189675360685009	0.0015898820123333042	0.0009896506456284673	0.0038477927997060094	0.005081872402399215
4:Ins:R:1	0.00021197236487571086	0.002475978604664857	7.134498768885327e-05	0.004244843260937096	0.002582856639169563	0.0067636349547953575	0.006410859793706381
4:Ins:R:2	1.833121896189872e-05	0.00015352282162320265	1.4102363039730312e-05	0.00018407328354608614	0.0001343070705983022	0.00023717685561684904	0.0004125934148141693
4:Ins:R:3	6.634536297413913e-08	8.427804469258071e-08	2.3154887890621055e-07	2.5406591395080266e-08	5.2764642962519935e-08	7.983743376210786e-08	1.393345887066485e-07
4:Ins:R:4	1.5488885723942986e-05	0.00014661683184277318	2.391765366611727e-05	0.00012859540234349105	0.00011152850447878055	0.00025446578479642034	0.000788566201975012
4:Ins:R:5	1.4764417860034395e-05	0.00038611568893243435	1.3757550174983205e-05	0.00039557019153793724	0.00031755353949929684	0.0012243621031017876	0.0006461969763643472
