Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	62.656	5.614	15.196	2.357	0.02
2	62.969	5.725	16.138	2.573	0.02
3	66.314	5.91	17.014	2.593	0.02
4	65.695	5.977	16.962	2.654	0.021
5	61.612	5.529	14.583	2.292	0.02
6	62.938	5.764	15.113	2.418	0.02
7	61.862	5.54	15.343	2.316	0.02
8	64.552	5.869	16.18	2.519	0.021
9	64.825	5.851	16.433	2.584	0.02
10	61.906	5.556	15.308	2.347	0.02
11	67.682	6.039	17.873	2.744	0.02
12	62.617	5.679	15.032	2.367	0.021
13	62.462	5.608	14.546	2.258	0.021
14	67.081	6.033	17.685	2.765	0.02
15	62.258	5.611	15.536	2.434	0.02
16	63.281	5.735	15.541	2.433	0.022
17	63.065	5.715	15.59	2.473	0.021
18	63.817	5.8	15.642	2.479	0.021
19	63.378	5.691	15.584	2.437	0.02
20	62.814	5.689	16.131	2.548	0.019
21	69.546	6.37	17.864	2.876	0.022
22	65.702	5.92	17.332	2.75	0.019
23	65.262	5.856	16.413	2.567	0.021
24	62.119	5.627	15.315	2.442	0.02
25	65.836	5.924	16.501	2.553	0.021
26	64.754	5.805	16.603	2.529	0.021
27	63.637	5.627	15.314	2.344	0.02
28	70.808	6.279	19.288	2.879	0.021
29	63.902	5.764	16.535	2.57	0.02
30	63.323	5.648	15.868	2.445	0.02
31	59.791	5.467	13.892	2.21	0.022
32	67.204	5.922	16.869	2.513	0.021
33	67.725	6.062	17.373	2.689	0.022
34	61.674	5.49	15.346	2.343	0.019
35	64.408	5.79	16.466	2.54	0.02
36	62.337	5.634	15.841	2.543	0.019
37	63.567	5.789	15.33	2.415	0.021
38	63.511	5.679	15.613	2.411	0.02
39	64.849	5.803	15.927	2.47	0.021
40	68.917	6.316	17.965	2.877	0.021
41	60.942	5.601	15.362	2.5	0.02
42	63.706	5.713	15.793	2.43	0.02
43	70.143	6.24	19.094	2.884	0.021
44	68.448	6.145	17.802	2.782	0.02
45	65.461	5.819	16.389	2.5	0.02
46	59.807	5.444	13.612	2.187	0.021
47	61.474	5.499	15.422	2.386	0.02
48	69.313	6.213	18.305	2.862	0.02
49	60.103	5.394	14.103	2.203	0.02
50	69.522	6.16	18.321	2.743	0.02
51	69.012	6.114	17.438	2.661	0.021
52	59.777	5.482	13.992	2.245	0.021
53	63.105	5.609	15.711	2.4	0.019
54	63.42	5.703	15.366	2.398	0.02
55	57.049	5.107	13.196	2.082	0.019
56	61.232	5.54	13.736	2.17	0.021
57	67.244	5.999	18.594	2.763	0.02
58	64.592	5.765	15.957	2.486	0.02
59	64.167	5.664	15.815	2.396	0.02
60	70.562	6.314	19.68	3.041	0.02
61	61.483	5.496	15.392	2.417	0.02
62	70.346	6.27	19.308	2.906	0.021
63	66.323	5.927	17.079	2.602	0.021
64	63.887	5.717	15.821	2.476	0.02
65	57.413	5.229	12.772	2.028	0.021
66	66.492	6.042	17.066	2.684	0.02
67	64.998	5.869	15.925	2.522	0.021
68	62.576	5.693	15.133	2.409	0.02
69	59.068	5.349	13.88	2.164	0.021
70	59.768	5.339	14.144	2.182	0.02
71	61.153	5.523	14.136	2.215	0.022
72	63.431	5.621	15.705	2.404	0.02
73	65.02	5.779	16.658	2.515	0.02
74	64.805	5.792	16.095	2.477	0.022
75	60.322	5.353	15.104	2.291	0.019
76	63.804	5.687	15.292	2.37	0.021
77	61.3	5.423	14.449	2.2	0.02
78	65.694	5.87	16.416	2.526	0.021
79	62.342	5.68	15.396	2.441	0.021
80	64.569	5.864	16.491	2.635	0.02
81	64.303	5.887	16.208	2.598	0.021
82	65.026	5.811	16.176	2.456	0.021
