Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	13.024	89.772	3.505	54.105	0.884
2	14.173	91.322	4.371	57.993	0.907
3	13.602	90.372	3.959	56.01	0.917
4	14.361	93.398	4.11	57.662	0.883
5	13.449	84.802	3.997	53.229	0.848
6	13.292	91.036	3.747	56.821	0.912
7	14.877	94.846	4.255	57.645	0.938
8	12.908	90.05	3.676	57.356	0.934
9	12.81	84.722	3.648	53.906	0.819
10	12.994	88.029	3.699	54.631	0.894
11	14.698	97.564	4.362	61.005	0.953
12	13.787	91.435	3.805	56.493	0.917
13	13.267	94.148	3.751	57.398	0.967
14	13.944	91.407	3.925	56.774	0.896
15	13.199	85.845	3.617	53.906	0.85
16	13.682	90.561	3.753	55.53	0.928
17	13.486	88.611	3.767	54.451	0.867
18	13.854	91.557	3.759	56.106	0.928
19	13.032	78.949	3.498	49.347	0.755
20	13.78	91.761	4.024	56.658	0.868
21	14.767	92.675	4.353	56.374	0.908
22	12.943	87.918	3.76	54.263	0.883
23	12.961	94.443	3.74	58.232	0.966
24	13.385	88.138	3.714	53.487	0.874
25	14.146	94.419	4.048	59.187	0.941
26	13.72	93.856	3.797	56.529	0.991
27	12.538	83.482	3.53	53.118	0.812
28	13.497	84.994	3.736	52.322	0.818
29	14.093	92.695	3.928	56.939	0.888
30	14.408	91.653	4.029	56.225	0.878
31	14.305	94.916	3.902	56.85	1.002
32	13.72	90.576	4.024	57.509	0.878
33	14.131	90.411	4.056	56.334	0.89
34	12.795	88.862	3.671	56.438	0.889
35	13.978	91.672	3.804	56.74	0.943
36	13.213	86.794	3.596	53.5	0.874
37	12.533	85.969	3.774	55.329	0.854
38	13.441	89.571	3.811	55.5	0.922
39	13.764	89.53	3.932	56.379	0.928
40	13.308	88.441	3.83	54.224	0.872
41	13.914	85.306	3.76	52.917	0.818
42	13.312	88.607	3.997	56.808	0.879
43	13.773	89.518	3.939	55.54	0.855
44	15.008	93.534	4.483	58.607	0.905
45	13.954	93.769	4.053	58.161	0.973
46	12.583	88.397	3.629	54.12	0.865
47	12.695	86.322	3.47	53.233	0.898
48	13.302	91.383	3.798	56.49	0.945
49	14.223	91.761	4.257	57.626	0.943
50	13.083	88.606	3.614	54.138	0.935
51	13.503	91.774	3.672	55.527	0.919
52	13.815	95.461	4.217	60.019	0.986
53	13.336	88.211	3.774	54.321	0.896
54	13.665	88.725	3.837	54.892	0.877
55	12.158	76.038	3.471	47.278	0.727
56	13.531	91.655	3.746	56.696	0.897
57	14.927	93.79	4.162	57.557	0.917
58	13.382	90.998	3.665	55.549	0.925
59	14.056	82.214	4.146	49.976	0.787
60	13.447	90.431	3.927	56.812	0.932
61	14.332	89.698	4.069	54.426	0.866
62	14.981	94.28	4.362	57.595	0.927
63	14.229	87.97	3.798	56.368	0.851
64	13.512	92.183	3.819	57.281	0.911
65	13.582	91.088	3.68	54.786	0.903
66	13.834	87.179	3.843	54.197	0.853
67	13.067	92.634	3.788	58.79	0.942
68	13.102	84.904	3.667	52.693	0.821
69	13.083	85.435	3.752	52.556	0.82
70	13.871	89.601	3.761	55.943	0.865
71	13.57	86.082	3.808	52.878	0.863
72	13.217	84.937	3.732	53.053	0.82
73	13.167	87.573	3.707	53.787	0.86
74	13.33	90.173	3.708	57.102	0.934
75	14.019	90.648	3.943	56.304	0.92
76	14.019	89.593	3.956	56.899	0.869
77	13.829	88.292	3.941	54.8	0.862
78	13.367	85.4	3.829	53.64	0.821
79	13.096	85.455	3.703	53.446	0.861
80	14.109	91.918	4.322	57.196	0.871
81	12.919	89.324	3.582	54.121	0.898
82	13.581	90.213	3.897	55.66	0.912
83	13.509	91.67	3.827	55.301	0.931
84	13.629	91.202	3.826	56.183	0.94
85	13.922	90.464	3.924	56.701	0.873
86	13.827	89.75	3.937	54.983	0.916
87	13.392	93.761	3.723	57.478	0.95
88	12.833	87.441	3.689	55.15	0.887
89	14.4	90.596	4.192	55.116	0.882
90	11.996	84.953	3.513	54.053	0.823
91	13.9	90.842	3.8	57.782	0.905
92	14.578	93.858	4.121	57.154	0.897
93	13.134	86.317	3.548	53.911	0.845
94	13.059	89.664	3.531	54.562	0.873
95	13.62	86.536	3.796	52.037	0.824
96	13.744	87.628	4.016	53.774	0.851
97	13.701	85.618	3.76	52.79	0.799
98	13.288	88.97	3.741	56.591	0.921
99	15.049	92.121	4.273	56.299	0.875
100	14.109	94.793	3.912	57.886	0.963
101	12.359	87.939	3.569	53.084	0.919
102	13.791	89.389	3.815	55.619	0.897
103	13.952	88.237	3.911	54.454	0.842
