Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	649.067	48.356	115.659	38.366	0.356
2	624.606	45.943	109.19	36.177	0.328
3	645.53	48.642	115.354	38.532	0.362
4	644.313	47.289	112.161	37.135	0.355
5	641.272	47.819	113.301	38.002	0.341
6	645.089	47.371	114.814	38.188	0.339
7	634.215	46.551	111.151	36.378	0.343
8	640.301	46.665	110.745	36.49	0.347
9	639.08	46.544	111.112	36.654	0.344
10	618.495	47.426	111.929	38.018	0.343
11	636.01	49.216	110.411	38.724	0.365
12	647.325	47.839	113.721	38.329	0.345
13	642.253	46.822	110.856	36.306	0.337
14	631.461	46.037	110.537	36.381	0.339
15	646.428	46.804	114.867	36.882	0.338
16	641.958	48.245	114.196	38.437	0.36
17	643.345	47.258	111.005	37.034	0.348
18	634.029	46.756	111.385	36.339	0.333
19	649.773	48.702	114.805	38.423	0.358
20	632.715	48.389	111.748	38.238	0.357
21	635.568	48.852	114.368	38.753	0.354
22	649.111	47.581	115.57	38.148	0.341
23	632.138	46.633	109.302	36.327	0.35
24	620.384	48.653	107.987	37.742	0.351
25	643.36	47.901	116.628	38.371	0.349
26	638.844	49.044	113.384	38.63	0.367
27	637.344	46.99	113.373	37.717	0.34
28	638.847	47.615	112.235	37.887	0.339
29	646.051	48.192	113.814	38.328	0.343
30	639.88	48.494	115.496	38.318	0.36
31	648.205	46.217	113.637	36.309	0.331
32	628.347	48.04	110.4	37.84	0.348
33	643.093	48.229	113.851	38.184	0.351
34	640.409	48.347	112.417	38.075	0.356
35	647.731	47.464	116.465	38.131	0.346
36	637.888	46.403	112.092	36.648	0.335
37	619.457	48.622	109.445	38.251	0.358
38	621.998	49.001	110.454	38.276	0.363
39	643.288	46.683	111.452	36.13	0.34
40	632.328	45.484	111.137	35.609	0.335
41	637.536	47.519	113.458	37.076	0.342
42	639.516	47.092	112.92	36.64	0.346
43	643.724	47.766	115.723	37.581	0.349
44	641.944	48.47	114.229	38.266	0.36
45	632.607	47.958	110.382	38.096	0.345
46	651.108	45.592	116.389	36.18	0.312
47	632.385	47.178	112.737	37.223	0.336
48	627.815	47.897	110.492	37.527	0.354
49	644.445	45.939	112.563	36.11	0.322
50	643.293	46.167	111.318	36.257	0.329
51	642.314	48.684	112.901	38.127	0.359
52	633.574	47.225	111.817	37.162	0.356
53	651.945	47.884	116.089	37.994	0.356
54	633.293	48.244	112.435	37.999	0.36
55	641.258	48.472	113.818	38.154	0.346
56	642.005	45.936	112.132	36.47	0.341
57	614.223	47.394	107.291	37.543	0.352
58	628.804	47.632	113.408	37.497	0.348
59	643.483	48.045	115.8	38.014	0.353
60	651.534	47.082	113.447	36.751	0.345
61	642.55	46.885	112.872	37.403	0.337
62	626.78	48.68	109.023	38.254	0.362
63	623.78	48.023	110.661	38.283	0.344
64	628.373	45.346	111.252	35.889	0.318
65	650.33	48.692	115.829	38.748	0.358
