Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	694.729	48.4	122.785	38.369	0.355
2	697.593	49.16	122.579	38.912	0.36
3	691.784	48.722	122.602	38.663	0.362
4	689.055	49.086	121.017	38.887	0.372
5	705.172	49.457	123.641	39.494	0.366
6	704.676	49.445	124.365	39.352	0.36
7	697.473	49.386	122.941	39.316	0.368
8	699.462	49.253	123.959	39.42	0.369
9	692.616	49.318	121.937	38.761	0.355
10	686.937	48.438	122.278	38.276	0.348
11	700.421	48.471	123.863	38.222	0.358
12	681.303	48.176	119.263	38.181	0.359
13	694.543	48.768	122.937	38.379	0.36
14	696.36	48.487	122.358	38.574	0.354
15	698.686	48.958	125.501	38.917	0.357
16	708.693	49.569	125.695	38.847	0.374
17	697.57	48.914	124.461	38.823	0.357
18	686.419	49.304	120.143	38.875	0.37
19	691.981	48.549	120.9	38.74	0.357
20	691.043	49.67	120.793	38.614	0.373
21	693.615	49.564	120.277	38.895	0.367
22	700.338	49.448	121.669	39.18	0.371
23	698.4	49.722	123.129	38.862	0.368
24	697.924	49.509	122.76	38.733	0.366
25	695.06	49.488	120.657	38.71	0.369
26	688.213	49.464	120.448	39.128	0.379
27	685.541	49.295	120.814	38.859	0.371
28	701.351	49.6	123.338	38.743	0.365
29	695.784	48.35	124.625	38.934	0.353
30	697.001	48.879	121.961	38.893	0.354
31	695.036	49.151	122.67	39.121	0.372
32	699.184	48.857	123.796	38.53	0.361
33	689.439	49.668	121.207	39.289	0.375
34	695.947	48.423	121.386	38.484	0.35
35	690.678	49.075	121.156	38.674	0.354
36	686.763	49.304	120.213	38.704	0.366
37	705.248	49.031	125.518	38.989	0.362
38	699.505	49.096	123.632	38.928	0.359
39	697.046	49.032	124.555	39.163	0.363
40	701.268	49.067	124.425	38.933	0.35
41	696.531	49.292	122.864	38.995	0.361
42	694.447	48.146	123.374	38.657	0.353
43	700.769	48.635	124.42	38.195	0.354
44	686.678	49.239	122.431	38.671	0.368
45	694.654	49.114	123.158	38.733	0.367
46	706.796	49.673	123.413	39.173	0.368
47	704.148	49.533	125.605	39.115	0.364
48	695.963	49.126	126.069	39.001	0.364
49	692.872	49.741	121.784	39.213	0.375
50	696.389	49.349	123.309	38.881	0.367
51	699.527	49.05	124.133	38.866	0.36
52	690.739	49.062	122.62	38.574	0.36
53	690.121	49.174	124.073	38.534	0.37
54	702.359	49.307	125.067	39.367	0.355
55	693.374	48.522	121.28	38.367	0.359
56	693.581	49.024	123.825	39.307	0.354
57	695.437	48.979	123.649	38.986	0.36
58	688.698	48.294	124.006	38.716	0.347
59	688.392	48.25	121.277	38.659	0.349
60	688.484	48.385	122.514	38.522	0.35
61	701.416	48.658	124.998	39.043	0.351
62	688.639	48.118	123.56	38.663	0.342
63	695.946	49.065	123.787	38.63	0.359
64	686.661	48.783	121.806	38.5	0.354
65	702.495	48.822	125.063	38.911	0.356
66	692.722	48.322	122.094	38.342	0.349
67	694.188	48.727	123.915	38.766	0.345
68	694.294	49.07	123.723	38.876	0.362
69	700.687	49.23	124.604	38.9	0.358
70	697.954	48.844	121.657	39.138	0.36
71	690.278	49.346	122.135	38.573	0.363
72	697.104	49.19	123.665	38.787	0.365
73	699.752	49.207	125.841	38.695	0.365
74	695.893	50.112	123.416	39.653	0.377
75	685.683	49.34	121.335	38.343	0.363
76	690.524	49.058	121.774	38.995	0.359
77	696.332	49.244	122.839	38.536	0.366
78	692.526	48.3	123.651	38.702	0.354
79	683.454	48.501	118.453	38.697	0.354
80	695.938	49.616	123.743	38.92	0.375
81	688.817	49.02	122.914	38.915	0.36
82	698.174	47.594	125.717	38.387	0.338
83	698.044	49.471	122.942	38.776	0.367
84	689.33	48.853	123.826	39.115	0.359
85	694.328	49.335	122.426	39.297	0.365
86	697.096	48.665	123.271	38.517	0.358
87	687.1	49.205	122.066	38.943	0.374
88	697.707	48.994	123.354	38.634	0.356
89	699.478	49.683	124.203	38.887	0.37
90	702.988	49.317	124.295	39.113	0.372
91	682.269	49.471	120.954	38.809	0.367
92	693.506	48.791	123.386	38.465	0.357
93	692.152	48.915	120.587	38.832	0.372
94	707.626	48.915	126.207	39.034	0.343
95	689.059	49.265	123.245	38.764	0.367
96	679.114	48.6	120.361	38.86	0.361
97	685.931	48.721	120.995	38.418	0.364
98	702.354	49.768	123.781	39.097	0.369
99	703.088	49.545	124.798	38.716	0.37
100	704.515	49.69	123.157	39.096	0.364
101	690.956	48.926	122.273	38.811	0.361
102	701.786	49.274	125.111	38.956	0.375
103	699.76	49.12	123.763	39.054	0.369
104	708.909	49.502	126.943	39.111	0.363
105	693.02	49.07	124.289	39.146	0.365
106	693.734	49.234	123.017	38.798	0.366
107	688.141	49.142	122.25	39.231	0.366
108	693.908	48.958	121.557	38.736	0.362
109	682.75	48.258	119.968	38.164	0.356
110	697.493	49.898	122.314	39.234	0.366
111	688.046	49.982	122.3	39.376	0.377
112	699.312	48.27	123.514	38.411	0.354
113	695.73	49.24	123.463	38.915	0.368
114	695.025	48.938	122.884	38.683	0.354
115	699.647	48.639	123.651	38.993	0.359
116	699.778	49.851	122.518	38.957	0.369
117	703.269	49.097	125.629	38.426	0.368
118	692.078	48.481	120.461	38.251	0.345
119	706.498	48.813	125.22	38.816	0.353
120	701.171	50.017	123.615	39.284	0.372
121	690.349	48.871	122.411	38.588	0.371
122	704.086	49.223	123.225	39.046	0.359
123	692.419	49.26	122.247	38.691	0.373
124	691.117	49.241	122.087	39.276	0.364
125	699.163	48.889	124.715	38.986	0.366
126	695.928	49.235	122.207	38.931	0.352
127	701.369	48.714	126.591	39.024	0.366
128	700.123	49.245	123.436	39.308	0.362
129	689.524	47.849	120.602	37.913	0.338
130	702.698	48.424	125.104	38.054	0.351
131	704.699	49.574	124.95	39.187	0.363
132	695.522	49.125	122.81	38.703	0.358
133	684.072	49.197	121.808	39.346	0.367
134	699.768	49.478	123.466	39.186	0.371
135	693.013	48.616	122.315	38.569	0.353
136	690.577	49.477	121.215	39.19	0.365
137	693.161	49.081	123.245	38.656	0.36
138	693.402	49.029	123.408	38.804	0.369
139	703.449	48.128	124.543	38.344	0.348
140	706.6	49.58	124.933	39.544	0.363
141	692.098	49.374	120.963	38.695	0.361
142	697.566	48.815	122.382	38.437	0.355
143	692.256	49.514	121.231	38.765	0.368
144	691.108	49.341	120.776	38.787	0.363
145	701.895	49.446	124.178	38.757	0.369
146	702.969	49.497	125.754	39.634	0.373
147	692.1	49.637	123.634	39.167	0.375
148	709.254	49.591	126.135	39.246	0.359
149	695.719	49.349	121.337	38.687	0.362
150	708.294	49.771	124.452	39.183	0.368
151	706.291	48.987	124.214	39.243	0.359
152	703.764	49.077	125.318	39.184	0.358
153	696.837	49.33	123.413	39.046	0.356
154	706.908	49.606	125.723	39.26	0.36
155	703.368	48.8	122.93	38.852	0.349
156	692.367	48.409	121.705	38.386	0.344
157	704.125	48.858	125.759	39.255	0.362
158	701.957	48.819	125.071	38.436	0.359
159	698.596	49.25	122.797	38.747	0.362
160	693.697	48.79	122.803	38.946	0.358
161	701.12	49.522	124.823	39.286	0.368
162	694.216	49.126	123.086	38.85	0.36
163	688.205	48.418	121.158	38.611	0.352
164	695.292	49.168	122.776	38.805	0.367
165	688.242	48.908	120.898	38.588	0.362
166	691.211	49.491	120.533	39.063	0.366
167	688.424	49.72	120.912	39.053	0.377
168	684.557	48.913	121.813	38.501	0.364
169	685.177	49.408	122.68	38.793	0.368
170	703.162	49.344	126.033	39.137	0.36
171	698.965	48.733	124.4	38.736	0.352
172	697.209	49.258	122.626	38.542	0.372
173	686.959	48.893	121.905	39.012	0.364
174	694.544	49.748	123.956	39.152	0.375
175	693.864	49.29	124.144	39.062	0.355
176	691.79	49.611	120.535	39.249	0.373
177	687.88	48.928	122.543	38.284	0.358
178	689.458	48.694	121.57	38.512	0.363
179	690.274	48.947	121.651	38.501	0.365
180	695.599	48.603	122.833	38.765	0.363
181	694.238	48.682	125.014	38.956	0.362
182	702.439	48.652	123.712	38.558	0.356
183	689.4	48.662	121.469	38.53	0.359
184	678.342	49.101	121.579	38.721	0.368
185	699.425	48.478	123.859	38.571	0.349
186	689.151	48.531	122.228	38.568	0.353
187	696.337	48.421	124.857	38.645	0.358
188	693.846	49.229	123.576	38.776	0.354
189	699.907	48.303	123.384	38.327	0.349
190	693.16	48.842	122.583	38.998	0.363
191	678.926	48.509	121.432	38.605	0.36
192	683.389	49.687	120.706	38.916	0.374
193	691.69	49.145	120.76	39.07	0.361
194	698.841	49.102	126.028	39.058	0.362
195	701.721	48.477	124.846	38.735	0.354
196	692.236	48.945	123.864	38.555	0.355
197	695.873	49.344	125.092	39.091	0.365
198	682.428	49.357	122.343	38.985	0.365
199	705.756	48.518	124.527	38.216	0.347
200	699.727	48.584	123.305	38.577	0.348
201	683.348	48.696	119.869	38.217	0.351
202	691.041	50.651	121.034	39.616	0.382
203	709.028	48.234	126.322	38.234	0.349
204	695.602	48.758	123.056	38.783	0.361
205	698.805	48.404	124.833	39.104	0.36
206	700.237	49.291	121.794	38.995	0.366
207	700.674	49.148	123.996	39.162	0.36
208	693.328	48.845	123.366	38.691	0.363
209	701.125	49.314	123.322	38.691	0.369
210	691.369	49.895	122.659	39.149	0.362
211	684.23	48.413	122.062	38.133	0.361
212	699.579	48.348	124.184	38.542	0.35
213	688.984	48.667	121.422	38.455	0.356
214	699.242	48.934	124.232	38.972	0.36
215	696.284	48.546	122.77	38.611	0.353
216	682.368	49.042	119.523	38.885	0.359
217	697.327	48.684	122.783	38.892	0.348
218	689.216	48.803	122.19	38.984	0.358
219	695.316	49.292	124.238	39.191	0.37
220	699.491	48.382	125.734	39.163	0.355
221	697.188	49.431	124.841	39.34	0.366
222	696.437	49.268	122.696	38.935	0.372
223	694.094	50.063	124.183	39.324	0.374
224	697.145	48.094	124.018	38.225	0.351
225	683.481	49.439	120.8	38.959	0.379
226	701.612	49.377	124.125	38.964	0.354
227	706.306	48.984	124.321	38.4	0.366
228	695.142	50.311	123.253	39.484	0.382
229	696.259	49.438	122.988	38.842	0.363
230	702.462	49.517	122.744	39.205	0.359
231	689.91	49.177	122.273	39.095	0.366
232	694.746	49.685	123.911	39.383	0.367
233	694.933	48.75	123.87	38.586	0.36
234	696.46	48.825	124.959	38.588	0.366
235	693.063	48.613	123.028	38.576	0.354
236	683.49	49.146	121.58	38.652	0.355
237	696.562	49.084	123.29	38.65	0.361
238	697.881	49.292	124.443	39.151	0.368
239	701.419	49.432	123.218	39.338	0.37
240	702.159	48.657	124.266	38.868	0.36
241	694.98	48.475	123.619	38.724	0.347
242	702.408	49.424	124.373	38.999	0.374
243	690.013	48.189	120.428	38.64	0.36
244	697.387	48.88	123.298	38.325	0.362
245	685.956	49.598	121.981	39.15	0.368
246	690.771	48.935	121.544	38.783	0.366
247	681.985	49.2	121.316	38.843	0.377
248	699.816	48.692	124.763	38.638	0.347
249	700.047	49.552	123.639	39.44	0.374
250	700.428	49.003	124.319	39.118	0.356
251	694.393	49.505	123.459	39.305	0.366
252	699.024	48.89	124.256	38.991	0.359
253	696.419	48.808	122.397	38.731	0.347
254	692.362	47.935	122.564	38.369	0.346
255	685.258	49.495	120.83	39.206	0.376
256	698.776	49.483	121.482	38.964	0.368
257	695.475	48.905	123.133	38.925	0.377
258	708.725	49.594	126.331	39.61	0.37
259	697.424	48.869	124.066	38.853	0.364
260	684.698	48.883	121.028	38.662	0.364
261	684.299	49.155	120.17	38.444	0.361
262	682.935	49.313	119.571	38.416	0.366
263	688.835	48.489	122.574	38.299	0.356
264	697.649	48.923	124.154	38.828	0.363
265	709.238	49.007	125.081	38.736	0.361
266	700.722	49.241	124.286	38.775	0.356
267	686.462	48.109	122.043	38.687	0.345
268	694.558	49.299	122.998	38.799	0.366
269	691.6	48.614	122.729	38.613	0.361
270	686.465	49.316	120.897	38.812	0.365
271	697.471	48.685	122.358	38.72	0.363
272	686.904	49.234	122.214	38.876	0.359
273	702.585	49.388	123.188	39.41	0.363
274	692.896	49.324	123.419	39.131	0.368
275	695.2	48.967	122.941	38.657	0.361
276	707.212	49.942	125.83	39.34	0.37
277	692.726	49.229	123.391	38.908	0.362
278	695.148	48.999	124.135	38.936	0.356
279	689.069	49.369	123.247	38.336	0.373
280	700.645	49.513	124.056	39.317	0.363
281	689.607	49.911	121.196	39.139	0.38
282	702.457	49.677	123.485	39.047	0.361
283	698.887	49.653	122.109	38.793	0.371
284	700.487	49.376	123.804	38.836	0.359
285	691.059	48.389	122.838	38.784	0.349
286	695.182	49.624	123.34	39.265	0.364
287	708.298	48.862	125.077	39.304	0.364
288	684.938	48.68	120.569	38.476	0.365
289	702.603	49.372	126.008	39.033	0.365
290	692.472	49.103	122.016	38.54	0.363
291	685.715	48.347	121.12	38.691	0.354
292	689.856	48.409	124.034	38.789	0.351
293	691.381	48.986	124.32	38.961	0.373
294	694.906	49.255	124.228	39.098	0.361
295	705.637	48.626	125.69	38.705	0.353
296	700.853	49.059	124.954	39.258	0.367
297	684.658	48.931	123.24	38.669	0.362
298	696.13	49.465	123.863	38.797	0.367
299	690.535	48.634	121.605	38.314	0.361
300	691.339	48.605	123.229	38.3	0.358
301	701.321	49.324	125.674	39.122	0.365
302	700.513	49.508	124.841	39.21	0.372
303	691.154	48.893	122.763	38.781	0.365
304	685.545	48.757	121.662	38.47	0.36
305	689.576	48.693	123.249	38.57	0.353
306	697.674	49.314	123.953	38.882	0.371
307	691.502	48.284	122.076	38.423	0.357
308	698.659	49.55	122.549	38.802	0.369
309	695.551	48.713	122.213	38.649	0.358
310	684.617	48.268	120.129	38.049	0.348
311	695.795	48.743	123.684	38.78	0.353
312	700.184	49.664	124.257	39.231	0.375
313	711.488	49.128	125.075	39.105	0.357
314	698.976	49.073	120.576	38.947	0.358
315	688.008	49.114	122.78	38.773	0.368
316	678.57	48.32	121.029	38.939	0.358
317	683.787	48.179	122.506	38.6	0.352
318	697.245	49.573	122.948	39.302	0.354
319	694.152	48.462	121.491	38.469	0.36
320	695.238	49.17	122.729	38.405	0.363
321	684.582	48.868	120.007	38.71	0.361
322	696.383	49.051	125.489	38.936	0.356
323	696.833	48.936	123.101	38.884	0.359
324	698.347	48.539	122.629	38.474	0.361
325	711.789	49.881	125.655	39.616	0.365
326	691.394	48.935	120.728	38.735	0.358
327	696.746	48.774	124.793	38.983	0.366
328	688.653	47.767	120.656	38.417	0.346
329	692.771	49.971	120.601	38.731	0.372
330	700.998	48.872	122.527	38.986	0.353
331	693.523	50.041	122.744	39.124	0.373
332	686.271	48.539	121.18	38.666	0.356
333	694.165	49.348	123.3	39.07	0.366
334	697.096	48.884	125.295	38.794	0.363
335	694.926	48.564	123.93	38.807	0.357
336	693.657	49.1	124.135	39.317	0.36
337	695.134	49.662	122.641	39.178	0.371
338	693.58	49.723	121.48	39.026	0.38
339	697.646	49.24	124.59	39.188	0.374
340	693.566	48.794	123.201	38.561	0.359
341	690.164	48.929	121.813	38.673	0.356
342	697.706	49.163	122.944	38.866	0.364
343	698.82	49.125	123.057	38.626	0.353
344	698.208	49.296	122.614	38.957	0.369
345	696.799	49.579	125.37	39.317	0.378
346	701.574	48.777	125.13	38.954	0.361
347	695.311	49.36	123.502	38.997	0.371
348	695.954	49.362	123.167	39.175	0.368
349	701.877	48.673	123.106	38.491	0.358
350	705.362	49.746	124.457	38.665	0.368
351	689.537	48.328	121.87	38.574	0.347
352	690.234	49.314	122.304	39.196	0.369
353	691.735	48.032	122.466	38.168	0.342
354	690.952	48.757	123.103	38.714	0.362
355	698.203	49.182	122.782	39.26	0.359
356	693.483	49.428	122.286	39.003	0.372
357	694.823	48.373	123.239	38.362	0.355
358	700.962	49.012	124.154	38.704	0.357
359	694.195	48.671	123.148	38.706	0.358
360	692.28	48.546	121.507	38.408	0.358
361	691.253	48.882	121.633	38.829	0.356
362	685.647	48.398	119.413	38.416	0.358
363	689.982	48.681	122.67	38.646	0.355
364	702.026	49.414	122.226	39.322	0.364
365	692.356	49.505	121.547	39.334	0.365
366	687.308	48.539	120.803	38.564	0.353
367	689.559	48.166	122.105	38.761	0.351
368	689.987	48.55	122.989	38.633	0.368
369	693.161	48.521	123.13	38.79	0.351
370	704.835	49.583	125.249	39.256	0.363
371	696.458	48.34	121.851	38.39	0.353
372	688.713	47.972	121.926	38.367	0.351
373	706.938	49.72	126.131	39.641	0.373
374	707.245	48.983	125.513	38.973	0.355
375	692.934	48.546	121.449	38.502	0.358
376	688.862	49.018	120.227	38.776	0.36
377	693.58	49.369	122.146	39.165	0.367
