Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	419.223	43.078	65.932	32.337	0.318
2	437.155	43.223	67.764	32.901	0.32
3	421.993	42.216	66.326	31.997	0.296
4	438.877	42.47	69.735	32.491	0.305
5	430.59	43.537	68.008	32.857	0.32
6	451.152	42.697	70.331	32.157	0.299
7	426.989	42.862	67.628	32.315	0.319
8	436.493	43.179	68.143	32.289	0.317
9	446.845	42.628	73.329	32.359	0.316
10	432.857	42.6	67.446	32.604	0.31
11	453.697	42.882	71.761	32.306	0.31
12	451.368	43.325	71.343	32.853	0.303
13	429.816	42.638	67.209	31.914	0.308
14	445.391	42.555	69.906	32.265	0.3
15	447.067	42.638	69.386	32.138	0.312
16	433.708	42.798	68.418	32.43	0.322
17	431.731	42.049	69.329	32.096	0.297
18	428.578	42.231	67.271	31.949	0.315
19	445.767	41.615	70.892	31.613	0.292
20	432.1	42.652	67.771	32.367	0.313
21	439.473	42.301	67.73	31.955	0.297
22	435.388	42.569	69.904	32.229	0.308
23	457.947	42.581	74.918	32.256	0.291
24	441.268	43.023	70.426	32.835	0.32
25	420.951	42.91	66.116	32.534	0.315
26	434.94	43.1	68.376	32.236	0.305
27	444.391	43.854	69.868	32.934	0.329
28	431.076	43.694	67.817	32.698	0.327
29	442.286	41.601	69.963	32.148	0.295
30	453.233	41.01	77.395	31.503	0.281
31	448.337	42.608	72.309	32.185	0.294
32	432.209	42.495	68.224	32.348	0.316
33	436.087	42.315	68.785	32.335	0.307
34	429.111	42.604	67.523	32.331	0.311
35	456.159	42.999	76.314	32.288	0.308
36	430.933	41.545	67.656	32.092	0.295
37	423.388	42.633	65.093	32.038	0.315
38	448.907	42.415	72.244	32.295	0.302
39	453.523	42.774	71.101	32.095	0.294
40	439.475	43.06	70.26	32.471	0.313
41	441.246	42.351	69.603	32.389	0.31
42	418.657	41.605	65.918	31.748	0.298
43	443.887	42.89	70.839	32.15	0.306
44	439.502	41.782	73.011	32.231	0.295
45	437.511	42.085	68.53	32.015	0.293
46	440.089	42.379	70.999	32.514	0.305
47	426.939	42.499	66.835	32.052	0.311
48	437.704	43.534	69.283	32.717	0.328
49	438.534	43.476	69.398	32.53	0.322
50	419.324	42.044	67.1	32.282	0.306
51	462.613	42.412	78.49	32.376	0.292
52	425.046	42.171	65.826	32.247	0.309
53	422.623	42.491	66.448	32.531	0.306
54	425.937	42.773	69.067	32.865	0.315
55	451.849	43.205	75.021	32.304	0.307
56	425.951	42.667	66.792	31.925	0.306
57	441.668	42.186	70.41	32.052	0.304
58	427.94	42.548	68.3	32.276	0.309
59	432.271	42.067	68.69	32.233	0.3
60	447.833	42.517	71.237	32.272	0.301
61	422.588	42.234	67.127	31.787	0.304
62	427.769	42.461	68.167	32.178	0.307
63	446.574	42.283	73.579	32.157	0.308
64	440.868	41.666	71.56	31.887	0.285
65	420.396	42.163	65.919	31.607	0.304
66	443.116	42.614	69.736	32.429	0.306
67	437.74	42.428	68.519	32.358	0.303
68	432.421	42.823	67.968	32.204	0.311
69	433.495	42.782	68.721	32.324	0.3
70	455.114	41.728	74.315	31.682	0.285
71	427.953	42.613	66.566	32.025	0.307
72	438.755	43.016	70.56	32.509	0.317
73	434.319	42.973	67.906	32.597	0.307
