Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	85.17	7.559	23.214	3.547	0.028
2	85.616	7.631	23.061	3.594	0.028
3	88.603	7.809	25.054	3.756	0.027
4	79.658	7.06	19.513	2.984	0.028
5	86.059	7.641	23.338	3.56	0.027
6	86.52	7.778	24.037	3.719	0.028
7	82.109	7.314	20.786	3.154	0.029
8	83.314	7.383	21.993	3.325	0.028
9	85.218	7.644	21.971	3.438	0.029
10	80.543	7.124	21.055	3.182	0.027
11	78.784	6.867	19.867	2.919	0.027
12	84.093	7.484	23.005	3.496	0.027
13	85.067	7.622	22.18	3.436	0.028
14	78.928	6.998	19.743	3.008	0.028
15	88.923	8.012	25.007	3.923	0.028
16	85.479	7.722	23.66	3.686	0.028
17	84.42	7.512	23.114	3.53	0.027
18	86.469	7.578	22.671	3.416	0.028
19	83.873	7.33	21.378	3.198	0.027
20	84.29	7.379	21.658	3.247	0.028
21	81.84	7.242	21.51	3.245	0.028
22	84.207	7.465	21.972	3.367	0.028
23	79.107	6.999	20.325	3.105	0.027
24	83.883	7.493	21.117	3.241	0.03
25	83.581	7.504	21.217	3.32	0.029
26	86.036	7.578	22.887	3.409	0.028
27	87.506	7.695	23.707	3.529	0.028
28	87.909	7.707	23.596	3.528	0.028
29	84.69	7.506	23.564	3.526	0.027
30	84.747	7.686	23.25	3.66	0.029
31	83.419	7.359	22.558	3.315	0.027
32	80.803	7.125	21.425	3.204	0.027
33	83.873	7.497	22.175	3.439	0.028
34	84.689	7.623	22.951	3.574	0.029
35	79.902	7.096	20.258	3.113	0.027
36	81.831	7.315	21.448	3.364	0.027
37	82.474	7.409	21.819	3.404	0.027
38	82.568	7.471	21.431	3.386	0.028
39	84.968	7.68	23.488	3.583	0.028
40	84.413	7.389	22.796	3.376	0.027
41	81.982	7.292	20.343	3.095	0.029
42	82.988	7.459	21.895	3.339	0.028
43	82.228	7.382	21.796	3.404	0.028
44	81.867	7.338	21.014	3.26	0.027
45	89.534	8.052	24.433	3.805	0.03
46	79.007	6.977	20.333	3.043	0.027
47	84.361	7.526	23.309	3.585	0.027
48	83.963	7.43	22.229	3.344	0.028
49	86.0	7.782	23.351	3.697	0.029
50	82.757	7.424	21.985	3.356	0.027
51	82.711	7.367	21.549	3.329	0.027
52	80.392	7.264	19.569	3.073	0.029
53	80.53	7.194	20.981	3.251	0.027
54	85.392	7.518	22.483	3.366	0.029
55	86.697	7.714	23.127	3.538	0.028
56	81.243	7.38	21.116	3.336	0.028
57	82.657	7.407	20.975	3.318	0.028
58	83.136	7.569	21.362	3.469	0.029
59	78.973	7.043	19.911	3.034	0.029
60	79.288	7.099	19.696	3.038	0.028
61	77.062	6.942	19.197	2.996	0.027
62	81.864	7.411	21.494	3.363	0.028
63	85.23	7.589	22.709	3.459	0.028
64	78.431	6.981	20.012	3.056	0.027
65	85.077	7.608	22.991	3.578	0.028
66	81.477	7.231	21.126	3.231	0.027
67	76.063	6.709	19.04	2.891	0.026
68	87.682	7.779	23.652	3.597	0.028
69	79.664	7.058	19.842	3.01	0.028
70	85.806	7.591	21.943	3.366	0.029
71	85.112	7.633	22.29	3.457	0.029
72	87.976	7.877	24.131	3.779	0.028
73	84.482	7.474	22.877	3.419	0.028
74	78.676	7.004	19.432	2.962	0.028
75	79.747	7.035	20.513	3.079	0.026
76	80.861	7.18	20.018	3.086	0.028
77	83.746	7.495	21.331	3.289	0.029
78	74.377	6.657	17.563	2.698	0.027
79	86.006	7.677	23.329	3.617	0.028
80	83.316	7.386	22.349	3.375	0.028
81	84.066	7.612	22.592	3.519	0.029
82	88.03	7.931	23.903	3.71	0.029
83	89.686	7.876	24.384	3.63	0.028
84	90.34	7.944	25.427	3.805	0.028
85	82.091	7.32	22.29	3.345	0.028
86	82.07	7.349	21.758	3.311	0.027
87	83.987	7.423	22.607	3.403	0.027
88	92.029	8.08	25.872	3.808	0.029
89	82.605	7.386	20.933	3.216	0.029
90	79.099	7.194	20.752	3.287	0.027
91	80.964	7.203	20.68	3.162	0.027
92	77.087	6.939	18.598	2.893	0.028
93	84.209	7.392	22.627	3.387	0.027
94	83.83	7.562	22.781	3.578	0.027
95	84.831	7.694	22.615	3.554	0.028
96	83.718	7.434	21.221	3.257	0.028
97	86.127	7.665	23.177	3.56	0.028
98	85.969	7.651	22.522	3.464	0.029
99	84.611	7.605	23.012	3.586	0.027
100	79.386	7.081	20.002	3.042	0.028
101	81.319	7.295	21.134	3.212	0.028
102	85.442	7.625	22.111	3.411	0.029
103	84.902	7.592	22.295	3.472	0.028
104	83.528	7.395	21.865	3.361	0.027
105	76.258	6.865	18.304	2.889	0.028
106	82.608	7.353	21.629	3.284	0.029
107	82.169	7.316	21.345	3.264	0.028
108	80.606	7.269	20.032	3.115	0.029
109	81.319	7.268	20.692	3.179	0.028
110	80.117	7.155	19.735	3.096	0.028
111	80.602	7.165	20.576	3.14	0.027
112	82.199	7.268	20.852	3.212	0.028
113	88.691	7.891	25.217	3.821	0.029
114	82.691	7.49	22.801	3.565	0.026
115	76.299	6.791	18.7	2.834	0.027
116	84.207	7.536	22.446	3.509	0.028
117	81.506	7.245	21.407	3.234	0.027
118	85.882	7.698	23.328	3.583	0.028
119	91.122	8.162	25.673	3.964	0.029
120	78.053	6.913	19.393	2.949	0.027
121	80.854	7.417	21.114	3.469	0.027
122	81.748	7.23	21.147	3.213	0.028
123	87.156	7.969	24.168	3.928	0.028
124	83.545	7.511	22.03	3.423	0.028
125	81.851	7.279	20.029	3.074	0.028
126	85.54	7.642	22.79	3.499	0.028
127	82.542	7.322	22.882	3.407	0.026
128	88.174	7.843	24.404	3.711	0.028
129	81.792	7.333	21.1	3.284	0.028
130	83.875	7.4	22.823	3.366	0.027
131	80.856	7.149	20.812	3.168	0.027
132	88.113	7.782	24.223	3.648	0.027
133	81.29	7.236	21.164	3.233	0.028
134	84.945	7.569	22.989	3.506	0.029
135	87.427	7.794	23.47	3.592	0.028
136	82.142	7.461	21.088	3.385	0.028
137	82.49	7.38	20.897	3.251	0.027
138	80.595	7.276	20.398	3.191	0.028
139	88.111	7.824	23.312	3.518	0.029
140	83.087	7.483	21.385	3.393	0.028
141	82.379	7.367	21.419	3.291	0.028
142	84.888	7.492	22.059	3.354	0.028
143	82.282	7.385	21.284	3.309	0.027
144	83.009	7.437	21.901	3.392	0.028
145	81.35	7.258	20.768	3.179	0.027
146	82.404	7.455	21.059	3.289	0.029
147	83.122	7.399	22.349	3.419	0.027
148	88.568	7.914	24.511	3.745	0.028
149	85.031	7.638	22.094	3.436	0.029
150	91.151	8.19	25.912	3.974	0.029
151	83.01	7.426	22.662	3.427	0.027
152	86.307	7.618	23.207	3.504	0.028
153	86.079	7.652	23.517	3.54	0.028
154	80.822	7.284	21.282	3.396	0.027
155	82.9	7.321	21.468	3.269	0.027
156	78.092	7.063	20.069	3.134	0.027
157	87.329	7.64	23.878	3.52	0.028
158	80.791	7.41	21.203	3.456	0.028
159	85.773	7.651	23.089	3.608	0.027
160	87.001	7.733	24.643	3.761	0.028
161	84.558	7.51	22.709	3.416	0.028
162	90.408	8.032	24.607	3.764	0.029
163	81.539	7.328	21.401	3.292	0.028
164	81.985	7.235	21.093	3.195	0.028
165	87.004	7.861	23.694	3.686	0.029
166	84.64	7.444	22.206	3.342	0.027
167	82.995	7.302	22.248	3.274	0.027
168	80.19	7.097	21.094	3.237	0.026
169	81.538	7.424	21.523	3.408	0.027
170	80.134	7.196	20.922	3.18	0.028
171	81.215	7.246	20.934	3.266	0.027
172	83.945	7.575	22.588	3.5	0.029
173	80.425	7.15	20.359	3.147	0.028
174	85.389	7.686	22.923	3.546	0.028
175	84.545	7.514	22.303	3.382	0.028
176	79.888	7.235	19.965	3.12	0.029
177	83.826	7.401	21.347	3.217	0.028
178	83.649	7.453	21.678	3.278	0.029
179	89.05	7.829	24.955	3.715	0.028
180	81.446	7.322	21.608	3.422	0.027
181	82.986	7.267	22.005	3.255	0.027
182	86.82	7.749	23.38	3.608	0.027
183	82.214	7.289	22.418	3.447	0.027
184	82.726	7.487	21.495	3.39	0.029
185	77.029	6.874	18.897	2.882	0.027
186	78.269	7.071	19.271	3.019	0.027
187	77.52	6.965	19.422	2.984	0.027
188	81.344	7.287	20.751	3.272	0.028
189	80.035	7.251	20.269	3.185	0.028
190	82.53	7.284	21.884	3.251	0.027
191	80.157	7.275	20.095	3.159	0.028
192	82.18	7.241	21.396	3.229	0.027
193	78.266	7.065	19.842	3.103	0.029
194	79.21	7.111	20.386	3.163	0.027
195	85.959	7.586	22.724	3.401	0.028
196	82.019	7.322	21.294	3.258	0.028
197	85.593	7.64	22.63	3.452	0.028
198	88.973	7.919	24.323	3.708	0.029
199	85.117	7.524	23.21	3.481	0.027
200	82.06	7.405	22.529	3.532	0.027
201	82.719	7.479	21.431	3.35	0.029
202	85.699	7.692	23.004	3.538	0.028
203	77.54	6.944	19.699	3.082	0.027
204	85.673	7.656	22.776	3.463	0.028
205	85.345	7.772	22.829	3.672	0.028
206	86.798	7.917	23.098	3.631	0.029
207	87.41	7.815	23.762	3.623	0.028
208	78.465	7.04	20.026	3.056	0.028
209	84.887	7.619	22.762	3.551	0.028
210	81.997	7.333	20.594	3.249	0.028
211	81.479	7.261	21.199	3.259	0.028
212	82.576	7.313	21.413	3.292	0.028
213	87.614	7.731	24.208	3.602	0.027
214	80.556	7.257	21.041	3.267	0.027
215	85.489	7.566	23.833	3.542	0.028
216	89.643	8.007	26.011	3.907	0.028
217	80.155	7.234	20.783	3.28	0.027
218	84.279	7.504	21.802	3.32	0.029
219	84.894	7.596	22.816	3.524	0.028
220	85.417	7.655	23.533	3.662	0.026
221	84.772	7.606	23.364	3.582	0.028
222	82.651	7.248	21.928	3.246	0.027
223	83.464	7.368	21.717	3.285	0.028
224	83.507	7.365	22.373	3.402	0.027
225	72.281	6.436	16.209	2.522	0.028
226	85.665	7.69	22.948	3.574	0.028
227	85.659	7.607	23.615	3.603	0.027
228	86.379	7.601	23.764	3.553	0.027
229	86.18	7.719	23.803	3.691	0.027
230	81.362	7.311	20.499	3.171	0.029
231	84.052	7.52	22.587	3.524	0.027
232	78.186	6.982	19.451	3.009	0.027
233	80.163	7.249	19.754	3.134	0.028
234	86.444	7.875	23.713	3.785	0.028
235	87.732	7.661	24.711	3.667	0.027
236	82.883	7.385	21.986	3.437	0.027
237	89.012	7.849	24.413	3.696	0.029
238	88.748	7.834	24.442	3.616	0.029
239	86.61	7.641	22.752	3.446	0.028
240	84.846	7.659	23.311	3.677	0.027
241	80.607	7.136	19.933	3.067	0.027
242	80.841	7.275	22.11	3.4	0.026
243	81.908	7.26	20.796	3.161	0.029
244	81.796	7.242	21.53	3.279	0.027
245	84.698	7.549	22.77	3.488	0.027
246	86.664	7.728	23.011	3.518	0.028
247	86.769	7.785	23.821	3.61	0.029
248	86.826	7.836	23.142	3.722	0.029
249	84.516	7.479	22.877	3.448	0.028
250	86.639	7.601	23.469	3.502	0.027
251	87.611	7.664	23.451	3.479	0.028
252	81.687	7.253	21.293	3.257	0.027
253	87.4	7.879	24.178	3.814	0.028
254	83.704	7.388	22.647	3.364	0.028
255	85.063	7.666	22.876	3.531	0.028
256	84.101	7.615	22.554	3.528	0.027
257	86.63	7.633	22.803	3.391	0.028
258	83.859	7.465	21.683	3.302	0.028
259	84.371	7.525	22.503	3.495	0.027
260	87.482	7.717	23.147	3.426	0.029
261	82.156	7.354	21.637	3.32	0.027
262	77.972	6.949	19.109	2.93	0.027
263	83.285	7.384	22.256	3.361	0.028
264	85.945	7.762	22.978	3.643	0.028
265	86.913	7.69	23.496	3.596	0.028
266	85.175	7.494	22.18	3.382	0.027
267	85.302	7.541	23.164	3.527	0.027
268	81.242	7.216	20.334	3.107	0.028
269	76.951	6.933	18.591	2.923	0.027
270	84.423	7.486	21.971	3.322	0.029
271	81.152	7.27	21.519	3.32	0.027
272	86.873	7.852	23.552	3.693	0.027
273	80.693	7.27	20.997	3.291	0.028
274	87.122	7.601	22.441	3.312	0.029
275	85.226	7.623	22.54	3.459	0.029
276	87.153	7.759	22.673	3.496	0.029
277	80.644	7.101	20.174	3.025	0.028
278	85.845	7.73	23.173	3.584	0.028
279	83.137	7.391	21.963	3.389	0.027
280	85.95	7.787	22.846	3.658	0.028
281	84.08	7.43	22.596	3.448	0.027
282	89.5	7.96	25.403	3.846	0.028
283	83.399	7.515	21.695	3.417	0.029
284	83.388	7.504	22.369	3.509	0.027
285	84.616	7.476	22.389	3.434	0.027
286	79.428	7.132	20.159	3.126	0.028
287	89.482	7.9	24.657	3.666	0.029
288	85.405	7.515	23.338	3.48	0.028
