Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	12.528	82.1	3.563	52.258	0.771
2	12.906	93.774	3.645	57.13	0.934
3	11.103	75.71	3.152	47.221	0.737
4	12.609	83.852	3.487	53.457	0.812
5	12.761	84.65	3.629	53.226	0.789
6	13.26	86.16	3.934	54.875	0.775
7	11.779	82.576	3.5	53.629	0.833
8	14.405	88.748	4.61	55.821	0.817
9	12.797	85.344	3.496	52.294	0.802
10	12.214	84.37	3.504	53.211	0.813
11	12.372	84.66	3.404	52.36	0.847
12	11.954	84.045	3.42	53.313	0.82
13	12.791	84.202	3.674	53.49	0.814
14	13.314	87.627	3.599	54.997	0.859
15	12.07	84.94	3.676	54.843	0.821
16	12.556	88.081	3.601	55.173	0.871
17	12.452	81.985	3.576	51.627	0.813
18	12.129	90.466	3.565	57.414	0.915
19	11.673	84.909	3.295	53.297	0.849
20	12.589	81.902	3.896	52.345	0.813
21	12.485	86.077	3.608	54.512	0.821
22	12.932	85.945	3.772	55.403	0.837
23	11.825	80.89	3.304	51.485	0.773
24	12.459	88.016	3.611	54.468	0.894
25	13.147	88.137	3.761	55.065	0.858
26	13.08	85.125	3.788	54.526	0.837
27	12.842	87.474	3.629	54.875	0.862
28	12.1	90.158	3.766	55.976	0.912
29	13.27	87.672	3.858	54.814	0.852
30	11.698	87.692	3.351	53.866	0.881
31	12.146	86.415	3.433	54.02	0.88
32	12.767	88.582	3.587	55.483	0.846
33	11.43	82.868	3.368	53.056	0.848
34	12.131	81.86	3.645	51.118	0.783
35	12.985	84.737	3.687	55.823	0.795
36	12.09	83.517	3.371	53.277	0.793
37	12.018	85.428	3.485	53.862	0.877
38	12.841	88.697	3.844	55.748	0.897
39	13.061	82.993	3.725	52.553	0.81
40	13.359	82.353	3.887	52.031	0.798
41	11.896	80.327	3.377	53.314	0.769
42	13.81	90.162	3.987	56.46	0.88
43	12.684	83.816	3.641	53.579	0.78
44	13.589	90.452	3.967	57.277	0.906
45	12.536	84.238	3.374	54.265	0.809
46	12.613	90.357	3.501	54.3	0.877
47	11.755	81.85	3.507	52.254	0.781
48	13.35	88.963	3.735	57.335	0.861
49	13.42	89.026	3.932	57.289	0.846
50	11.547	81.004	3.404	50.975	0.794
51	11.918	89.266	3.443	56.544	0.881
52	11.84	78.173	3.488	50.011	0.726
53	12.979	79.3	3.695	50.367	0.743
54	12.829	83.117	3.735	52.099	0.794
55	13.539	90.484	3.892	56.594	0.882
56	12.052	85.948	3.414	52.433	0.822
57	12.585	81.142	3.574	50.247	0.827
58	13.138	90.822	3.674	55.779	0.894
59	12.856	88.312	3.841	54.559	0.847
60	13.005	81.362	3.736	51.855	0.769
61	12.569	85.072	3.605	54.596	0.834
62	13.341	82.173	3.691	52.16	0.772
63	12.767	88.325	3.699	56.964	0.833
64	13.675	84.76	4.037	53.77	0.836
65	12.934	83.686	3.659	52.141	0.824
66	13.471	85.517	3.753	53.932	0.788
67	12.482	83.821	3.51	53.389	0.833
68	12.757	88.124	3.772	56.868	0.873
69	11.765	89.34	3.496	55.841	0.904
70	13.258	89.943	3.889	56.447	0.865
71	13.496	88.122	3.969	54.874	0.856
72	13.243	88.326	4.009	55.566	0.865
73	12.222	86.245	3.43	53.25	0.866
74	11.585	76.869	3.416	50.324	0.737
75	13.967	90.09	4.042	56.005	0.875
76	12.401	86.257	3.653	53.688	0.827
77	12.978	84.598	3.795	52.593	0.823
78	11.7	82.984	3.359	52.5	0.761
79	12.945	85.211	3.603	52.95	0.838
80	13.467	90.929	3.884	56.829	0.863
81	13.557	88.174	3.934	55.589	0.848
82	12.479	86.218	3.677	55.579	0.871
83	12.63	91.456	3.67	57.234	0.892
84	13.515	91.648	4.224	57.815	0.869
85	11.306	83.846	3.3	52.813	0.821
86	12.45	85.552	3.52	53.92	0.83
87	12.061	83.233	3.46	53.521	0.809
88	13.637	93.763	3.835	57.292	0.951
89	13.156	87.67	3.701	55.131	0.819
90	12.972	85.98	3.511	53.145	0.856
91	12.155	77.492	3.522	48.622	0.713
92	12.708	88.493	3.664	55.661	0.869
93	12.791	86.128	3.515	53.805	0.839
94	13.874	90.613	4.206	57.009	0.833
95	11.105	85.692	3.27	53.891	0.869
96	13.564	87.299	3.887	54.062	0.833
97	11.77	83.056	3.571	51.874	0.816
98	13.228	90.595	3.773	57.814	0.906
99	13.065	86.251	3.618	53.733	0.804
100	11.733	78.423	3.424	49.817	0.745
101	12.119	85.925	3.595	54.389	0.805
102	11.197	82.725	3.27	52.727	0.844
103	12.319	84.044	3.616	52.259	0.834
104	13.149	82.531	3.823	52.178	0.772
105	11.981	84.422	3.403	52.563	0.865
106	13.052	92.145	3.996	57.587	0.896
107	12.606	82.753	3.575	52.546	0.776
108	13.068	86.552	3.663	54.831	0.819
109	12.167	85.123	3.661	53.831	0.859
110	12.349	86.158	3.409	52.977	0.843
111	11.888	85.088	3.433	53.211	0.809
112	12.583	87.645	3.55	54.291	0.856
113	13.62	85.531	4.301	53.788	0.781
114	12.567	87.6	3.545	54.853	0.87
115	12.537	82.758	3.541	52.618	0.804
116	13.404	87.095	3.855	53.237	0.828
117	12.075	82.735	3.594	52.86	0.842
118	12.147	86.518	3.545	54.319	0.896
119	12.597	81.543	3.613	52.163	0.804
120	13.387	90.488	4.103	57.184	0.87
121	11.594	79.542	3.532	51.274	0.777
122	11.671	83.632	3.332	52.444	0.832
123	13.067	83.853	3.513	52.772	0.78
124	13.514	88.96	4.123	54.639	0.844
125	14.243	90.605	4.031	56.993	0.862
126	14.244	88.303	4.155	55.147	0.827
127	11.946	85.747	3.54	54.08	0.839
128	13.266	84.417	3.826	52.409	0.792
129	13.643	85.989	4.085	54.012	0.8
130	11.539	81.694	3.359	52.209	0.813
131	13.072	80.997	3.483	50.721	0.762
132	11.597	83.699	3.262	52.424	0.826
133	13.079	88.195	3.917	55.745	0.838
134	11.893	81.35	3.313	50.62	0.79
135	13.547	83.756	4.141	53.312	0.815
136	13.083	90.84	3.804	57.289	0.856
137	11.827	79.928	3.324	49.787	0.772
138	11.666	80.809	3.444	52.107	0.803
139	12.001	83.494	3.553	51.999	0.813
140	12.92	89.227	3.651	56.024	0.901
141	12.968	81.512	3.501	51.148	0.788
142	12.904	89.031	3.733	56.153	0.851
143	13.587	85.244	4.15	54.554	0.772
144	12.639	89.605	3.562	57.028	0.837
145	12.998	83.481	3.76	52.601	0.762
146	12.246	88.206	3.552	55.116	0.873
147	12.477	85.16	3.409	53.394	0.841
148	12.349	83.337	3.519	52.336	0.772
149	12.308	84.331	3.6	53.09	0.807
150	11.936	78.713	3.41	50.793	0.741
151	12.353	88.573	3.552	55.254	0.868
152	12.814	89.394	3.718	57.773	0.858
153	12.98	83.45	3.582	52.101	0.799
154	12.273	85.533	3.627	54.316	0.835
155	12.199	88.18	3.548	56.633	0.889
156	12.012	89.417	3.609	55.79	0.871
157	11.934	80.171	3.577	50.679	0.784
158	13.8	90.648	3.988	57.723	0.885
159	12.918	85.765	3.693	53.007	0.843
160	11.872	80.835	3.542	51.593	0.803
161	13.382	86.707	3.765	53.411	0.818
162	12.777	87.898	4.132	56.736	0.869
163	12.881	91.197	3.729	56.279	0.908
164	13.281	90.549	3.895	56.705	0.847
165	13.469	87.532	3.911	57.023	0.847
166	11.928	86.016	3.647	53.91	0.856
167	13.368	81.955	3.879	52.014	0.763
168	13.116	86.717	3.859	55.136	0.858
169	12.586	81.86	3.482	53.193	0.773
170	11.877	80.042	3.477	51.48	0.797
171	12.675	87.443	3.649	56.205	0.851
172	12.422	83.641	3.494	51.335	0.825
173	12.749	86.351	3.621	52.772	0.852
174	13.788	84.866	4.033	53.66	0.793
175	11.524	84.354	3.316	52.334	0.862
176	12.224	79.124	3.626	49.964	0.751
177	13.82	88.089	4.124	55.743	0.839
178	12.896	87.198	3.97	54.893	0.86
179	12.532	81.644	3.442	51.479	0.796
180	11.872	78.569	3.42	48.937	0.765
181	12.949	86.156	3.742	53.765	0.826
182	13.301	88.677	3.935	55.77	0.845
183	13.043	86.838	3.597	53.55	0.841
184	13.015	86.807	3.668	54.16	0.832
185	11.986	78.624	3.545	51.668	0.727
186	12.211	86.646	3.496	53.158	0.86
187	11.507	83.44	3.544	55.016	0.824
188	12.037	78.46	3.49	49.0	0.751
189	12.543	86.622	3.596	53.595	0.813
190	13.075	88.83	3.616	55.559	0.876
191	13.054	84.853	3.844	53.892	0.85
192	13.457	91.489	3.882	56.719	0.846
193	12.949	81.057	3.644	51.431	0.775
194	12.639	83.168	3.557	52.535	0.78
195	11.461	81.294	3.401	52.39	0.764
196	12.852	90.054	3.656	55.837	0.88
197	13.139	87.034	3.772	54.384	0.827
198	12.819	89.688	3.589	55.357	0.862
199	13.466	87.194	3.783	56.016	0.822
200	12.266	81.16	3.496	50.883	0.777
201	12.766	83.465	3.761	54.394	0.82
202	12.026	85.215	3.566	53.748	0.863
203	12.157	81.779	3.478	51.322	0.761
204	12.259	89.445	3.702	57.127	0.92
205	12.089	83.893	3.593	53.236	0.799
206	12.83	90.856	3.709	57.951	0.902
207	13.096	92.092	3.647	54.64	0.926
208	12.165	83.737	3.412	53.228	0.773
209	12.786	85.472	3.705	53.168	0.829
210	12.776	93.147	3.718	59.794	0.892
211	13.427	88.451	3.845	55.698	0.841
212	13.467	86.777	4.007	53.55	0.852
213	13.082	91.104	3.871	56.649	0.898
214	13.238	89.037	3.67	54.936	0.832
215	12.769	88.16	3.784	56.881	0.877
216	12.683	83.71	3.718	52.819	0.829
217	11.659	85.211	3.384	53.54	0.828
218	13.644	90.95	4.213	56.544	0.853
219	13.093	85.896	3.697	54.447	0.781
220	12.154	82.058	3.609	52.401	0.798
221	12.485	88.234	3.555	54.627	0.877
222	13.018	86.365	3.729	54.073	0.84
223	12.176	79.361	3.328	49.332	0.772
224	11.509	85.014	3.335	54.178	0.838
225	13.16	85.218	3.822	52.589	0.791
226	12.381	79.627	3.566	49.542	0.762
227	12.921	86.596	3.805	55.422	0.845
228	13.396	86.874	3.852	52.705	0.833
229	13.19	82.903	3.773	52.822	0.775
230	12.217	86.702	3.664	54.817	0.849
231	12.61	86.3	3.554	55.252	0.883
232	12.218	88.48	3.549	54.858	0.881
233	12.676	83.44	3.524	51.564	0.806
234	12.999	86.584	4.024	55.251	0.824
235	13.562	83.521	4.074	52.154	0.759
236	13.367	85.562	3.816	53.452	0.845
237	12.037	82.978	3.496	52.518	0.797
238	12.324	83.612	3.395	52.567	0.828
239	12.807	83.971	3.802	53.184	0.822
240	12.824	90.882	3.66	56.396	0.894
241	13.319	83.531	3.778	53.689	0.772
242	12.369	89.466	3.592	57.809	0.878
243	13.671	88.767	4.109	53.853	0.849
244	12.312	82.241	3.661	52.089	0.76
245	11.948	83.711	3.611	53.504	0.821
246	12.854	85.905	3.897	54.119	0.802
247	12.493	82.037	3.509	52.422	0.813
248	12.49	81.767	3.646	52.383	0.797
249	13.747	94.666	3.938	59.78	0.945
250	13.742	89.034	3.899	56.545	0.856
251	14.771	90.468	4.416	56.787	0.804
252	12.491	83.854	3.524	52.256	0.854
253	12.988	87.949	3.84	55.152	0.851
254	11.499	77.869	3.29	49.976	0.769
255	13.127	88.371	3.792	56.151	0.881
256	13.192	87.837	3.746	53.733	0.837
257	12.882	85.612	3.652	53.362	0.804
258	14.67	87.661	4.174	55.033	0.811
259	13.568	90.178	3.684	57.535	0.91
260	13.368	86.535	3.894	54.481	0.814
261	12.133	83.934	3.583	53.466	0.828
262	12.876	76.291	3.633	49.908	0.715
263	13.014	89.907	3.866	56.902	0.833
264	11.621	78.568	3.387	49.66	0.762
265	11.865	80.665	3.577	51.925	0.775
266	12.561	90.252	3.556	55.829	0.892
267	13.575	88.913	3.741	54.504	0.846
268	13.599	88.347	3.818	55.145	0.841
269	13.046	88.371	3.616	54.867	0.892
270	12.111	84.433	3.366	51.508	0.858
271	12.889	84.38	3.674	52.817	0.8
272	12.457	83.944	3.565	54.604	0.838
273	12.351	84.07	3.744	52.632	0.779
274	13.104	79.118	3.559	50.678	0.746
275	12.824	88.579	3.642	56.019	0.861
276	13.176	86.244	3.716	54.103	0.825
277	12.318	87.879	3.473	54.427	0.886
278	12.302	83.968	3.504	51.302	0.791
279	12.532	84.324	3.664	53.602	0.812
280	11.667	83.932	3.443	52.756	0.849
281	13.747	82.001	4.105	52.654	0.741
282	11.984	83.584	3.353	52.473	0.805
283	12.412	84.893	3.514	53.362	0.808
284	12.45	83.224	3.685	52.952	0.834
285	13.373	85.841	3.995	53.021	0.798
286	13.294	81.724	4.055	53.017	0.725
287	12.418	84.221	3.651	54.071	0.836
288	12.565	91.417	3.662	57.88	0.904
289	12.966	87.891	3.845	53.71	0.851
290	13.321	84.899	3.704	52.078	0.855
291	13.475	86.67	3.971	54.429	0.836
292	12.688	79.685	3.497	49.94	0.767
293	13.156	81.545	3.552	51.62	0.774
294	13.179	86.256	3.883	55.61	0.866
295	12.976	80.23	3.703	49.355	0.762
296	12.558	83.406	3.511	53.244	0.795
297	12.611	85.22	3.56	53.825	0.842
298	12.686	87.127	3.64	53.721	0.881
299	13.02	84.046	3.678	54.319	0.775
300	12.658	85.628	3.621	53.89	0.847
301	12.413	85.942	3.51	52.537	0.857
302	12.212	86.952	3.546	54.95	0.861
303	12.261	81.074	3.579	52.21	0.782
304	12.44	83.137	3.513	52.73	0.802
305	12.932	86.282	3.739	55.774	0.799
306	13.202	85.097	3.681	53.813	0.836
307	12.175	85.248	3.371	54.192	0.829
308	12.596	83.716	3.584	53.014	0.809
309	12.517	89.17	3.825	56.153	0.89
310	12.584	81.84	3.651	52.315	0.796
311	13.248	88.819	3.722	54.799	0.832
312	12.529	86.448	3.539	54.936	0.831
313	12.286	82.073	3.621	50.257	0.779
314	12.631	89.874	3.74	56.698	0.895
