Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	96.886	8.693	25.799	4.063	0.033
2	90.339	8.114	23.766	3.704	0.032
3	96.839	8.562	25.807	3.934	0.035
4	97.673	8.574	26.647	4.029	0.032
5	97.053	8.643	26.412	4.048	0.033
6	98.944	8.815	27.29	4.132	0.033
7	96.101	8.552	26.032	3.978	0.033
8	99.27	8.856	27.12	4.181	0.034
9	95.442	8.537	25.506	3.935	0.033
10	101.503	9.041	28.83	4.43	0.033
11	95.468	8.341	25.243	3.791	0.034
12	98.014	9.01	26.362	4.237	0.035
13	94.886	8.532	25.553	4.047	0.033
14	93.537	8.362	24.358	3.746	0.034
15	99.227	8.979	27.566	4.386	0.034
16	99.422	8.632	27.577	4.126	0.034
17	100.582	8.778	27.815	4.1	0.033
18	95.563	8.499	26.056	3.974	0.032
19	97.174	8.544	25.801	3.91	0.033
20	97.185	8.549	26.326	4.003	0.033
21	95.193	8.416	25.49	3.887	0.032
22	100.872	8.903	28.656	4.296	0.033
23	94.269	8.263	25.759	3.832	0.031
24	93.128	8.293	23.868	3.717	0.033
25	96.05	8.495	26.161	3.933	0.033
26	94.881	8.363	25.36	3.817	0.033
27	95.577	8.699	25.29	4.111	0.034
28	96.158	8.567	26.085	4.105	0.032
29	99.217	8.706	28.12	4.19	0.032
30	97.897	8.705	25.806	3.98	0.033
31	96.901	8.595	26.887	4.067	0.034
32	97.869	8.769	26.675	4.174	0.033
33	92.997	8.287	24.153	3.733	0.032
34	87.311	7.845	21.864	3.437	0.032
35	95.338	8.462	25.783	3.991	0.033
36	101.559	8.996	29.535	4.42	0.031
37	99.665	8.802	27.01	4.081	0.034
38	93.599	8.353	25.007	3.861	0.032
39	92.563	8.212	23.57	3.653	0.033
40	100.058	9.135	28.762	4.613	0.033
41	90.212	8.061	22.759	3.611	0.032
42	100.526	8.883	28.922	4.331	0.033
43	94.396	8.341	25.005	3.791	0.034
44	101.468	9.105	28.352	4.429	0.034
45	95.69	8.509	26.209	3.977	0.033
46	96.167	8.526	26.635	4.007	0.032
47	94.132	8.437	25.047	3.957	0.033
48	94.341	8.48	24.874	3.93	0.034
49	99.646	8.777	27.699	4.173	0.033
50	92.234	8.139	24.552	3.689	0.031
51	98.11	8.927	27.399	4.422	0.034
52	98.726	8.734	27.305	4.079	0.033
53	93.102	8.332	23.809	3.693	0.033
54	93.064	8.156	25.099	3.749	0.031
55	92.674	8.175	24.38	3.658	0.032
56	98.411	8.629	26.773	4.045	0.033
57	98.024	8.63	26.124	3.887	0.033
58	98.631	8.73	26.518	4.056	0.033
59	94.423	8.426	25.471	3.933	0.031
60	95.736	8.373	25.226	3.812	0.032
61	98.156	8.764	26.961	4.143	0.034
62	94.033	8.356	25.376	3.826	0.033
63	103.903	9.389	28.766	4.569	0.035
64	95.482	8.483	24.962	3.809	0.034
65	94.976	8.549	24.865	3.938	0.034
66	100.528	9.157	28.797	4.584	0.033
67	96.987	8.624	26.902	4.052	0.032
68	97.623	8.664	27.02	4.099	0.034
69	98.224	8.803	27.198	4.166	0.033
70	100.028	8.751	27.262	4.045	0.034
71	100.407	9.056	28.273	4.438	0.034
72	97.859	8.677	26.603	4.035	0.033
73	94.008	8.428	25.473	3.953	0.032
74	95.383	8.48	25.949	3.986	0.032
75	100.626	8.879	28.459	4.239	0.033
76	93.736	8.301	24.619	3.8	0.032
77	94.99	8.395	25.412	3.866	0.033
78	95.801	8.476	25.07	3.827	0.033
79	97.11	8.715	26.423	4.101	0.034
80	96.357	8.406	25.1	3.792	0.032
81	93.554	8.38	23.982	3.754	0.034
82	92.785	8.261	23.996	3.707	0.034
83	99.075	8.749	27.214	4.093	0.034
84	98.76	8.86	26.8	4.216	0.035
85	94.883	8.363	25.447	3.862	0.032
86	96.063	8.557	25.456	3.935	0.033
