MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	5.389478766795229e-08	6.174418529703285e-08	2.5452975627524617e-07	8.578430814413818e-08	2.63700646972492e-08	7.717615899061805e-08	1.0841620933943272e-07	1.6565455473328548e-07	1.1591026770452109e-08	1.7368338916213303e-07	1.532779353495967e-07	1.628094928861368e-07	3.3109121262561855e-08	9.095727169977172e-08
1:Del:C:1	0.011805150499080834	0.028066808283553533	0.009215666026195545	0.015612681432656256	0.014006571888585399	0.1359924440476315	0.02641279255613884	0.014713132867144294	0.016360348974882272	0.031616851119925356	0.0448018897109588	0.02869652652760807	0.022935755080801545	0.024641556271395984
1:Del:C:2	0.003576393248342376	0.006171952621980169	0.004507206819505832	0.004631483883977484	0.004378871090197533	0.022305859748215206	0.006843455549264693	0.005844556250851301	0.005412184429340252	0.012607389509011213	0.016796243708330647	0.015807001605704328	0.00659979456022268	0.009074024294051275
1:Del:C:3	0.0019324012480931982	0.0024310801444794145	0.0017623509415000827	0.0021400948099185337	0.0019382511141750652	0.014468666220567875	0.0031419532513696628	0.002561663808473128	0.00233713976009877	0.004609313278907241	0.005372597817956492	0.007285020130341653	0.0024763693561040533	0.004209688519208195
1:Del:C:4	0.00106991156530841	0.0017439896479853562	0.0012863800700408268	0.001278234359149876	0.0011857056011962581	0.006318849456759137	0.0022888705485540574	0.0013869787078156263	0.0014207639503860674	0.004196368245972823	0.0056681286064663985	0.0032944814441121873	0.0020985573619751595	0.002054028304213822
1:Del:C:5	0.0015410679276878208	0.0021201382969356928	0.003148236892473962	0.002244332516648937	0.0019050397304588513	0.0034000139250812125	0.0025081054184049397	0.0023854611633985488	0.0019594492028757234	0.0038443246539525406	0.005118981652663961	0.00499318853032354	0.0021803073592829973	0.002649834024316271
1:Del:T:0	5.389478766795229e-08	6.174418529703285e-08	2.5452975627524617e-07	8.578430814413818e-08	2.63700646972492e-08	7.717615899061805e-08	1.0841620933943272e-07	1.6565455473328548e-07	1.1591026770452109e-08	1.7368338916213303e-07	1.532779353495967e-07	1.628094928861368e-07	3.3109121262561855e-08	9.095727169977172e-08
1:Del:T:1	0.0068130939039677905	0.010561739184957305	0.00855290845763211	0.009201222389567358	0.008953757553509127	0.11191176106045028	0.012494187927351597	0.00831064338872932	0.011344650195404846	0.019775342798155036	0.02983716733447469	0.03457696035463685	0.011251529383882946	0.021029162452640634
1:Del:T:2	0.004727053992873626	0.008532910940005363	0.00674402853801723	0.004999913235536633	0.005581380177173775	0.039452557248814996	0.00892660549295585	0.00687476192473061	0.007043996701216965	0.015112044823580252	0.021054873654735715	0.017635358993059697	0.0074850274122311945	0.010963271339388115
1:Del:T:3	0.004654975090951264	0.007045680873823541	0.004132329022872097	0.0045561867851107146	0.0043330706178140365	0.0369094980716362	0.008178544008094547	0.004860732952224479	0.006605434555070795	0.011885587036295511	0.016577068743813716	0.014448111242436938	0.006697571431971654	0.009523273727562615
1:Del:T:4	0.0036372580327175327	0.005109248432405051	0.00648134742900161	0.003951632640165113	0.0038587312553412475	0.027365287387908176	0.006398795167626998	0.005961982800779432	0.004393623593991866	0.01421507005578016	0.01887578009674845	0.017796487031152546	0.00525783367266814	0.009555042701883006
1:Del:T:5	0.12920835883411508	0.18530128908309437	0.33045331783342974	0.17313978679851413	0.07748333981498863	0.11055995439953553	0.23608026818543967	0.25101389037560795	0.04038580590297741	0.2687545387402514	0.33670760716524045	0.07773510439950593	0.12395980936199794	0.09802262792698616
1:Ins:C:0	0.0022109256866342424	0.002691479278663054	0.0034341199075331856	0.003530835967297138	0.002402324270890807	0.01228962087514559	0.0036390868992812026	0.0031269107350466894	0.002643999803133043	0.007694814543903001	0.006566653430568367	0.010012423122574743	0.003004908449737436	0.005124923841578402
1:Ins:C:1	0.0010368966353692683	0.0021396439745266322	0.001317153858087596	0.001546113116255029	0.0017389762005181532	0.005965114302332523	0.0023343643942276534	0.0017780149388494154	0.0020263537871122255	0.0027170278757256217	0.0029038882966613794	0.0033072838463057202	0.0021353505273664472	0.002689824793850994
1:Ins:C:2	0.0011126073550584167	0.0014657341438487242	0.0012544272365798595	0.001473711207299575	0.0017241832791419815	0.0021843869647442784	0.0017099354109466442	0.0015956790221978592	0.0017189490474867947	0.002821774007433829	0.0025533275576072106	0.004023394922752667	0.0015194370479169556	0.0030193875430971117
1:Ins:C:3	0.0007781280041774435	0.0007475127996250488	0.0010556178602031138	0.0010730752052207765	0.0013018882008909367	0.0011368798929834662	0.0009660251260074106	0.0009106938162586013	0.0016804616329693719	0.0025662591035133324	0.0018482725784630732	0.0030216551041309884	0.0010377781664821122	0.001781332210914803
1:Ins:C:4	0.000724740701571268	0.0012450774025465194	0.0012589965367852361	0.0012288803691448656	0.0011299103335683553	0.004260528387187695	0.0013716102974604392	0.001297720273452003	0.0014010151614722887	0.0033174517966932534	0.003545218325159448	0.004084173672461063	0.001306487576886049	0.0019391881264350088
1:Ins:C:5	0.005399366963620127	0.008394913491132252	0.006965042687139164	0.006815121152579226	0.008244282743211874	0.01666731250492913	0.009958504416741225	0.007152077202009632	0.009747295723118004	0.02012265253151217	0.02318677093298145	0.018960776779823434	0.0109401749241836	0.0123786726339934
1:Ins:T:0	0.005404568053946943	0.006000895020856443	0.004243975408706059	0.006037017714317738	0.0072661011304647844	0.01753191711821949	0.006580176854293792	0.005537393393319594	0.008053740728233267	0.009834676466251536	0.010311510033741561	0.017724938065347636	0.0065365431564790525	0.010434082352744255
1:Ins:T:1	0.0052040419136672985	0.009625709933760137	0.004716275594896649	0.006368110356564619	0.007086899000134574	0.02596616828682127	0.009400482938022271	0.00639049663955327	0.011117452121297727	0.010924610201524394	0.012450448095580244	0.0135730260800442	0.009097782856716214	0.011681169817937096
1:Ins:T:2	0.0030728795126897693	0.004463311550819924	0.0054266574160375496	0.003987526057463834	0.004377831658800304	0.008541076814820843	0.005206795451466316	0.004699242293305395	0.0048450889719495295	0.00819731415435732	0.007507658330316753	0.012080574270823395	0.004338136774963052	0.00724073017376964
1:Ins:T:3	0.002192083943211491	0.0030848112409753384	0.0037116789017356817	0.0035517865934827243	0.002864541910224669	0.015010282905629207	0.003958976181317575	0.003967219808224621	0.0036303872561484108	0.008198235284132913	0.007120894533545186	0.012532298927737195	0.003454215304301054	0.006690766892058689
1:Ins:T:4	0.002490500155050338	0.0036927660485170434	0.003104151612353333	0.003179922308291215	0.003315939196794777	0.013577892355411288	0.004230009237928921	0.003205911660316234	0.004420414223022435	0.006408828863538338	0.008051099883816068	0.007957815181410085	0.004405386043238053	0.0059763957018840914
1:Ins:T:5	0.6122045054358429	0.5435215053347292	0.058009825342238926	0.5005299262563135	0.6750588056777664	0.052208834009554464	0.3891536840853558	0.28651248146368175	0.7125188186537216	0.059663419969354536	0.07214133885012615	0.05338766765643483	0.6248521920933322	0.39011209522985907
2:Del:R:0	0.1063162989581895	0.054396241816250905	0.40589007318301595	0.13473339114867888	0.06380743687488936	0.06834937219643393	0.12871254803225113	0.2575284090004183	0.02942662380836236	0.23885009734363624	0.08436878848840539	0.3455159779578353	0.0272557136793053	0.18730425850914006
2:Del:R:1	0.0005586043401439406	0.000770727334940694	0.0009008236267671608	0.0006141984448141158	0.0007168872016181813	0.003039264099845766	0.0009947875138740087	0.0009831618452478016	0.0009445288151151114	0.002195930783142899	0.0016474130515494421	0.003563504729839566	0.0007857764618598308	0.0015762982955733421
2:Del:R:2	0.0002325053440219667	0.0003076892196593347	0.00036908681563970445	0.00026312815177966317	0.0001686054182177478	0.002943521088070534	0.00042021302106473585	0.0003550414965355532	0.0002449891853405628	0.0005576655316507816	0.0009030162591436014	0.0006536365241769306	0.00031732970160168553	0.0005586792506003178
2:Del:R:3	6.049508433495708e-05	3.9297203812937495e-05	0.000415228663335899	7.918864267778417e-05	5.2446628222260446e-05	8.745476541796952e-05	8.395367395203161e-05	0.0002150393680104583	6.104491059313735e-05	0.00023767171369508126	9.288417230904662e-05	0.00038612472156329106	3.44502621006194e-05	0.00020623112862874337
2:Del:R:4	3.0394404980275e-05	2.9968903551814828e-05	2.9032805458807798e-05	3.981594514222292e-05	3.81923635268527e-05	8.33722397610223e-05	4.7057432242127135e-05	3.4564516548545335e-05	3.691139545460727e-05	8.209206398371167e-05	6.949575881615219e-05	0.0001580393188945722	2.648963441999787e-05	8.24624753075761e-05
2:Del:R:5	0.0005842211032826963	0.0006517920454624278	0.0007877547804114086	0.0010101919463897508	0.0004919044120958934	0.00044381090762096574	0.0008700447814557814	0.000814239322888052	0.0005459838868663107	0.001358531421757833	0.0013700272862509568	0.001210039654445385	0.000568671297864934	0.0009367389587909475
3:Del:R:0	0.005932472048502803	0.007781557004760492	0.014292819287602801	0.007574899746479318	0.006059112832124855	0.010153822994193982	0.00874861039917113	0.010095075331574532	0.006088835493274008	0.016085503170492843	0.019721949391686918	0.01860363826405971	0.007056774266763055	0.010760689728548052
3:Del:R:1	0.0006073741364443162	0.0009173231548750384	0.0013938816518748172	0.00092965833019397	0.0008006737247499948	0.0010561566966112205	0.001181072080833888	0.0012697468525273972	0.0009210364354896244	0.0021725265466681996	0.002637601571425704	0.00166596009309718	0.0011461239945139581	0.001146659078409097
3:Del:R:2	0.00012003720574586849	0.00022048052148109098	0.00017313005170261747	0.00016413524392449528	0.0001539725703689295	0.0005647960136387784	0.00023805602567384147	0.0001560974810429349	0.0002072982799013852	0.0003855346338351875	0.0005349296412886619	0.0004476935121943554	0.0002073647238217859	0.0002782433995632927
3:Del:R:3	5.389478766795229e-08	6.174418529703285e-08	2.5452975627524617e-07	8.578430814413818e-08	2.63700646972492e-08	7.717615899061805e-08	1.0841620933943272e-07	1.6565455473328548e-07	1.1591026770452109e-08	1.7368338916213303e-07	1.532779353495967e-07	1.628094928861368e-07	3.3109121262561855e-08	9.095727169977172e-08
3:Del:R:4	2.4220807114738144e-05	4.282737175854804e-05	3.416421911364298e-05	3.5007283249283375e-05	3.3080197373045366e-05	6.559322352700795e-05	7.029241235193572e-05	3.1711012662471706e-05	3.2779037008715055e-05	0.0001267276910654874	0.00012111956884383506	0.00010962539510551923	3.822564613334894e-05	4.7933698606986235e-05
3:Del:R:5	5.389478766795229e-08	6.174418529703285e-08	2.5452975627524617e-07	8.578430814413818e-08	2.63700646972492e-08	7.717615899061805e-08	1.0841620933943272e-07	1.6565455473328548e-07	1.1591026770452109e-08	1.7368338916213303e-07	1.532779353495967e-07	1.628094928861368e-07	3.3109121262561855e-08	9.095727169977172e-08
4:Del:R:0	0.002652572665198619	0.0035989709545750674	0.005931829816316816	0.003638260790024028	0.003530218703513057	0.008664580315860827	0.0038853280064505323	0.004840953121479871	0.004587041805715463	0.009630357915919142	0.008159255383053803	0.014770418490082836	0.003488356966237833	0.007382756312528632
4:Del:R:1	0.00016814575190515698	0.000180327567673936	0.0002790192020980915	0.00015300225034419406	0.00020481841647090022	0.0005466397925380151	0.0002546461164120086	0.0002545125810793832	0.00028170635716290255	0.000587552643313606	0.0005660303252341432	0.0006502682870120125	0.00025552077679790683	0.00034057856949376743
4:Del:R:2	6.030089770232995e-05	5.677934641477932e-05	5.8465597245384845e-05	7.606977549788568e-05	7.649788736620264e-05	6.425643185316525e-05	9.662356893064003e-05	5.7400552905153254e-05	0.00014304597519040346	0.00010688642877634924	0.00015143225137272267	0.00013445853602648674	0.00010799545010934721	0.00010583617056795949
4:Del:R:3	5.389478766795229e-08	6.174418529703285e-08	2.5452975627524617e-07	8.578430814413818e-08	2.63700646972492e-08	7.717615899061805e-08	1.0841620933943272e-07	1.6565455473328548e-07	1.1591026770452109e-08	1.7368338916213303e-07	1.532779353495967e-07	1.628094928861368e-07	3.3109121262561855e-08	9.095727169977172e-08
4:Del:R:4	5.389478766795229e-08	6.174418529703285e-08	2.5452975627524617e-07	8.578430814413818e-08	2.63700646972492e-08	7.717615899061805e-08	1.0841620933943272e-07	1.6565455473328548e-07	1.1591026770452109e-08	1.7368338916213303e-07	1.532779353495967e-07	1.628094928861368e-07	3.3109121262561855e-08	9.095727169977172e-08
4:Del:R:5	5.389478766795229e-08	6.174418529703285e-08	2.5452975627524617e-07	8.578430814413818e-08	2.63700646972492e-08	7.717615899061805e-08	1.0841620933943272e-07	1.6565455473328548e-07	1.1591026770452109e-08	1.7368338916213303e-07	1.532779353495967e-07	1.628094928861368e-07	3.3109121262561855e-08	9.095727169977172e-08
5:Del:R:0	0.007062338584455361	0.012137097058708754	0.007449414034624817	0.009242455148018653	0.008667894193489192	0.03828905384024964	0.012434110462619859	0.010528817824217782	0.008981266202211572	0.023180256382678472	0.030823975503070804	0.025859089543761465	0.012390037484946673	0.015418505879457055
5:Del:R:1	1.6307947249552937e-05	2.5215010800690547e-05	1.0850638926710912e-05	9.18093450262727e-06	1.7152642038841008e-05	0.00042193286663291026	2.560930935640746e-05	2.488645021903385e-05	3.501303850658339e-05	4.474299991402415e-05	5.06100649943583e-05	0.00012678805914544827	2.5119877838012714e-05	9.882098839718722e-05
