Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	67.679	6.07	17.618	2.687	0.021
2	67.89	6.151	17.596	2.795	0.021
3	67.354	5.975	16.929	2.549	0.022
4	72.789	6.511	19.964	3.005	0.022
5	65.208	5.87	16.152	2.521	0.022
6	62.733	5.678	15.592	2.475	0.021
7	66.449	6.083	16.096	2.604	0.023
8	68.77	6.325	17.723	2.853	0.022
9	65.634	5.796	16.653	2.489	0.021
10	67.025	6.07	17.39	2.707	0.021
11	74.006	6.465	19.554	2.898	0.022
12	69.121	6.078	17.098	2.571	0.021
13	62.713	5.598	15.494	2.382	0.021
14	60.501	5.383	13.821	2.116	0.021
15	68.245	6.12	17.669	2.723	0.021
16	64.106	5.741	15.642	2.397	0.021
17	69.562	6.28	17.703	2.762	0.021
18	67.277	6.034	17.4	2.688	0.02
19	77.549	6.817	21.683	3.222	0.023
20	67.712	6.149	16.788	2.642	0.023
21	62.344	5.587	14.436	2.294	0.022
22	67.67	6.029	17.129	2.639	0.022
23	63.382	5.753	14.939	2.374	0.021
24	65.898	5.931	16.042	2.501	0.021
25	64.546	5.799	16.058	2.491	0.021
26	71.714	6.482	19.009	3.007	0.022
27	67.422	6.057	16.288	2.533	0.022
28	66.405	5.871	16.997	2.573	0.021
29	65.926	5.943	16.729	2.604	0.022
30	68.101	6.053	17.868	2.702	0.021
31	57.341	5.168	13.255	2.088	0.02
32	68.811	6.08	17.414	2.631	0.021
33	62.391	5.588	14.196	2.214	0.021
34	64.712	5.791	15.819	2.43	0.021
35	72.496	6.503	19.881	3.037	0.022
36	70.144	6.24	19.616	2.952	0.02
37	67.953	6.164	18.13	2.836	0.021
38	71.554	6.328	19.076	2.884	0.022
39	69.369	6.188	17.789	2.706	0.022
40	68.969	6.187	17.907	2.771	0.021
41	65.737	5.927	17.219	2.611	0.02
42	66.997	5.998	16.524	2.58	0.021
43	64.525	5.797	15.785	2.462	0.021
44	64.632	5.807	15.738	2.473	0.021
45	65.353	5.821	16.651	2.541	0.021
46	70.222	6.365	17.995	2.792	0.023
47	71.528	6.421	19.416	3.017	0.022
48	66.109	5.882	16.687	2.569	0.02
49	65.474	6.002	16.038	2.567	0.022
50	63.817	5.748	15.879	2.505	0.021
51	67.163	5.939	17.257	2.63	0.02
52	65.207	5.847	15.791	2.456	0.022
53	69.935	6.412	18.648	2.985	0.022
54	66.725	5.981	16.426	2.608	0.021
55	61.798	5.563	14.663	2.318	0.021
56	67.522	6.101	17.288	2.701	0.022
57	69.879	6.292	17.68	2.741	0.023
58	65.894	5.93	17.233	2.641	0.021
59	69.423	6.178	17.525	2.662	0.022
60	65.933	5.892	16.795	2.587	0.022
61	69.754	6.28	17.665	2.744	0.022
62	68.053	6.25	17.902	2.868	0.021
63	66.482	5.894	16.816	2.516	0.021
64	62.641	5.667	15.61	2.443	0.022
65	66.446	5.987	16.83	2.649	0.021
66	64.187	5.795	16.221	2.508	0.021
67	66.878	5.953	16.254	2.498	0.022
68	69.113	6.322	18.337	2.876	0.021
69	65.476	6.005	16.211	2.598	0.022
70	69.541	6.256	17.551	2.723	0.022
71	65.644	5.946	16.361	2.558	0.022
72	67.649	6.027	16.808	2.568	0.022
73	68.22	6.244	17.358	2.789	0.022
74	67.009	6.04	17.684	2.756	0.021
75	69.007	6.244	18.016	2.889	0.021
76	67.958	6.127	17.209	2.695	0.021
77	66.369	6.007	16.971	2.651	0.022
78	62.229	5.558	15.03	2.307	0.021
79	71.534	6.541	18.651	2.999	0.023
80	69.311	6.186	18.183	2.771	0.02
81	72.186	6.452	18.338	2.772	0.023
82	66.261	5.959	16.099	2.509	0.021
83	71.573	6.336	18.387	2.773	0.022
84	63.306	5.721	15.288	2.395	0.022
85	68.889	6.124	17.747	2.702	0.021
86	63.952	5.698	16.565	2.491	0.021
87	69.536	6.248	18.6	2.883	0.022
88	68.895	6.316	17.821	2.948	0.022
89	66.738	6.09	16.255	2.592	0.021
90	68.881	6.141	17.703	2.713	0.021
91	67.924	6.111	16.978	2.639	0.022
92	64.214	5.713	15.652	2.39	0.022
93	65.128	5.756	16.015	2.418	0.021
94	67.041	6.029	17.275	2.648	0.022
95	63.752	5.663	15.764	2.397	0.021
96	69.289	6.393	18.229	2.988	0.022
97	62.428	5.718	14.711	2.346	0.022
98	70.416	6.298	19.134	2.906	0.02
99	63.123	5.68	15.119	2.362	0.022
100	73.569	6.508	19.844	2.989	0.022
101	66.475	6.003	16.736	2.631	0.021
102	65.591	5.951	16.051	2.512	0.022
103	69.511	6.074	18.785	2.769	0.021
104	66.106	5.861	16.701	2.569	0.021
105	66.058	5.915	15.944	2.457	0.022
106	67.672	6.083	17.392	2.671	0.022
107	71.187	6.44	18.052	2.785	0.023
108	64.078	5.792	15.648	2.443	0.021
109	67.623	6.094	16.607	2.588	0.021
110	67.051	6.082	16.986	2.65	0.022
111	69.851	6.227	17.507	2.648	0.022
112	66.258	5.96	15.724	2.46	0.022
113	62.571	5.579	15.069	2.35	0.021
114	69.424	6.264	18.741	2.879	0.021
115	70.559	6.391	19.238	2.998	0.021
116	66.754	6.017	17.145	2.692	0.021
117	63.911	5.681	15.799	2.417	0.021
118	65.104	5.878	15.844	2.487	0.021
119	68.099	6.047	17.101	2.614	0.022
120	70.137	6.466	18.347	2.998	0.021
121	68.595	6.008	18.506	2.707	0.02
122	61.693	5.578	14.56	2.283	0.021
123	64.594	5.901	15.876	2.528	0.022
124	69.247	6.159	17.344	2.667	0.022
125	68.789	6.208	17.887	2.83	0.021
126	65.692	5.906	16.588	2.558	0.021
127	64.18	5.75	15.772	2.435	0.021
128	66.478	6.082	16.769	2.714	0.021
129	67.045	5.992	17.056	2.62	0.021
130	66.739	6.098	17.332	2.767	0.021
131	69.542	6.282	18.246	2.862	0.023
132	69.492	6.132	18.337	2.801	0.02
133	69.628	6.309	18.189	2.877	0.022
134	67.313	6.055	17.705	2.729	0.021
135	68.266	6.147	16.75	2.598	0.022
136	67.602	6.046	17.155	2.609	0.022
137	70.056	6.226	17.238	2.625	0.022
138	68.493	6.138	17.364	2.651	0.022
139	65.937	5.878	16.386	2.516	0.021
140	66.048	5.901	17.188	2.629	0.021
141	69.764	6.194	18.235	2.772	0.021
142	67.149	5.967	16.753	2.558	0.022
143	62.319	5.553	15.485	2.392	0.02
144	66.149	6.074	16.591	2.666	0.022
145	66.549	6.06	16.787	2.672	0.021
146	65.859	5.965	15.95	2.506	0.022
147	67.431	6.029	16.775	2.614	0.022
148	69.186	6.173	17.595	2.702	0.022
149	70.317	6.426	18.166	2.918	0.023
150	61.933	5.66	15.06	2.383	0.021
151	66.205	5.924	16.639	2.522	0.022
152	67.846	6.029	17.097	2.63	0.02
153	66.676	6.08	16.913	2.7	0.021
154	67.607	5.961	17.446	2.643	0.021
155	65.249	5.865	16.021	2.54	0.022
156	72.599	6.393	19.195	2.871	0.022
157	76.147	6.746	20.498	3.124	0.022
158	65.933	5.837	16.356	2.501	0.021
159	67.503	5.966	18.153	2.732	0.02
160	63.979	5.798	15.807	2.454	0.022
161	69.538	6.278	18.27	2.778	0.022
162	69.794	6.236	18.026	2.74	0.022
163	65.615	5.902	16.637	2.595	0.021
164	65.563	5.888	16.957	2.617	0.022
165	61.376	5.563	14.405	2.277	0.021
166	67.143	5.979	17.529	2.711	0.02
167	68.061	5.989	16.963	2.561	0.022
168	67.123	5.997	17.109	2.646	0.021
169	69.626	6.263	17.23	2.709	0.022
170	62.798	5.72	14.748	2.374	0.022
171	66.992	5.974	16.854	2.576	0.02
172	65.24	5.873	16.458	2.559	0.021
173	64.665	5.82	16.272	2.541	0.021
174	65.421	5.968	16.17	2.602	0.021
175	63.806	5.676	15.447	2.329	0.021
176	72.897	6.612	19.546	3.139	0.022
177	72.325	6.515	19.285	3.035	0.021
178	69.37	6.114	17.34	2.592	0.021
179	68.72	6.223	17.554	2.843	0.022
180	67.901	6.064	17.569	2.684	0.02
181	71.943	6.384	18.835	2.839	0.023
182	64.216	5.733	15.507	2.342	0.022
183	71.815	6.421	18.467	2.798	0.023
184	69.243	6.165	18.042	2.761	0.021
185	68.14	6.081	17.29	2.659	0.021
186	64.403	5.888	14.823	2.442	0.022
187	66.81	6.153	16.751	2.706	0.022
188	62.869	5.64	15.206	2.387	0.021
189	65.324	5.901	15.801	2.484	0.021
190	65.509	5.894	16.571	2.555	0.021
191	65.767	5.921	16.205	2.503	0.022
192	63.938	5.818	15.464	2.473	0.022
193	64.155	5.729	15.525	2.38	0.021
194	72.084	6.561	18.655	2.92	0.023
