Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	775.38	52.226	135.431	41.805	0.392
2	767.792	51.362	134.583	41.512	0.379
3	775.618	51.841	135.947	41.575	0.393
4	769.278	51.505	135.244	41.526	0.382
5	787.291	51.829	137.699	41.471	0.394
6	773.529	50.883	135.926	41.084	0.375
7	774.518	51.352	135.255	40.989	0.383
8	775.176	50.25	138.48	41.159	0.36
9	769.383	51.368	135.472	41.388	0.385
10	770.636	52.076	135.551	42.032	0.395
11	773.354	51.33	136.218	41.627	0.379
12	770.419	51.799	136.499	41.399	0.382
13	774.915	51.841	135.939	41.506	0.396
14	772.909	52.1	135.321	41.547	0.397
15	772.776	52.326	135.773	41.711	0.405
16	770.481	51.636	134.979	41.54	0.386
17	781.594	51.908	138.522	41.702	0.387
18	767.111	51.583	133.909	41.255	0.395
19	768.971	51.304	136.852	41.304	0.388
20	764.245	51.075	135.341	41.344	0.385
21	774.872	50.897	137.788	41.1	0.378
22	769.482	51.523	136.026	41.568	0.381
23	767.009	50.973	132.958	41.396	0.379
24	783.511	52.333	137.392	41.863	0.389
25	779.158	51.801	137.314	41.581	0.387
26	764.382	51.463	133.774	41.234	0.382
27	758.694	51.471	132.881	41.106	0.391
28	776.813	51.781	137.894	41.695	0.388
29	787.9	52.533	140.06	42.264	0.414
30	774.784	51.94	136.685	41.789	0.386
31	769.321	51.397	133.829	41.462	0.39
32	770.917	51.673	135.811	41.489	0.394
33	778.903	52.314	138.078	41.834	0.393
34	762.848	51.302	133.372	41.263	0.383
35	776.153	51.359	137.57	41.416	0.38
36	775.312	51.705	135.56	41.465	0.379
37	777.722	52.151	136.261	41.582	0.407
38	773.126	51.713	135.823	41.537	0.388
39	764.346	52.086	134.852	41.468	0.408
40	771.478	52.128	134.033	41.844	0.412
41	780.155	51.222	135.845	41.346	0.371
42	778.767	52.214	137.847	42.069	0.409
43	769.668	51.706	135.841	41.452	0.387
44	767.012	51.29	135.077	41.09	0.382
45	779.603	51.776	137.449	41.756	0.383
46	786.923	51.552	138.252	41.75	0.376
47	778.421	51.844	136.387	41.577	0.396
48	772.23	52.807	135.92	41.931	0.403
49	779.653	52.128	136.279	41.614	0.394
50	775.136	51.269	135.495	41.196	0.375
51	774.213	51.982	137.415	41.644	0.391
52	761.873	51.77	133.392	41.323	0.393
53	775.552	51.223	137.699	41.491	0.387
54	779.324	52.136	135.48	41.777	0.396
55	766.206	50.805	133.704	40.67	0.371
56	770.664	51.119	135.541	41.348	0.381
57	783.785	51.444	138.056	41.648	0.392
58	769.662	50.711	136.23	41.253	0.373
59	766.263	51.189	135.825	41.371	0.39
60	760.375	51.594	132.898	40.929	0.387
61	779.071	51.804	136.731	41.573	0.396
62	770.864	50.899	135.586	40.994	0.381
63	783.732	51.865	138.454	41.607	0.39
64	767.769	50.26	134.858	40.88	0.368
65	766.03	51.312	135.373	41.24	0.373
66	770.528	51.823	134.438	41.416	0.382
67	774.044	51.176	135.603	41.465	0.377
68	760.832	51.509	131.738	41.196	0.392
69	770.429	51.03	137.513	41.511	0.371
70	785.468	50.413	138.917	41.073	0.372
71	772.139	50.972	134.947	41.127	0.381
72	770.81	52.481	135.069	42.092	0.403
73	784.533	51.549	139.244	41.655	0.381
74	770.2	51.319	134.861	41.088	0.391
75	762.763	50.989	133.946	41.175	0.388
76	770.519	52.126	135.198	41.901	0.41
77	770.599	50.651	134.878	41.075	0.373
78	775.844	51.826	135.621	41.344	0.386
79	775.588	50.998	137.82	41.103	0.384
80	773.604	51.783	135.395	41.501	0.386
81	776.696	51.016	138.895	41.723	0.376
82	770.421	51.293	134.144	40.983	0.378
83	771.603	52.083	134.565	41.37	0.394
84	789.201	52.176	138.693	41.652	0.388
85	774.958	51.576	137.872	41.887	0.388
86	783.221	51.575	138.61	42.074	0.383
87	775.686	52.088	136.924	41.921	0.391
88	770.727	51.289	135.824	41.048	0.384
89	783.639	51.451	136.907	41.866	0.386
90	779.933	51.94	137.28	41.681	0.39
91	781.024	51.558	136.023	41.254	0.381
92	774.573	51.722	135.252	41.377	0.39
93	773.626	51.495	137.25	41.267	0.388
94	767.769	51.462	135.504	41.726	0.386
95	776.249	52.162	137.133	41.611	0.398
96	769.321	51.083	135.385	41.328	0.382
97	774.879	51.37	138.327	41.516	0.381
