Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	107.543	9.691	30.412	4.713	0.04
2	103.647	9.309	27.71	4.369	0.039
3	109.459	9.609	30.714	4.698	0.037
4	107.868	9.554	29.38	4.551	0.037
5	107.445	9.381	30.786	4.566	0.036
6	106.996	9.519	28.675	4.424	0.038
7	100.288	8.87	26.699	4.12	0.036
8	108.442	9.656	29.606	4.583	0.039
9	110.878	9.842	31.139	4.803	0.039
10	111.199	9.905	30.545	4.833	0.039
11	105.352	9.382	28.284	4.372	0.038
12	112.44	9.883	31.782	4.802	0.038
13	102.2	9.134	26.644	4.15	0.039
14	108.548	9.611	30.398	4.622	0.037
15	110.725	9.879	30.573	4.839	0.039
16	107.768	9.513	29.9	4.573	0.038
17	109.135	9.796	31.618	4.937	0.036
18	106.479	9.477	28.601	4.46	0.038
19	107.655	9.599	29.226	4.586	0.038
20	107.813	9.575	30.046	4.634	0.038
21	106.294	9.477	29.357	4.616	0.037
22	107.691	9.529	29.637	4.56	0.038
23	112.161	9.824	31.569	4.728	0.038
24	105.073	9.323	28.599	4.42	0.038
25	111.351	9.868	31.436	4.722	0.038
26	109.308	9.643	30.229	4.609	0.038
27	113.808	10.247	32.598	5.18	0.039
28	110.278	9.629	30.391	4.504	0.038
29	109.919	9.748	31.134	4.761	0.038
30	103.187	9.126	27.104	4.164	0.037
31	110.538	9.686	30.225	4.546	0.037
32	106.704	9.539	27.882	4.365	0.039
33	115.814	10.233	33.206	5.037	0.039
34	109.102	9.631	30.276	4.621	0.039
35	107.018	9.3	28.997	4.373	0.036
36	109.483	9.515	29.985	4.395	0.037
37	107.311	9.653	29.26	4.634	0.039
38	107.006	9.518	29.079	4.526	0.037
39	110.815	9.835	30.805	4.691	0.038
40	105.305	9.3	28.79	4.368	0.037
41	109.485	9.739	30.41	4.773	0.038
42	113.231	9.998	31.406	4.787	0.039
43	107.16	9.425	29.709	4.457	0.036
44	108.338	9.77	30.336	4.803	0.039
45	105.007	9.342	28.331	4.393	0.038
46	107.445	9.483	29.831	4.532	0.037
47	101.582	9.146	26.825	4.283	0.038
48	106.759	9.462	29.427	4.477	0.038
49	114.808	10.118	32.371	4.952	0.039
50	110.43	9.701	29.367	4.424	0.039
51	109.541	9.787	30.707	4.72	0.038
52	109.117	9.664	29.347	4.514	0.039
53	107.561	9.642	30.144	4.728	0.038
54	106.325	9.451	28.354	4.458	0.038
55	106.417	9.371	28.682	4.389	0.038
56	107.386	9.434	29.511	4.49	0.038
57	117.145	10.292	35.025	5.209	0.038
58	104.612	9.106	28.412	4.221	0.037
59	108.553	9.675	30.11	4.687	0.038
60	110.941	9.906	32.017	4.879	0.038
61	107.824	9.398	29.282	4.384	0.039
62	106.603	9.471	29.722	4.61	0.037
63	110.331	9.786	31.545	4.828	0.037
64	109.192	9.698	29.084	4.53	0.039
65	104.166	9.182	28.6	4.309	0.035
66	111.366	9.679	31.641	4.683	0.038
67	105.447	9.206	28.424	4.229	0.038
68	106.926	9.474	29.518	4.546	0.037
69	107.81	9.526	30.175	4.585	0.038
70	110.53	9.94	31.439	4.961	0.037
71	101.576	8.974	26.971	4.11	0.037
72	104.756	9.4	28.252	4.434	0.038
73	107.551	9.607	29.064	4.613	0.037
74	105.854	9.312	28.542	4.347	0.038
75	108.362	9.542	28.997	4.407	0.039
76	104.594	9.432	28.549	4.613	0.037
77	114.695	10.089	33.155	5.089	0.037
78	110.578	9.716	30.974	4.672	0.038
79	108.751	9.823	30.914	4.87	0.038
80	107.534	9.506	29.856	4.487	0.038
81	107.754	9.576	30.007	4.598	0.037
82	106.432	9.63	29.367	4.623	0.039
83	108.082	9.571	30.944	4.699	0.037
84	107.749	9.449	30.028	4.515	0.037
85	102.41	8.943	27.536	4.129	0.037
86	108.645	9.49	30.375	4.515	0.037
87	104.777	9.322	28.657	4.429	0.039
88	116.795	10.463	33.815	5.191	0.041
89	107.289	9.512	29.225	4.585	0.037
