Iteration	L1	L1 %	L2	L2 %	KL Divergence
1	18.546	106.448	5.035	63.704	1.177
2	16.86	102.771	4.546	60.993	1.096
3	17.408	101.387	4.5	60.724	1.098
4	17.54	102.928	4.507	62.505	1.165
5	16.764	100.622	4.382	59.174	1.112
6	17.373	105.862	4.627	62.481	1.186
7	18.317	106.571	5.013	62.03	1.177
8	17.122	104.586	4.557	62.797	1.175
9	18.094	105.989	4.886	62.945	1.176
10	17.749	110.032	4.572	64.648	1.257
11	16.892	101.047	4.362	59.221	1.121
12	17.622	99.793	4.817	61.09	1.097
13	17.721	106.826	5.035	65.019	1.193
14	17.506	106.091	4.644	63.273	1.144
15	17.629	106.592	4.678	63.372	1.206
16	16.98	106.022	4.459	62.754	1.21
17	18.256	106.48	4.905	62.604	1.189
18	16.891	106.032	4.397	62.675	1.248
19	16.407	103.039	4.405	62.13	1.15
20	17.391	107.56	4.426	64.131	1.22
21	16.934	100.593	4.511	60.39	1.159
22	18.019	109.175	4.728	66.139	1.27
23	16.976	108.499	4.64	65.865	1.285
24	17.489	102.949	4.697	62.289	1.135
25	17.312	106.693	4.541	63.424	1.145
26	16.495	100.169	4.275	60.204	1.131
27	16.756	99.989	4.428	58.822	1.125
28	16.291	97.763	4.224	57.388	1.11
29	18.779	108.513	5.329	67.368	1.273
30	17.838	107.47	4.48	64.501	1.195
31	17.457	106.354	4.691	64.714	1.204
32	17.077	96.769	4.556	58.173	1.058
33	18.276	102.072	5.114	60.604	1.117
34	16.873	102.635	4.503	63.437	1.168
35	18.756	105.646	5.137	63.346	1.167
36	17.303	101.916	4.7	61.087	1.119
37	17.161	101.307	4.573	59.307	1.114
38	18.113	102.729	4.928	62.552	1.144
39	17.564	101.346	4.523	61.017	1.13
40	17.973	105.82	4.747	63.803	1.187
41	17.134	102.438	4.831	62.073	1.145
42	17.619	103.969	4.725	61.86	1.132
43	16.785	106.305	4.506	64.178	1.26
44	17.62	104.689	4.935	63.796	1.171
45	16.86	100.408	4.238	59.743	1.105
46	17.615	106.423	4.614	62.688	1.174
47	16.953	102.583	4.526	60.346	1.169
48	17.324	104.236	4.678	63.392	1.168
49	17.029	104.107	4.374	60.646	1.139
50	17.217	102.724	4.716	63.704	1.105
51	17.592	100.402	4.711	60.404	1.075
52	17.371	102.433	4.657	62.292	1.142
53	17.798	104.068	4.709	62.027	1.127
54	17.125	100.783	4.345	60.514	1.107
55	17.34	102.192	4.569	61.474	1.128
56	17.593	107.974	4.846	64.48	1.208
57	16.569	101.669	4.351	60.413	1.131
58	18.287	106.203	4.998	63.824	1.174
59	16.738	101.178	4.309	59.3	1.109
60	17.4	104.277	4.569	61.904	1.156
61	18.603	105.605	5.217	62.798	1.138
62	17.091	102.51	4.454	61.086	1.16
63	18.581	104.19	5.107	63.496	1.164
64	18.135	101.328	4.969	61.112	1.124
65	17.586	99.727	4.651	58.884	1.082
66	17.594	109.653	4.732	64.874	1.246
67	17.376	101.494	4.703	63.432	1.135
68	17.794	103.767	4.657	61.105	1.117
69	16.699	99.952	4.384	59.148	1.118
70	16.349	102.969	4.294	59.114	1.128
71	17.925	104.002	4.803	62.474	1.128
72	16.999	105.583	4.232	63.661	1.175
73	18.003	104.415	4.848	63.334	1.132
74	17.122	102.354	4.584	61.008	1.152
75	17.315	100.724	4.467	59.212	1.072
76	17.554	104.727	4.443	62.085	1.203
77	17.627	102.543	4.599	61.336	1.118
78	17.22	106.934	4.629	63.154	1.233
79	17.751	106.496	4.644	65.355	1.184
80	17.13	103.541	4.561	64.509	1.172
81	16.511	101.319	4.219	60.145	1.119
82	16.822	100.99	4.384	58.363	1.121
83	17.764	102.36	4.832	60.55	1.136
84	17.909	107.308	4.692	64.696	1.228
85	17.242	101.732	4.545	61.242	1.118
86	17.574	102.3	4.58	60.241	1.186
87	16.601	100.975	4.21	60.312	1.165
88	17.415	101.389	4.426	59.535	1.111
89	17.643	103.843	4.764	63.892	1.131
90	17.436	104.163	4.62	61.08	1.175
91	16.592	101.84	4.624	61.75	1.156
92	18.042	107.936	4.703	63.8	1.179
93	17.099	97.086	4.477	57.793	1.041
94	16.713	102.658	4.404	61.075	1.196
95	17.341	104.699	4.536	62.533	1.194
96	17.807	104.206	4.786	62.469	1.174
97	17.628	103.803	4.87	62.216	1.112
98	18.497	101.87	5.145	61.252	1.1
99	16.602	101.585	4.294	61.549	1.133
100	17.657	107.907	4.688	64.329	1.243
101	18.328	106.096	4.849	62.332	1.156
102	18.231	107.222	4.903	63.982	1.166
103	17.215	99.961	4.469	60.375	1.113
104	17.626	101.446	5.075	61.083	1.117
105	18.654	98.087	5.135	59.315	1.042
106	17.826	101.573	4.913	59.161	1.089
107	17.569	106.814	4.769	62.865	1.154
108	16.921	102.809	4.611	61.564	1.164
109	17.568	107.002	4.76	64.482	1.172
110	16.604	97.62	4.45	59.215	1.075
111	17.37	102.38	4.658	62.144	1.143
112	18.138	108.515	4.535	64.454	1.195
113	18.243	108.449	4.994	64.599	1.209
114	16.907	101.376	4.535	61.776	1.146
115	18.425	110.31	4.885	65.356	1.248
116	17.877	104.264	4.669	64.065	1.145
117	16.913	105.543	4.39	62.118	1.168
118	17.521	106.049	4.474	63.901	1.157
119	16.309	97.231	4.325	58.245	1.092
120	18.16	104.325	4.761	61.704	1.117
121	16.946	101.729	4.293	60.177	1.107
122	17.318	102.601	4.452	62.998	1.144
123	16.706	98.458	4.354	58.298	1.118
124	17.09	99.544	4.59	59.664	1.088
125	17.608	105.223	4.548	61.886	1.153
126	17.024	97.731	4.521	58.078	1.083
127	17.494	104.91	4.6	63.012	1.128
128	17.037	99.327	4.485	58.797	1.091
129	18.62	106.521	4.807	63.438	1.187
130	17.729	103.267	4.682	60.216	1.146
131	16.096	100.806	4.183	59.079	1.135
